,MV,P,PE,VO
1992-12-28,,,,
1993-01-04,,,,
1993-01-11,,,,
1993-01-18,,,,
1993-01-25,,,,
1993-02-01,,,,
1993-02-08,,,,
1993-02-15,,,,
1993-02-22,,,,
1993-03-01,,,,
1993-03-08,,,,
1993-03-15,,,,
1993-03-22,,,,
1993-03-29,,,,
1993-04-05,,,,
1993-04-12,,,,
1993-04-19,,,,
1993-04-26,,,,
1993-05-03,,,,
1993-05-10,,,,
1993-05-17,,,,
1993-05-24,,,,
1993-05-31,,,,
1993-06-07,,,,
1993-06-14,,,,
1993-06-21,,,,
1993-06-28,,,,
1993-07-05,,,,
1993-07-12,,,,
1993-07-19,,,,
1993-07-26,,,,
1993-08-02,,,,
1993-08-09,,,,
1993-08-16,,,,
1993-08-23,,,,
1993-08-30,,,,
1993-09-06,,,,
1993-09-13,,,,
1993-09-20,,,,
1993-09-27,,,,
1993-10-04,,,,
1993-10-11,,,,
1993-10-18,,,,
1993-10-25,,,,
1993-11-01,,,,
1993-11-08,,,,
1993-11-15,,,,
1993-11-22,,,,
1993-11-29,,,,
1993-12-06,,,,
1993-12-13,,,,
1993-12-20,,,,
1993-12-27,,,,
1994-01-03,,,,
1994-01-10,,,,
1994-01-17,,,,
1994-01-24,,,,
1994-01-31,,,,
1994-02-07,,,,
1994-02-14,,,,
1994-02-21,,,,
1994-02-28,,,,
1994-03-07,,,,
1994-03-14,,,,
1994-03-21,,,,
1994-03-28,,,,
1994-04-04,,,,
1994-04-11,,,,
1994-04-18,,,,
1994-04-25,,,,
1994-05-02,,,,
1994-05-09,,,,
1994-05-16,,,,
1994-05-23,,,,
1994-05-30,662.0,2.68,,32605.1
1994-06-06,619.0,2.51,,16015.5
1994-06-13,544.0,2.2,,7207.7
1994-06-20,533.0,2.16,,14801.3
1994-06-27,473.0,1.91,,6936.6
1994-07-04,439.0,1.78,,5743.3
1994-07-11,416.0,1.68,,4188.6
1994-07-18,366.0,1.48,,7365.1
1994-07-25,368.4,1.49,,8323.1
1994-08-01,441.6,1.79,,27029.4
1994-08-08,642.0,2.6,,69766.4
1994-08-15,620.4,2.51,,43513.5
1994-08-22,602.4,2.44,,19159.5
1994-08-29,567.6,2.3,,12953.4
1994-09-05,984.0,3.98,,44975.1
1994-09-12,1030.8,4.17,,63472.1
1994-09-19,961.2,3.89,,21968.2
1994-09-26,924.0,3.74,,12915.9
1994-10-03,780.0,3.16,,18752.6
1994-10-10,627.6,2.54,,19802.2
1994-10-17,573.6,2.32,,14023.1
1994-10-24,672.0,2.72,,20780.5
1994-10-31,600.0,2.43,,12180.2
1994-11-07,608.4,2.46,,5705.1
1994-11-14,674.4,2.73,,21109.3
1994-11-21,654.0,2.65,,7242.5
1994-11-28,640.8,2.59,,2646.4
1994-12-05,625.2,2.53,,2039.6
1994-12-12,582.0,2.36,,2234.6
1994-12-19,614.4,2.49,,11164.0
1994-12-26,582.0,2.36,,3460.0
1995-01-02,602.4,2.44,,1934.6
1995-01-09,583.2,2.36,,1738.3
1995-01-16,510.0,2.06,,2138.4
1995-01-23,482.4,1.95,,3145.4
1995-01-30,486.0,1.97,,1258.6
1995-02-06,486.0,1.97,,
1995-02-13,486.0,1.97,,253.1
1995-02-20,477.6,1.93,,751.4
1995-02-27,510.0,2.06,,5650.3
1995-03-06,567.6,2.3,,4294.6
1995-03-13,559.2,2.26,,11706.8
1995-03-20,559.2,2.26,,3992.5
1995-03-27,589.2,2.38,,4781.6
1995-04-03,592.8,2.4,13.4,2366.8
1995-04-10,572.4,2.32,12.9,3321.6
1995-04-17,541.2,2.19,12.2,3188.2
1995-04-24,501.6,2.03,11.3,1644.9
1995-05-01,468.0,1.89,10.5,3307.0
1995-05-08,456.0,1.85,10.3,1107.4
1995-05-15,459.6,1.86,10.4,968.8
1995-05-22,708.0,2.87,15.9,31776.4
1995-05-29,582.0,2.36,13.1,19057.8
1995-06-05,542.4,2.2,12.2,3292.8
1995-06-12,540.0,2.19,12.2,3152.0
1995-06-19,493.2,2.0,11.1,3962.0
1995-06-26,535.2,2.17,12.1,3869.0
1995-07-03,488.4,1.98,11.0,2849.1
1995-07-10,504.0,2.04,11.4,2690.5
1995-07-17,522.0,2.11,11.8,7358.4
1995-07-24,507.6,2.05,11.4,6092.9
1995-07-31,500.4,2.03,11.3,1637.9
1995-08-07,513.6,2.08,11.6,1930.7
1995-08-14,523.2,2.12,11.8,4870.8
1995-08-21,537.6,2.18,12.1,17143.2
1995-08-28,500.4,2.03,11.3,3653.6
1995-09-04,504.0,2.04,11.4,3237.2
1995-09-11,510.0,2.06,11.5,2252.7
1995-09-18,529.2,2.14,11.9,6904.2
1995-09-25,501.6,2.03,11.3,2703.5
1995-10-02,491.08,2.09,14.9,2689.8
1995-10-09,459.53,1.95,14.0,1116.8
1995-10-16,454.04,1.93,13.8,2294.1
1995-10-23,511.66,2.17,15.5,10584.6
1995-10-30,467.76,1.99,14.2,8081.7
1995-11-06,477.36,2.03,14.5,2599.7
1995-11-13,462.27,1.96,14.0,2563.1
1995-11-20,478.73,2.03,14.5,3235.3
1995-11-27,462.27,1.96,14.0,29058.8
1995-12-04,454.04,1.93,13.8,147781.4
1995-12-11,445.81,1.89,13.5,26465.5
1995-12-18,417.01,1.77,12.7,1936.0
1995-12-25,407.4,1.73,12.4,1159.3
1996-01-01,399.17,1.7,12.1,977.3
1996-01-08,381.34,1.62,11.6,674.8
1996-01-15,400.54,1.7,12.2,3421.7
1996-01-22,373.11,1.59,11.3,1187.0
1996-01-29,385.46,1.64,11.7,886.2
1996-02-05,379.97,1.61,11.5,507.9
1996-02-12,377.23,1.6,11.5,379.6
1996-02-19,390.94,1.66,11.9,903.0
1996-02-26,390.94,1.66,11.9,
1996-03-04,418.38,1.78,12.7,765.2
1996-03-11,393.69,1.67,12.0,2865.5
1996-03-18,393.69,1.67,12.0,894.7
1996-03-25,403.29,1.71,12.3,1129.9
1996-04-01,400.54,1.7,12.2,1273.1
1996-04-08,404.66,1.72,12.3,3404.5
1996-04-15,414.26,1.76,12.6,13033.1
1996-04-22,520.05,2.09,15.0,30367.3
1996-04-29,691.89,2.78,20.0,42757.4
1996-05-06,595.42,2.39,17.2,21984.6
1996-05-13,548.69,2.21,15.8,10612.6
1996-05-20,602.95,2.42,17.4,22105.2
1996-05-27,501.96,2.02,14.5,12897.5
1996-06-03,497.44,2.0,14.3,10698.6
1996-06-10,529.09,2.13,15.3,22113.2
1996-06-17,527.58,2.12,15.2,25902.1
1996-06-24,602.95,2.42,17.4,40821.5
1996-07-01,532.1,2.14,15.3,28148.7
1996-07-08,667.77,2.68,19.3,43435.4
1996-07-15,693.39,2.79,20.0,63045.0
1996-07-22,896.89,3.61,25.9,119538.8
1996-07-29,942.11,3.79,27.2,72666.8
1996-08-05,860.56,3.46,24.8,27192.7
1996-08-12,880.46,3.54,25.4,25182.4
1996-08-19,805.85,3.24,23.3,15261.8
1996-08-26,648.32,2.61,18.7,12792.7
1996-09-02,820.77,3.3,23.7,45924.4
1996-09-09,722.94,2.91,20.9,35885.2
1996-09-16,780.97,3.14,22.5,30986.4
1996-09-23,696.41,2.8,20.1,22417.6
1996-09-30,719.62,2.89,20.8,13054.6
1996-10-07,870.51,3.5,25.1,55856.4
1996-10-14,936.84,3.77,27.0,88122.5
1996-10-21,1086.07,4.37,31.3,105392.1
1996-10-28,1193.85,4.8,34.4,105399.0
1996-11-04,1290.02,5.19,37.2,108779.7
1996-11-11,1140.79,4.59,32.9,40282.9
1996-11-18,1306.6,5.25,37.7,81178.0
1996-11-25,1309.91,5.27,37.8,69515.6
1996-12-02,1301.62,5.23,37.6,29094.3
1996-12-09,1573.56,6.33,45.4,102450.6
1996-12-16,1248.56,5.02,36.0,51060.8
1996-12-23,805.85,3.24,23.3,22508.5
1996-12-30,853.93,3.43,24.6,24593.2
1997-01-06,892.07,3.59,25.7,41179.0
1997-01-13,940.15,3.78,27.1,33900.3
1997-01-20,900.36,3.62,26.0,16366.2
1997-01-27,935.18,3.76,27.0,26437.1
1997-02-03,994.87,4.0,28.7,47038.6
1997-02-10,994.87,4.0,28.7,
1997-02-17,1003.16,4.03,28.9,4407.1
1997-02-24,1013.11,4.07,29.2,36558.3
1997-03-03,1150.74,4.63,,76112.5
1997-03-10,1164.0,4.68,,45384.0
1997-03-17,1145.76,4.61,,42462.2
1997-03-24,1134.15,4.56,,18687.4
1997-03-31,1197.16,4.81,,26276.6
1997-04-07,1144.1,4.6,,28742.3
1997-04-14,1127.52,4.53,,12669.7
1997-04-21,1210.43,4.87,,17728.8
1997-04-28,1024.72,4.12,,20711.5
1997-05-05,1074.46,4.32,,14884.1
1997-05-12,1197.16,4.81,,41495.1
1997-05-19,1215.4,4.89,,65880.4
1997-05-26,1062.85,4.27,,56174.4
1997-06-02,1134.15,4.56,,18463.4
1997-06-09,1157.37,4.65,,27248.2
1997-06-16,1212.09,4.87,,17114.5
1997-06-23,1139.13,4.58,,12700.7
1997-06-30,1125.86,4.53,,10777.0
1997-07-07,1069.49,4.3,,6595.4
1997-07-14,1096.02,4.41,,7484.9
1997-07-21,1208.77,4.86,,21048.1
1997-07-28,1236.96,4.97,,23675.6
1997-08-04,1508.89,6.07,,35612.3
1997-08-11,1848.8,7.43,,41838.8
1997-08-18,1825.59,7.34,,27295.2
1997-08-25,2102.5,8.45,,22151.7
1997-09-01,2339.61,9.41,,124814.4
1997-09-08,2367.8,9.52,,31317.0
1997-09-15,2152.24,8.65,,17289.7
1997-09-22,2041.15,8.21,,7550.9
1997-09-29,1966.53,7.91,53.9,16101.5
1997-10-06,2001.35,8.05,54.9,1296.3
1997-10-13,2017.93,8.11,55.3,5689.1
1997-10-20,2198.67,8.84,60.3,14633.6
1997-10-27,2352.87,9.46,64.5,28304.6
1997-11-03,2533.61,10.19,69.5,55934.1
1997-11-10,2535.27,10.19,69.5,26420.9
1997-11-17,2535.27,10.19,69.5,14911.6
1997-11-24,2498.79,10.05,68.5,22112.3
1997-12-01,2268.31,9.12,60.8,13099.7
1997-12-08,2238.46,9.0,60.0,12109.2
1997-12-15,2211.1,8.89,59.3,8072.7
1997-12-22,1927.56,7.75,51.7,14303.9
1997-12-29,2049.44,8.24,54.9,17367.0
1998-01-05,2022.08,8.13,54.2,6099.1
1998-01-12,2089.23,8.4,56.0,15168.0
1998-01-19,1952.44,7.85,52.3,10487.9
1998-01-26,1979.79,7.96,53.1,4015.5
1998-02-02,1979.79,7.96,53.1,
1998-02-09,2024.56,8.14,54.3,1268.6
1998-02-16,2221.05,8.93,59.5,20018.5
1998-02-23,2124.05,8.54,56.9,21953.3
1998-03-02,1969.85,7.92,52.8,6970.8
1998-03-09,1977.31,7.95,53.0,4602.2
1998-03-16,2027.05,8.15,54.3,3987.5
1998-03-23,1920.1,7.72,51.5,3913.2
1998-03-30,2024.56,8.14,54.3,5946.2
1998-04-06,2188.72,8.8,58.7,12574.5
1998-04-13,2556.82,10.28,68.5,63248.6
1998-04-20,2454.85,9.87,65.8,31306.6
1998-04-27,2163.85,8.7,58.0,19953.9
1998-05-04,2044.46,8.22,54.8,17163.9
1998-05-11,2233.49,8.98,59.9,20123.9
1998-05-18,2086.74,8.39,55.9,12011.0
1998-05-25,2138.97,8.6,57.3,7808.4
1998-06-01,2094.2,8.42,56.1,8520.9
1998-06-08,2114.1,8.5,56.7,10044.6
1998-06-15,1964.87,7.9,52.7,6974.6
1998-06-22,1940.0,7.8,52.0,4925.0
1998-06-29,1828.08,7.35,49.0,4759.0
1998-07-06,1741.03,7.0,46.7,4425.2
1998-07-13,1890.26,7.6,50.7,22515.5
1998-07-20,1758.44,7.07,47.1,9734.4
1998-07-27,1852.95,7.45,49.7,4030.7
1998-08-03,1828.08,7.35,49.0,3831.5
1998-08-10,1820.61,7.32,48.8,7607.5
1998-08-17,1422.67,5.72,38.1,5659.0
1998-08-24,1507.23,6.06,40.4,6347.1
1998-08-31,1303.28,5.24,34.9,6798.0
1998-09-07,1280.9,5.15,34.3,6178.1
1998-09-14,1397.79,5.62,,10962.5
1998-09-21,1360.49,5.47,,8403.3
1998-09-28,1395.31,5.61,,13404.1
1998-10-05,1415.2,5.69,,2324.6
1998-10-12,1377.9,5.54,,3636.6
1998-10-19,1420.18,5.71,,14501.2
1998-10-26,1318.2,5.3,,4879.5
1998-11-02,1407.74,5.66,,5139.4
1998-11-09,1566.92,6.3,,14854.3
1998-11-16,1579.36,6.35,,15055.8
1998-11-23,1556.97,6.26,,5858.2
1998-11-30,1412.72,5.68,,3567.9
1998-12-07,1348.05,5.42,,2124.9
1998-12-14,1298.31,5.22,,1456.6
1998-12-21,1305.77,5.25,,1780.9
1998-12-28,1270.95,5.11,,1862.3
1999-01-04,1231.15,4.95,,1576.8
1999-01-11,1226.18,4.93,,2441.1
1999-01-18,1019.74,4.1,,5529.9
1999-01-25,1049.59,4.22,,3872.4
1999-02-01,1111.77,4.47,,5338.4
1999-02-08,970.0,3.9,,2948.5
1999-02-15,994.87,4.0,,399.7
1999-02-22,994.87,4.0,,
1999-03-01,1042.13,4.19,,445.8
1999-03-08,1164.0,4.68,,5754.1
1999-03-15,1208.77,4.86,,9856.9
1999-03-22,1176.44,4.73,,6542.8
1999-03-29,1226.18,4.93,,3269.0
1999-04-05,1293.33,5.2,,7429.2
1999-04-12,1315.72,5.29,,6854.1
1999-04-19,1156.54,4.65,,4773.8
1999-04-26,1370.44,5.51,,28743.0
1999-05-03,1156.54,4.65,,13962.4
1999-05-10,1032.18,4.15,,8047.8
1999-05-17,962.54,3.87,,4186.4
1999-05-24,1004.82,4.04,,7358.2
1999-05-31,1002.33,4.03,,12425.9
1999-06-07,994.87,4.0,,14679.7
1999-06-14,1131.67,4.55,,21207.1
1999-06-21,1057.05,4.25,,22435.7
1999-06-28,1168.97,4.7,,33987.1
1999-07-05,1166.49,4.69,,32465.6
1999-07-12,1086.9,4.37,,14688.8
1999-07-19,1178.92,4.74,,38629.2
1999-07-26,1124.2,4.52,,28191.0
1999-08-02,1320.69,5.31,,34965.9
1999-08-09,1330.64,5.35,,50137.1
1999-08-16,1198.82,4.82,,17585.3
1999-08-23,1330.64,5.35,,15212.2
1999-08-30,1246.08,5.01,,11639.9
1999-09-06,1183.9,4.76,,3193.3
1999-09-13,1183.9,4.76,,
1999-09-20,1183.9,4.76,,
1999-09-27,1183.9,4.76,,6386.6
1999-10-04,1243.59,5.0,,742.7
1999-10-11,1305.77,5.25,,1484.3
1999-10-18,1206.28,4.85,,9764.9
1999-10-25,1191.36,4.79,,4655.8
1999-11-01,1186.38,4.77,,5887.6
1999-11-08,1119.23,4.5,,4577.2
1999-11-15,1104.31,4.44,,3126.8
1999-11-22,1134.15,4.56,,6926.3
1999-11-29,1111.77,4.47,,1902.0
1999-12-06,1198.82,4.82,,4458.1
1999-12-13,1193.85,4.8,,3508.2
1999-12-20,1248.56,5.02,,12894.9
1999-12-27,1084.41,4.36,,9934.5
2000-01-03,1111.77,4.47,,1834.5
2000-01-10,1161.51,4.67,,13877.4
2000-01-17,1029.69,4.14,,7953.8
2000-01-24,999.85,4.02,,9520.5
2000-01-31,1009.79,4.06,,7296.2
2000-02-07,1009.79,4.06,,
2000-02-14,1059.54,4.26,,3959.4
2000-02-21,1019.74,4.1,,19129.1
2000-02-28,1119.23,4.5,,15629.2
2000-03-06,1223.69,4.92,,26934.7
2000-03-13,1285.87,5.17,,16727.7
2000-03-20,1417.69,5.7,,40573.1
2000-03-27,1741.03,7.0,,53162.5
2000-04-03,1855.44,7.46,,25814.0
2000-04-10,1942.49,7.81,,49607.5
2000-04-17,1683.82,6.77,,25523.3
2000-04-24,1594.28,6.41,,19388.5
2000-05-01,1489.82,5.99,,14069.3
2000-05-08,1415.2,5.69,,2796.8
2000-05-15,1425.15,5.73,,13046.7
2000-05-22,1430.13,5.75,,4893.4
2000-05-29,1609.2,6.47,,14217.9
2000-06-05,1494.79,6.01,,11690.8
2000-06-12,1594.28,6.41,,12045.6
2000-06-19,1537.08,6.18,,26827.5
2000-06-26,1487.33,5.98,,10107.4
2000-07-03,1422.67,5.72,,10354.9
2000-07-10,1335.61,5.37,,6387.4
2000-07-17,1343.08,5.4,,7477.0
2000-07-24,1405.26,5.65,,8418.3
2000-07-31,1668.9,6.71,,29351.6
2000-08-07,1641.54,6.6,,22591.2
2000-08-14,1780.82,7.16,,40194.3
2000-08-21,1800.72,7.24,,16983.2
2000-08-28,1852.95,7.45,,25909.2
2000-09-04,1736.05,6.98,,19844.8
2000-09-11,1760.92,7.08,,12577.3
2000-09-18,1755.95,7.06,,12809.9
2000-09-25,1641.54,6.6,,6006.6
2000-10-02,1671.38,6.72,,3346.5
2000-10-09,1755.95,7.06,,2572.8
2000-10-16,1982.28,7.97,,48449.1
2000-10-23,1880.31,7.56,,37862.3
2000-10-30,1825.59,7.34,,18979.4
2000-11-06,1703.72,6.85,,13498.4
2000-11-13,1688.79,6.79,,17857.4
2000-11-20,1857.92,7.47,,23684.0
2000-11-27,1775.85,7.14,,26240.6
2000-12-04,1915.13,7.7,,16700.5
2000-12-11,1835.54,7.38,,11002.7
2000-12-18,1830.56,7.36,,23220.3
2000-12-25,1746.0,7.02,,12472.0
2001-01-01,1686.31,6.78,,9801.8
2001-01-08,1653.97,6.65,,9776.6
2001-01-15,1639.05,6.59,,5964.0
2001-01-22,1616.67,6.5,,4432.8
2001-01-29,1616.67,6.5,,
2001-02-05,1599.26,6.43,,662.9
2001-02-12,1375.41,5.53,,7965.8
2001-02-19,1467.44,5.9,,10729.2
2001-02-26,1243.59,5.0,,14509.3
2001-03-05,1323.18,5.32,,17623.9
2001-03-12,1323.18,5.32,,12757.4
2001-03-19,1355.51,5.45,,10549.2
2001-03-26,1343.08,5.4,,13469.9
2001-04-02,1315.72,5.29,,10374.3
2001-04-09,1377.9,5.54,,12669.9
2001-04-16,1330.64,5.35,,9628.1
2001-04-23,1273.44,5.12,,11725.7
2001-04-30,1256.03,5.05,,11721.4
2001-05-07,1256.03,5.05,,
2001-05-14,1243.59,5.0,,1927.6
2001-05-21,1218.72,4.9,,2676.0
2001-05-28,1168.97,4.7,,2850.4
2001-06-04,1168.97,4.7,,
2001-06-11,1228.67,4.94,,13830.7
2001-06-18,1290.85,5.19,,5611.5
2001-06-25,1290.85,5.19,,
2001-07-02,1290.85,5.19,,
2001-07-09,1290.85,5.19,,
2001-07-16,1355.51,5.45,,715.2
2001-07-23,1422.67,5.72,,1130.9
2001-07-30,1494.79,6.01,,1817.6
2001-08-06,1569.41,6.31,,3403.0
2001-08-13,1649.0,6.63,,6279.0
2001-08-20,1649.0,6.63,,2219.8
2001-08-27,1442.56,5.8,,2706.5
2001-09-03,1514.69,6.09,,3302.9
2001-09-10,1589.31,6.39,,2859.5
2001-09-17,1492.31,6.0,,1272.5
2001-09-24,1492.31,6.0,,
2001-10-01,1367.95,5.5,,970.5
2001-10-08,1367.95,5.5,,
2001-10-15,1241.1,4.99,,911.0
2001-10-22,1144.1,4.6,,1388.9
2001-10-29,945.13,3.8,,1729.3
2001-11-05,992.38,3.99,,1516.9
2001-11-12,1042.13,4.19,,664.5
2001-11-19,1042.13,4.19,,
2001-11-26,1042.13,4.19,,
2001-12-03,1206.28,4.85,,1359.4
2001-12-10,1116.74,4.49,,2146.2
2001-12-17,1116.74,4.49,,2742.1
2001-12-24,1044.61,4.2,,557.5
2001-12-31,942.64,3.79,,769.8
2002-01-07,942.64,3.79,,
2002-01-14,1039.64,4.18,,1895.4
2002-01-21,1032.18,4.15,,1561.8
2002-01-28,885.44,3.56,,688.9
2002-02-04,833.2,3.35,,1960.8
2002-02-11,875.49,3.52,,1015.2
2002-02-18,875.49,3.52,,
2002-02-25,875.49,3.52,,
2002-03-04,920.26,3.7,,1307.9
2002-03-11,967.51,3.89,,994.9
2002-03-18,1014.77,4.08,,1108.5
2002-03-25,1064.51,4.28,,4256.7
2002-04-01,1064.51,4.28,,2618.3
2002-04-08,1094.36,4.4,,2174.7
2002-04-15,1094.36,4.4,,1576.7
2002-04-22,994.87,4.0,,1896.0
2002-04-29,373.08,1.5,,1976.7
2002-05-06,373.08,1.5,,
2002-05-13,373.08,1.5,,
2002-05-20,373.08,1.5,,
2002-05-27,373.08,1.5,,
2002-06-03,373.08,1.5,,
2002-06-10,373.08,1.5,,
2002-06-17,373.08,1.5,,
2002-06-24,373.08,1.5,,
2002-07-01,373.08,1.5,,
2002-07-08,373.08,1.5,,
2002-07-15,373.08,1.5,,
2002-07-22,373.08,1.5,,
2002-07-29,373.08,1.5,,
2002-08-05,373.08,1.5,,
2002-08-12,373.08,1.5,,
2002-08-19,373.08,1.5,,
2002-08-26,373.08,1.5,,
2002-09-02,373.08,1.5,,
2002-09-09,373.08,1.5,,
2002-09-16,373.08,1.5,,
2002-09-23,373.08,1.5,,
2002-09-30,373.08,1.5,,
2002-10-07,373.08,1.5,,
2002-10-14,373.08,1.5,,
2002-10-21,373.08,1.5,,
2002-10-28,373.08,1.5,,
2002-11-04,373.08,1.5,,
2002-11-11,373.08,1.5,,
2002-11-18,373.08,1.5,,
2002-11-25,373.08,1.5,,
2002-12-02,373.08,1.5,,
2002-12-09,373.08,1.5,,
2002-12-16,373.08,1.5,,
2002-12-23,373.08,1.5,,
2002-12-30,373.08,1.5,,
2003-01-06,373.08,1.5,,
2003-01-13,373.08,1.5,,
2003-01-20,373.08,1.5,,
2003-01-27,373.08,1.5,,
2003-02-03,373.08,1.5,,
2003-02-10,373.08,1.5,,
2003-02-17,373.08,1.5,,
2003-02-24,373.08,1.5,,
2003-03-03,373.08,1.5,,
2003-03-10,373.08,1.5,,
2003-03-17,373.08,1.5,,
2003-03-24,373.08,1.5,,
2003-03-31,373.08,1.5,,
2003-04-07,373.08,1.5,,
2003-04-14,373.08,1.5,,
2003-04-21,373.08,1.5,,
2003-04-28,373.08,1.5,,
2003-05-05,373.08,1.5,,
2003-05-12,373.08,1.5,,
2003-05-19,373.08,1.5,,
2003-05-26,373.08,1.5,,
2003-06-02,373.08,1.5,,
2003-06-09,373.08,1.5,,
2003-06-16,373.08,1.5,,
2003-06-23,373.08,1.5,,
2003-06-30,373.08,1.5,,
2003-07-07,373.08,1.5,,
2003-07-14,373.08,1.5,,
2003-07-21,373.08,1.5,,
2003-07-28,373.08,1.5,,
2003-08-04,373.08,1.5,,
2003-08-11,373.08,1.5,,
2003-08-18,373.08,1.5,,
2003-08-25,373.08,1.5,,
2003-09-01,373.08,1.5,,
2003-09-08,373.08,1.5,,
2003-09-15,373.08,1.5,,
2003-09-22,373.08,1.5,,
2003-09-29,373.08,1.5,,
2003-10-06,373.08,1.5,,
2003-10-13,373.08,1.5,,
2003-10-20,373.08,1.5,,
2003-10-27,373.08,1.5,,
2003-11-03,373.08,1.5,,
2003-11-10,373.08,1.5,,
2003-11-17,373.08,1.5,,
2003-11-24,373.08,1.5,,
2003-12-01,373.08,1.5,,
2003-12-08,373.08,1.5,,
2003-12-15,373.08,1.5,,
2003-12-22,373.08,1.5,,
2003-12-29,373.08,1.5,,
2004-01-05,373.08,1.5,,
2004-01-12,373.08,1.5,,
2004-01-19,373.08,1.5,,
2004-01-26,373.08,1.5,,
2004-02-02,373.08,1.5,,
2004-02-09,373.08,1.5,,
2004-02-16,373.08,1.5,,
2004-02-23,373.08,1.5,,
2004-03-01,373.08,1.5,,
2004-03-08,373.08,1.5,,
2004-03-15,373.08,1.5,,
2004-03-22,373.08,1.5,,
2004-03-29,373.08,1.5,,
2004-04-05,373.08,1.5,,
2004-04-12,373.08,1.5,,
2004-04-19,373.08,1.5,,
2004-04-26,373.08,1.5,,
2004-05-03,373.08,1.5,,
2004-05-10,373.08,1.5,,
2004-05-17,373.08,1.5,,
2004-05-24,373.08,1.5,,
2004-05-31,373.08,1.5,,
2004-06-07,373.08,1.5,,
2004-06-14,373.08,1.5,,
2004-06-21,373.08,1.5,,
2004-06-28,373.08,1.5,,
2004-07-05,373.08,1.5,,
2004-07-12,373.08,1.5,,
2004-07-19,373.08,1.5,,
2004-07-26,373.08,1.5,,
2004-08-02,373.08,1.5,,
2004-08-09,373.08,1.5,,
2004-08-16,373.08,1.5,,
2004-08-23,373.08,1.5,,
2004-08-30,373.08,1.5,,
2004-09-06,373.08,1.5,,
2004-09-13,373.08,1.5,,
2004-09-20,373.08,1.5,,
2004-09-27,373.08,1.5,,
