,MV,P,PE,VO
1992-12-28,,,,
1993-01-04,,,,
1993-01-11,,,,
1993-01-18,,,,
1993-01-25,,,,
1993-02-01,,,,
1993-02-08,,,,
1993-02-15,,,,
1993-02-22,,,,
1993-03-01,,,,
1993-03-08,,,,
1993-03-15,,,,
1993-03-22,,,,
1993-03-29,,,,
1993-04-05,,,,
1993-04-12,,,,
1993-04-19,,,,
1993-04-26,,,,
1993-05-03,,,,
1993-05-10,,,,
1993-05-17,,,,
1993-05-24,,,,
1993-05-31,,,,
1993-06-07,,,,
1993-06-14,,,,
1993-06-21,,,,
1993-06-28,,,,
1993-07-05,,,,
1993-07-12,,,,
1993-07-19,,,,
1993-07-26,,,,
1993-08-02,,,,
1993-08-09,,,,
1993-08-16,,,,
1993-08-23,,,,
1993-08-30,,,,
1993-09-06,,,,
1993-09-13,,,,
1993-09-20,,,,
1993-09-27,,,,
1993-10-04,,,,
1993-10-11,,,,
1993-10-18,,,,
1993-10-25,,,,
1993-11-01,,,,
1993-11-08,,,,
1993-11-15,,,,
1993-11-22,,,,
1993-11-29,,,,
1993-12-06,,,,
1993-12-13,,,,
1993-12-20,,,,
1993-12-27,,,,
1994-01-03,,,,
1994-01-10,,,,
1994-01-17,,,,
1994-01-24,,,,
1994-01-31,,,,
1994-02-07,,,,
1994-02-14,,,,
1994-02-21,,,,
1994-02-28,,,,
1994-03-07,,,,
1994-03-14,,,,
1994-03-21,,,,
1994-03-28,,,,
1994-04-04,,,,
1994-04-11,,,,
1994-04-18,,,,
1994-04-25,,,,
1994-05-02,,,,
1994-05-09,,,,
1994-05-16,,,,
1994-05-23,,,,
1994-05-30,,,,
1994-06-06,,,,
1994-06-13,,,,
1994-06-20,,,,
1994-06-27,,,,
1994-07-04,,,,
1994-07-11,,,,
1994-07-18,,,,
1994-07-25,,,,
1994-08-01,,,,
1994-08-08,,,,
1994-08-15,,,,
1994-08-22,,,,
1994-08-29,,,,
1994-09-05,,,,
1994-09-12,,,,
1994-09-19,,,,
1994-09-26,,,,
1994-10-03,,,,
1994-10-10,,,,
1994-10-17,,,,
1994-10-24,,,,
1994-10-31,,,,
1994-11-07,,,,
1994-11-14,,,,
1994-11-21,,,,
1994-11-28,,,,
1994-12-05,,,,
1994-12-12,,,,
1994-12-19,,,,
1994-12-26,,,,
1995-01-02,,,,
1995-01-09,,,,
1995-01-16,,,,
1995-01-23,,,,
1995-01-30,,,,
1995-02-06,,,,
1995-02-13,,,,
1995-02-20,,,,
1995-02-27,,,,
1995-03-06,,,,
1995-03-13,,,,
1995-03-20,,,,
1995-03-27,,,,
1995-04-03,,,,
1995-04-10,,,,
1995-04-17,,,,
1995-04-24,,,,
1995-05-01,,,,
1995-05-08,,,,
1995-05-15,,,,
1995-05-22,,,,
1995-05-29,,,,
1995-06-05,,,,
1995-06-12,,,,
1995-06-19,,,,
1995-06-26,,,,
1995-07-03,,,,
1995-07-10,,,,
1995-07-17,,,,
1995-07-24,,,,
1995-07-31,,,,
1995-08-07,,,,
1995-08-14,,,,
1995-08-21,,,,
1995-08-28,,,,
1995-09-04,,,,
1995-09-11,,,,
1995-09-18,,,,
1995-09-25,,,,
1995-10-02,,,,
1995-10-09,,,,
1995-10-16,,,,
1995-10-23,,,,
1995-10-30,,,,
1995-11-06,,,,
1995-11-13,,,,
1995-11-20,,,,
1995-11-27,,,,
1995-12-04,,,,
1995-12-11,,,,
1995-12-18,,,,
1995-12-25,,,,
1996-01-01,,,,
1996-01-08,,,,
1996-01-15,,,,
1996-01-22,,,,
1996-01-29,706.56,5.26,,17946.7
1996-02-05,701.04,5.22,,6169.8
1996-02-12,686.32,5.11,,1778.0
1996-02-19,705.64,5.25,,1776.4
1996-02-26,705.64,5.25,,
1996-03-04,784.76,5.84,,4430.1
1996-03-11,717.6,5.34,,8066.7
1996-03-18,721.28,5.37,,2793.5
1996-03-25,736.92,5.49,,5220.8
1996-04-01,723.12,5.38,,3633.1
1996-04-08,715.76,5.33,,3750.3
1996-04-15,717.6,5.34,,3976.8
1996-04-22,853.76,6.36,,20988.2
1996-04-29,966.92,7.2,,22003.1
1996-05-06,1044.2,7.77,9.2,15093.7
1996-05-13,1005.56,7.49,8.8,10625.7
1996-05-20,1113.2,8.29,9.8,10905.7
1996-05-27,967.84,7.21,8.5,4104.4
1996-06-03,1112.28,8.28,9.8,7702.8
1996-06-10,1202.44,8.95,10.5,26374.1
1996-06-17,1093.36,8.14,9.6,9252.6
1996-06-24,1177.99,8.77,10.3,11002.4
1996-07-01,1054.41,7.85,9.2,5266.7
1996-07-08,1394.24,10.38,12.2,21839.2
1996-07-15,1332.45,9.92,11.7,18475.2
1996-07-22,1394.24,10.38,12.2,16078.4
1996-07-29,1504.38,11.2,13.2,21049.4
1996-08-05,1173.96,8.74,10.3,30173.4
1996-08-12,1296.19,9.65,11.4,17811.3
1996-08-19,1235.74,9.2,10.8,8896.2
1996-08-26,1113.51,8.29,9.8,7213.2
1996-09-02,1284.1,9.56,11.2,11049.4
1996-09-09,1336.48,9.95,11.7,14578.3
1996-09-16,1302.9,9.7,11.4,10196.5
1996-09-23,1304.25,9.71,11.4,15185.4
1996-09-30,1360.66,10.13,11.9,5179.0
1996-10-07,1504.38,11.2,13.2,12765.9
1996-10-14,1606.47,11.96,14.1,16409.4
1996-10-21,1551.4,11.55,13.6,15341.8
1996-10-28,1705.86,12.7,14.9,15973.6
1996-11-04,1578.26,11.75,13.8,12866.1
1996-11-11,1677.66,12.49,14.7,12705.0
1996-11-18,1752.88,13.05,15.4,31564.4
1996-11-25,1864.36,13.88,16.3,25799.4
1996-12-02,1762.28,13.12,15.4,8474.2
1996-12-09,2067.18,15.39,18.1,23312.4
1996-12-16,1916.75,14.27,16.8,16205.3
1996-12-23,1726.01,12.85,15.1,13550.3
1996-12-30,1934.21,14.4,16.9,8755.5
1997-01-06,1955.7,14.56,17.1,10285.6
1997-01-13,2063.16,15.36,18.1,7151.4
1997-01-20,2198.82,16.37,19.3,11152.3
1997-01-27,2343.88,17.45,20.5,13725.9
1997-02-03,2310.3,17.2,20.2,6930.8
1997-02-10,2310.3,17.2,20.2,
1997-02-17,2317.02,17.25,20.3,1944.1
1997-02-24,2116.88,15.76,18.5,17162.7
1997-03-03,2186.73,16.28,19.6,19168.8
1997-03-10,2115.54,15.75,19.0,13833.4
1997-03-17,2155.83,16.05,19.3,16614.1
1997-03-24,2115.54,15.75,19.0,10847.3
1997-03-31,2146.43,15.98,19.3,11376.5
1997-04-07,2286.12,17.02,20.5,16268.9
1997-04-14,2370.75,17.65,21.3,22196.1
1997-04-21,2213.59,16.48,19.9,9592.1
1997-04-28,2268.66,16.89,20.3,11862.8
1997-05-05,2252.54,16.77,20.2,5527.4
1997-05-12,2369.4,17.64,21.3,21458.0
1997-05-19,2098.08,15.62,18.8,7905.3
1997-05-26,1852.27,13.79,16.6,3743.1
1997-06-02,1985.25,14.78,17.8,4878.9
1997-06-09,1887.2,14.05,16.9,5798.3
1997-06-16,1899.28,14.14,17.0,2933.0
1997-06-23,1840.18,13.7,16.5,3760.9
1997-06-30,1958.39,14.58,17.6,4894.3
1997-07-07,1719.3,12.8,15.4,4036.9
1997-07-14,1871.08,13.93,16.8,2707.3
1997-07-21,1817.35,13.53,16.3,3824.4
1997-07-28,1746.16,13.0,15.7,3601.0
1997-08-04,1728.7,12.87,15.5,1799.4
1997-08-11,1578.26,11.75,14.2,2681.1
1997-08-18,1347.23,10.03,12.1,2454.4
1997-08-25,1462.74,10.89,13.1,2202.4
1997-09-01,1366.03,10.17,12.3,3448.1
1997-09-08,1454.69,10.83,13.0,2661.5
1997-09-15,1344.54,10.01,12.1,1879.7
1997-09-22,1316.34,9.8,11.8,1165.0
1997-09-29,1407.67,10.48,17.8,3129.7
1997-10-06,1383.5,10.3,17.5,1108.3
1997-10-13,1382.15,10.29,17.4,2600.9
1997-10-20,1503.04,11.19,19.0,3900.8
1997-10-27,1488.27,11.08,18.8,5807.8
1997-11-03,1521.85,11.33,19.2,4764.6
1997-11-10,1568.86,11.68,19.8,10026.7
1997-11-17,1516.47,11.29,19.1,2812.9
1997-11-24,1370.06,10.2,17.3,1610.7
1997-12-01,1349.92,10.05,17.0,1127.5
1997-12-08,1336.48,9.95,16.9,1486.6
1997-12-15,1431.85,10.66,18.1,1933.3
1997-12-22,1348.57,10.04,17.0,1803.5
1997-12-29,1477.52,11.0,18.6,3864.7
1998-01-05,1469.46,10.94,18.5,1591.2
1998-01-12,1605.12,11.95,20.3,7512.7
1998-01-19,1513.79,11.27,19.1,4651.8
1998-01-26,1524.53,11.35,19.2,1943.6
1998-02-02,1524.53,11.35,19.2,
1998-02-09,1583.63,11.79,20.0,1127.8
1998-02-16,1548.71,11.53,19.5,3066.4
1998-02-23,1543.34,11.49,19.5,1788.2
1998-03-02,1380.81,10.28,17.4,1747.7
1998-03-09,1367.38,10.18,17.3,1193.6
1998-03-16,1437.22,10.7,18.1,1771.8
1998-03-23,1348.57,10.04,17.0,1733.3
1998-03-30,1383.5,10.3,17.5,2294.8
1998-04-06,1438.57,10.71,18.2,3437.6
1998-04-13,1394.24,10.38,17.6,4290.7
1998-04-20,1366.03,10.17,17.2,3245.4
1998-04-27,1278.73,9.52,16.1,5736.0
1998-05-04,1202.16,8.95,15.2,8603.8
1998-05-11,1284.1,9.56,16.2,7086.6
1998-05-18,1220.97,9.09,15.4,4815.0
1998-05-25,1357.97,10.11,17.1,6710.4
1998-06-01,1503.04,11.19,79.9,17204.0
1998-06-08,1484.24,11.05,78.9,5091.0
1998-06-15,1516.47,11.29,80.6,5093.2
1998-06-22,1593.03,11.86,84.7,4255.0
1998-06-29,1605.12,11.95,85.4,4773.0
1998-07-06,1523.19,11.34,81.0,2781.0
1998-07-13,1543.34,11.49,82.1,1626.9
1998-07-20,1462.74,10.89,77.8,5842.2
1998-07-27,1392.9,10.37,74.1,1864.2
1998-08-03,1388.87,10.34,73.9,1318.7
1998-08-10,1351.26,10.06,71.9,989.3
1998-08-17,1018.15,7.58,54.1,3571.6
1998-08-24,1082.62,8.06,57.6,2864.0
1998-08-31,1118.89,8.33,59.5,3208.6
1998-09-07,1073.22,7.99,57.1,2595.6
1998-09-14,1270.67,9.46,,5033.3
1998-09-21,1288.13,9.59,,2536.2
1998-09-28,1367.38,10.18,,3222.4
1998-10-05,1289.47,9.6,,1223.2
1998-10-12,1309.62,9.75,,1320.7
1998-10-19,1349.92,10.05,,1521.4
1998-10-26,1392.9,10.37,,2698.9
1998-11-02,1375.44,10.24,,2914.1
1998-11-09,1327.08,9.88,,2472.0
1998-11-16,1239.77,9.23,,4159.6
1998-11-23,1186.05,8.83,,3401.2
1998-11-30,1190.07,8.86,,3511.9
1998-12-07,1074.56,8.0,,2114.4
1998-12-14,995.31,7.41,,1390.0
1998-12-21,1020.83,7.6,,1179.2
1998-12-28,998.0,7.43,,1803.1
1999-01-04,909.35,6.77,,1034.4
1999-01-11,938.9,6.99,,2857.6
1999-01-18,816.67,6.08,,3490.5
1999-01-25,859.65,6.4,,9574.4
1999-02-01,944.27,7.03,,17222.0
1999-02-08,815.32,6.07,,8756.4
1999-02-15,836.81,6.23,,589.8
1999-02-22,836.81,6.23,,
1999-03-01,917.41,6.83,,1094.6
1999-03-08,1067.84,7.95,,14850.0
1999-03-15,1070.53,7.97,,13288.3
1999-03-22,1030.23,7.67,,8140.4
1999-03-29,1101.42,8.2,,6484.8
1999-04-05,1116.2,8.31,,10133.9
1999-04-12,980.54,7.3,,8845.8
1999-04-19,887.85,6.61,,6272.9
1999-04-26,881.14,6.56,,4426.4
1999-05-03,834.13,6.21,,2826.5
1999-05-10,815.32,6.07,,4130.2
1999-05-17,762.94,5.68,,2401.8
1999-05-24,813.98,6.06,,4911.4
1999-05-31,772.34,5.75,,10545.6
1999-06-07,779.06,5.8,,7916.6
1999-06-14,881.14,6.56,,12931.3
1999-06-21,856.96,6.38,,16892.8
1999-06-28,865.02,6.44,,17143.2
1999-07-05,965.76,7.19,,17662.2
1999-07-12,883.83,6.58,,6829.5
1999-07-19,851.59,6.34,,6730.3
1999-07-26,844.87,6.29,,7509.4
1999-08-02,891.88,6.64,,5033.8
1999-08-09,879.8,6.55,,7785.6
1999-08-16,874.42,6.51,,4753.6
1999-08-23,959.04,7.14,,9975.2
1999-08-30,920.09,6.85,,7499.9
1999-09-06,973.82,7.25,,9798.7
1999-09-13,972.48,7.24,,8945.0
1999-09-20,964.42,7.18,,7077.3
1999-09-27,930.84,6.93,,5223.3
1999-10-04,921.43,6.86,,1767.1
1999-10-11,898.6,6.69,,774.1
1999-10-18,850.25,6.33,,1808.7
1999-10-25,854.27,6.36,,2737.9
1999-11-01,832.78,6.2,,2217.4
1999-11-08,843.53,6.28,,1596.4
1999-11-15,815.32,6.07,,1250.9
1999-11-22,873.08,6.5,,4338.9
1999-11-29,851.59,6.34,,3150.0
1999-12-06,882.48,6.57,,2115.1
1999-12-13,834.13,6.21,,2056.0
1999-12-20,882.48,6.57,,6119.4
1999-12-27,779.06,5.8,,5701.4
2000-01-03,792.49,5.9,,1566.8
2000-01-10,826.07,6.15,,5994.8
2000-01-17,737.42,5.49,,5082.4
2000-01-24,682.35,5.08,,5226.8
2000-01-31,691.75,5.15,,4408.2
2000-02-07,691.75,5.15,,
2000-02-14,726.67,5.41,,1821.4
2000-02-21,690.4,5.14,,9012.7
2000-02-28,752.19,5.6,,11375.4
2000-03-06,828.75,6.17,,20962.9
2000-03-13,934.87,6.96,,13620.9
2000-03-20,912.03,6.79,,11729.0
2000-03-27,925.46,6.89,,8538.1
2000-04-03,1050.38,7.82,,12916.4
2000-04-10,984.57,7.33,,7047.2
2000-04-17,934.87,6.96,,12791.3
2000-04-24,922.78,6.87,,5663.9
2000-05-01,850.25,6.33,,4005.1
2000-05-08,812.64,6.05,,1122.6
2000-05-15,867.71,6.46,,3444.5
2000-05-22,877.11,6.53,,1826.5
2000-05-29,870.39,6.48,,3983.4
2000-06-05,918.75,6.84,,4734.6
2000-06-12,998.0,7.43,,7969.5
2000-06-19,878.45,6.54,,7210.3
2000-06-26,826.07,6.15,,5521.4
2000-07-03,820.69,6.11,,2536.0
2000-07-10,803.23,5.98,,2848.4
2000-07-17,828.75,6.17,,4460.5
2000-07-24,843.53,6.28,,3323.0
2000-07-31,964.42,7.18,,9904.3
2000-08-07,940.24,7.0,,7544.3
2000-08-14,961.73,7.16,,8427.2
2000-08-21,1008.74,7.51,,10988.1
2000-08-28,1155.15,8.6,,21884.9
2000-09-04,1075.9,8.01,,23423.4
2000-09-11,1097.39,8.17,,9910.9
2000-09-18,1180.67,8.79,,7345.1
2000-09-25,1092.02,8.13,,18287.4
2000-10-02,1194.1,8.89,,7834.6
2000-10-09,1253.21,9.33,,3557.6
2000-10-16,1313.65,9.78,,23702.2
2000-10-23,1229.03,9.15,,11601.0
2000-10-30,1222.31,9.1,,5535.2
2000-11-06,1145.75,8.53,,6746.8
2000-11-13,1102.77,8.21,,6796.1
2000-11-20,1143.06,8.51,,12916.5
2000-11-27,1101.42,8.2,,6647.9
2000-12-04,1179.33,8.78,,6279.9
2000-12-11,1129.63,8.41,,4600.5
2000-12-18,1102.77,8.21,,9335.2
2000-12-25,995.31,7.41,,7026.7
2001-01-01,938.9,6.99,,5408.1
2001-01-08,898.6,6.69,,8013.0
2001-01-15,945.61,7.04,,5350.0
2001-01-22,932.18,6.94,,2787.3
2001-01-29,932.18,6.94,,
2001-02-05,916.06,6.82,,556.8
2001-02-12,800.55,5.96,,4840.9
2001-02-19,807.26,6.01,,3058.4
2001-02-26,676.97,5.04,,8609.7
2001-03-05,730.7,5.44,,7929.5
2001-03-12,760.25,5.66,,9304.3
2001-03-19,760.25,5.66,,5281.0
2001-03-26,769.65,5.73,,8054.6
2001-04-02,758.91,5.65,,4975.9
2001-04-09,765.62,5.7,,6116.7
2001-04-16,723.98,5.39,,5834.5
2001-04-23,709.21,5.28,,4422.6
2001-04-30,671.6,5.0,,776.0
2001-05-07,671.6,5.0,,
2001-05-14,658.17,4.9,,1723.0
2001-05-21,644.74,4.8,,2078.6
2001-05-28,617.87,4.6,,1598.1
2001-06-04,586.98,4.37,,3601.3
2001-06-11,586.98,4.37,,
2001-06-18,586.98,4.37,,
2001-06-25,586.98,4.37,,
2001-07-02,586.98,4.37,,
2001-07-09,586.98,4.37,,
2001-07-16,586.98,4.37,,
2001-07-23,586.98,4.37,,
2001-07-30,586.98,4.37,,
2001-08-06,586.98,4.37,,
2001-08-13,586.98,4.37,,
2001-08-20,586.98,4.37,,
2001-08-27,586.98,4.37,,
2001-09-03,586.98,4.37,,
2001-09-10,586.98,4.37,,
2001-09-17,586.98,4.37,,
2001-09-24,586.98,4.37,,
2001-10-01,586.98,4.37,,
2001-10-08,586.98,4.37,,
2001-10-15,586.98,4.37,,
2001-10-22,586.98,4.37,,
2001-10-29,586.98,4.37,,
2001-11-05,586.98,4.37,,
2001-11-12,586.98,4.37,,
2001-11-19,586.98,4.37,,
2001-11-26,586.98,4.37,,
2001-12-03,586.98,4.37,,
2001-12-10,586.98,4.37,,
2001-12-17,586.98,4.37,,
2001-12-24,586.98,4.37,,
2001-12-31,586.98,4.37,,
2002-01-07,586.98,4.37,,
2002-01-14,586.98,4.37,,
2002-01-21,586.98,4.37,,
2002-01-28,586.98,4.37,,
2002-02-04,586.98,4.37,,
2002-02-11,586.98,4.37,,
2002-02-18,586.98,4.37,,
2002-02-25,586.98,4.37,,
2002-03-04,586.98,4.37,,
2002-03-11,586.98,4.37,,
2002-03-18,586.98,4.37,,
2002-03-25,586.98,4.37,,
2002-04-01,586.98,4.37,,
2002-04-08,586.98,4.37,,
2002-04-15,586.98,4.37,,
2002-04-22,586.98,4.37,,
2002-04-29,586.98,4.37,,
2002-05-06,586.98,4.37,,
2002-05-13,586.98,4.37,,
2002-05-20,586.98,4.37,,
2002-05-27,586.98,4.37,,
2002-06-03,586.98,4.37,,
2002-06-10,586.98,4.37,,
2002-06-17,586.98,4.37,,
2002-06-24,586.98,4.37,,
2002-07-01,586.98,4.37,,
2002-07-08,586.98,4.37,,
2002-07-15,586.98,4.37,,
2002-07-22,586.98,4.37,,
2002-07-29,586.98,4.37,,
2002-08-05,586.98,4.37,,
2002-08-12,586.98,4.37,,
2002-08-19,586.98,4.37,,
2002-08-26,586.98,4.37,,
2002-09-02,586.98,4.37,,
2002-09-09,586.98,4.37,,
2002-09-16,586.98,4.37,,
2002-09-23,586.98,4.37,,
2002-09-30,586.98,4.37,,
2002-10-07,586.98,4.37,,
2002-10-14,586.98,4.37,,
2002-10-21,586.98,4.37,,
2002-10-28,586.98,4.37,,
2002-11-04,586.98,4.37,,
2002-11-11,586.98,4.37,,
2002-11-18,586.98,4.37,,
2002-11-25,586.98,4.37,,
2002-12-02,586.98,4.37,,
2002-12-09,586.98,4.37,,
2002-12-16,586.98,4.37,,
2002-12-23,586.98,4.37,,
2002-12-30,586.98,4.37,,
2003-01-06,586.98,4.37,,
2003-01-13,586.98,4.37,,
2003-01-20,586.98,4.37,,
2003-01-27,586.98,4.37,,
2003-02-03,586.98,4.37,,
2003-02-10,586.98,4.37,,
2003-02-17,586.98,4.37,,
2003-02-24,586.98,4.37,,
2003-03-03,586.98,4.37,,
2003-03-10,586.98,4.37,,
2003-03-17,586.98,4.37,,
2003-03-24,586.98,4.37,,
2003-03-31,586.98,4.37,,
2003-04-07,586.98,4.37,,
2003-04-14,586.98,4.37,,
2003-04-21,586.98,4.37,,
2003-04-28,586.98,4.37,,
2003-05-05,586.98,4.37,,
2003-05-12,586.98,4.37,,
2003-05-19,586.98,4.37,,
2003-05-26,586.98,4.37,,
2003-06-02,586.98,4.37,,
2003-06-09,586.98,4.37,,
2003-06-16,586.98,4.37,,
2003-06-23,586.98,4.37,,
2003-06-30,586.98,4.37,,
2003-07-07,586.98,4.37,,
2003-07-14,586.98,4.37,,
2003-07-21,586.98,4.37,,
2003-07-28,586.98,4.37,,
2003-08-04,586.98,4.37,,
2003-08-11,586.98,4.37,,
2003-08-18,586.98,4.37,,
2003-08-25,586.98,4.37,,
2003-09-01,586.98,4.37,,
2003-09-08,586.98,4.37,,
2003-09-15,586.98,4.37,,
2003-09-22,586.98,4.37,,
2003-09-29,586.98,4.37,,
2003-10-06,586.98,4.37,,
2003-10-13,586.98,4.37,,
2003-10-20,586.98,4.37,,
2003-10-27,586.98,4.37,,
2003-11-03,586.98,4.37,,
2003-11-10,586.98,4.37,,
2003-11-17,586.98,4.37,,
2003-11-24,586.98,4.37,,
2003-12-01,586.98,4.37,,
2003-12-08,586.98,4.37,,
2003-12-15,586.98,4.37,,
2003-12-22,586.98,4.37,,
2003-12-29,586.98,4.37,,
2004-01-05,586.98,4.37,,
2004-01-12,586.98,4.37,,
2004-01-19,586.98,4.37,,
2004-01-26,586.98,4.37,,
2004-02-02,586.98,4.37,,
2004-02-09,586.98,4.37,,
2004-02-16,586.98,4.37,,
2004-02-23,586.98,4.37,,
2004-03-01,586.98,4.37,,
2004-03-08,586.98,4.37,,
2004-03-15,586.98,4.37,,
2004-03-22,586.98,4.37,,
2004-03-29,586.98,4.37,,
2004-04-05,586.98,4.37,,
2004-04-12,586.98,4.37,,
2004-04-19,586.98,4.37,,
2004-04-26,586.98,4.37,,
2004-05-03,586.98,4.37,,
2004-05-10,586.98,4.37,,
2004-05-17,586.98,4.37,,
2004-05-24,586.98,4.37,,
2004-05-31,586.98,4.37,,
2004-06-07,586.98,4.37,,
2004-06-14,586.98,4.37,,
2004-06-21,586.98,4.37,,
2004-06-28,586.98,4.37,,
2004-07-05,586.98,4.37,,
2004-07-12,586.98,4.37,,
2004-07-19,586.98,4.37,,
2004-07-26,586.98,4.37,,
2004-08-02,586.98,4.37,,
2004-08-09,586.98,4.37,,
2004-08-16,586.98,4.37,,
2004-08-23,586.98,4.37,,
2004-08-30,586.98,4.37,,
2004-09-06,586.98,4.37,,
2004-09-13,586.98,4.37,,
2004-09-20,586.98,4.37,,
2004-09-27,586.98,4.37,,
2004-10-04,586.98,4.37,,
2004-10-11,586.98,4.37,,
2004-10-18,586.98,4.37,,
2004-10-25,586.98,4.37,,
2004-11-01,586.98,4.37,,
2004-11-08,586.98,4.37,,
2004-11-15,586.98,4.37,,
2004-11-22,586.98,4.37,,
2004-11-29,586.98,4.37,,
2004-12-06,586.98,4.37,,
2004-12-13,586.98,4.37,,
2004-12-20,586.98,4.37,,
2004-12-27,586.98,4.37,,
2005-01-03,586.98,4.37,,
2005-01-10,586.98,4.37,,
2005-01-17,586.98,4.37,,
2005-01-24,586.98,4.37,,
2005-01-31,586.98,4.37,,
2005-02-07,586.98,4.37,,
2005-02-14,586.98,4.37,,
2005-02-21,586.98,4.37,,
2005-02-28,586.98,4.37,,
2005-03-07,586.98,4.37,,
2005-03-14,586.98,4.37,,
2005-03-21,586.98,4.37,,
2005-03-28,586.98,4.37,,
2005-04-04,586.98,4.37,,
2005-04-11,586.98,4.37,,
2005-04-18,586.98,4.37,,
2005-04-25,586.98,4.37,,
2005-05-02,586.98,4.37,,
2005-05-09,586.98,4.37,,
2005-05-16,586.98,4.37,,
2005-05-23,586.98,4.37,,
2005-05-30,586.98,4.37,,
2005-06-06,586.98,4.37,,
2005-06-13,586.98,4.37,,
2005-06-20,586.98,4.37,,
2005-06-27,586.98,4.37,,
2005-07-04,586.98,4.37,,
2005-07-11,586.98,4.37,,
2005-07-18,586.98,4.37,,
2005-07-25,586.98,4.37,,
2005-08-01,586.98,4.37,,
2005-08-08,586.98,4.37,,
2005-08-15,586.98,4.37,,
2005-08-22,586.98,4.37,,
2005-08-29,586.98,4.37,,
2005-09-05,586.98,4.37,,
2005-09-12,586.98,4.37,,
2005-09-19,586.98,4.37,,
2005-09-26,586.98,4.37,,
2005-10-03,586.98,4.37,,
2005-10-10,586.98,4.37,,
2005-10-17,586.98,4.37,,
2005-10-24,586.98,4.37,,
2005-10-31,586.98,4.37,,
2005-11-07,586.98,4.37,,
2005-11-14,586.98,4.37,,
2005-11-21,586.98,4.37,,
2005-11-28,586.98,4.37,,
2005-12-05,586.98,4.37,,
2005-12-12,586.98,4.37,,
2005-12-19,586.98,4.37,,
2005-12-26,586.98,4.37,,
2006-01-02,586.98,4.37,,
2006-01-09,586.98,4.37,,
2006-01-16,586.98,4.37,,
