,MTBV,MV,P,PE,PTBV,VO
1992-07-06,,,,,,
1992-07-13,,,,,,
1992-07-20,,,,,,
1992-07-27,,,,,,
1992-08-03,,,,,,
1992-08-10,,,,,,
1992-08-17,,,,,,
1992-08-24,,,,,,
1992-08-31,,,,,,
1992-09-07,,,,,,
1992-09-14,,,,,,
1992-09-21,,,,,,
1992-09-28,,,,,,
1992-10-05,,,,,,
1992-10-12,,,,,,
1992-10-19,,,,,,
1992-10-26,,,,,,
1992-11-02,,,,,,
1992-11-09,,,,,,
1992-11-16,,,,,,
1992-11-23,,,,,,
1992-11-30,,,,,,
1992-12-07,,,,,,
1992-12-14,,,,,,
1992-12-21,,,,,,
1992-12-28,,,,,,
1993-01-04,,,,,,
1993-01-11,,,,,,
1993-01-18,,,,,,
1993-01-25,,,,,,
1993-02-01,,,,,,
1993-02-08,,,,,,
1993-02-15,,,,,,
1993-02-22,,,,,,
1993-03-01,,,,,,
1993-03-08,,,,,,
1993-03-15,,,,,,
1993-03-22,,,,,,
1993-03-29,,,,,,
1993-04-05,,,,,,
1993-04-12,,,,,,
1993-04-19,,,,,,
1993-04-26,,,,,,
1993-05-03,,,,,,
1993-05-10,,,,,,
1993-05-17,,,,,,
1993-05-24,,,,,,
1993-05-31,,,,,,
1993-06-07,,,,,,
1993-06-14,,,,,,
1993-06-21,,,,,,
1993-06-28,,,,,,
1993-07-05,,,,,,
1993-07-12,,,,,,
1993-07-19,,,,,,
1993-07-26,,,,,,
1993-08-02,,,,,,
1993-08-09,,,,,,
1993-08-16,,,,,,
1993-08-23,,,,,,
1993-08-30,,,,,,
1993-09-06,,,,,,
1993-09-13,,,,,,
1993-09-20,,,,,,
1993-09-27,,,,,,
1993-10-04,,,,,,
1993-10-11,,,,,,
1993-10-18,,,,,,
1993-10-25,,,,,,
1993-11-01,,,,,,
1993-11-08,,,,,,
1993-11-15,,,,,,
1993-11-22,,,,,,
1993-11-29,,,,,,
1993-12-06,,,,,,
1993-12-13,,,,,,
1993-12-20,,,,,,
1993-12-27,,,,,,
1994-01-03,,,,,,
1994-01-10,,,,,,
1994-01-17,,,,,,
1994-01-24,,,,,,
1994-01-31,,,,,,
1994-02-07,,,,,,
1994-02-14,,,,,,
1994-02-21,,,,,,
1994-02-28,,,,,,
1994-03-07,,,,,,
1994-03-14,,,,,,
1994-03-21,,,,,,
1994-03-28,,,,,,
1994-04-04,,,,,,
1994-04-11,,,,,,
1994-04-18,,,,,,
1994-04-25,,,,,,
1994-05-02,,,,,,
1994-05-09,,,,,,
1994-05-16,,,,,,
1994-05-23,,,,,,
1994-05-30,,,,,,
1994-06-06,,,,,,
1994-06-13,,,,,,
1994-06-20,,,,,,
1994-06-27,,,,,,
1994-07-04,,,,,,
1994-07-11,,,,,,
1994-07-18,,,,,,
1994-07-25,,,,,,
1994-08-01,,,,,,
1994-08-08,,,,,,
1994-08-15,,,,,,
1994-08-22,,,,,,
1994-08-29,,,,,,
1994-09-05,,,,,,
1994-09-12,,,,,,
1994-09-19,,,,,,
1994-09-26,,,,,,
1994-10-03,,,,,,
1994-10-10,,,,,,
1994-10-17,,,,,,
1994-10-24,,,,,,
1994-10-31,,,,,,
1994-11-07,,,,,,
1994-11-14,,,,,,
1994-11-21,,,,,,
1994-11-28,,,,,,
1994-12-05,,,,,,
1994-12-12,,,,,,
1994-12-19,,,,,,
1994-12-26,,,,,,
1995-01-02,,,,,,
1995-01-09,,,,,,
1995-01-16,,,,,,
1995-01-23,,,,,,
1995-01-30,,,,,,
1995-02-06,,,,,,
1995-02-13,,,,,,
1995-02-20,,,,,,
1995-02-27,,,,,,
1995-03-06,,,,,,
1995-03-13,,,,,,
1995-03-20,,,,,,
1995-03-27,,,,,,
1995-04-03,,,,,,
1995-04-10,,,,,,
1995-04-17,,,,,,
1995-04-24,,,,,,
1995-05-01,,,,,,
1995-05-08,,,,,,
1995-05-15,,,,,,
1995-05-22,,,,,,
1995-05-29,,,,,,
1995-06-05,,,,,,
1995-06-12,,,,,,
1995-06-19,,,,,,
1995-06-26,,,,,,
1995-07-03,,,,,,
1995-07-10,,,,,,
1995-07-17,,,,,,
1995-07-24,,,,,,
1995-07-31,,,,,,
1995-08-07,,,,,,
1995-08-14,,,,,,
1995-08-21,,,,,,
1995-08-28,,,,,,
1995-09-04,,,,,,
1995-09-11,,,,,,
1995-09-18,,,,,,
1995-09-25,,,,,,
1995-10-02,,,,,,
1995-10-09,,,,,,
1995-10-16,,,,,,
1995-10-23,,,,,,
1995-10-30,,,,,,
1995-11-06,,,,,,
1995-11-13,,,,,,
1995-11-20,,,,,,
1995-11-27,,,,,,
1995-12-04,,,,,,
1995-12-11,,,,,,
1995-12-18,,,,,,
1995-12-25,,,,,,
1996-01-01,,,,,,
1996-01-08,,,,,,
1996-01-15,,,,,,
1996-01-22,,,,,,
1996-01-29,,,,,,
1996-02-05,,,,,,
1996-02-12,,,,,,
1996-02-19,,,,,,
1996-02-26,,,,,,
1996-03-04,,,,,,
1996-03-11,,,,,,
1996-03-18,,,,,,
1996-03-25,,,,,,
1996-04-01,,,,,,
1996-04-08,,,,,,
1996-04-15,,,,,,
1996-04-22,,,,,,
1996-04-29,,,,,,
1996-05-06,,,,,,
1996-05-13,,,,,,
1996-05-20,,,,,,
1996-05-27,,,,,,
1996-06-03,,,,,,
1996-06-10,,,,,,
1996-06-17,,,,,,
1996-06-24,,,,,,
1996-07-01,,,,,,
1996-07-08,,,,,,
1996-07-15,,1132.64,3.92,,,41894.0
1996-07-22,,1144.64,3.96,,,57601.2
1996-07-29,,1312.74,4.54,,,55283.5
1996-08-05,,1480.83,5.12,,,40854.4
1996-08-12,,1669.74,5.78,,,50994.9
1996-08-19,,1648.93,5.71,,,27158.0
1996-08-26,,1568.88,5.43,,,12829.9
1996-09-02,,2197.23,7.6,,,102625.0
1996-09-09,,2197.64,7.61,,,59907.0
1996-09-16,,2156.58,7.46,,,24055.9
1996-09-23,,2083.58,7.21,,,17040.7
1996-09-30,,2174.83,7.53,,,23154.7
1996-10-07,,2179.39,7.54,,,11330.0
1996-10-14,,2229.58,7.72,,,27399.1
1996-10-21,,2281.29,7.89,,,38780.2
1996-10-28,,2256.96,7.81,,,16723.5
1996-11-04,,2241.75,7.76,,,36962.0
1996-11-11,,2304.1,7.97,,,13328.2
1996-11-18,,2608.27,9.03,,,51524.8
1996-11-25,,2463.79,8.53,,,39097.1
1996-12-02,,2355.81,8.15,,,12751.0
1996-12-09,,2631.09,9.11,,,27804.9
1996-12-16,,2322.35,8.04,,,44203.4
1996-12-23,,2190.04,7.58,,,32390.5
1996-12-30,,2278.25,7.88,,,17803.5
1997-01-06,,2054.68,7.11,,,8626.6
1997-01-13,,2144.41,7.42,,,5856.7
1997-01-20,,2197.64,7.61,,,9106.7
1997-01-27,,2267.6,7.85,,,16300.6
1997-02-03,,2304.1,7.97,,,10254.2
1997-02-10,,2304.1,7.97,,,
1997-02-17,,2304.1,7.97,,,1638.5
1997-02-24,,2156.58,7.46,,,11237.0
1997-03-03,,2333.0,8.07,42.6,,12515.2
1997-03-10,,2331.48,8.07,42.6,,14811.9
1997-03-17,,2548.96,8.82,46.6,,31319.0
1997-03-24,,2475.96,8.57,45.2,,19172.0
1997-03-31,,2620.44,9.07,47.9,,30438.0
1997-04-07,,2754.27,9.53,50.3,,22455.7
1997-04-14,,2596.11,8.98,47.4,,23984.8
1997-04-21,,2631.09,9.11,48.1,,12978.0
1997-04-28,,3157.3,10.93,57.7,,33392.5
1997-05-05,,2813.59,9.74,51.4,,32371.6
1997-05-12,,2552.0,8.83,46.6,,56444.2
1997-05-19,,2234.14,7.73,40.8,,15604.1
1997-05-26,,1925.41,6.66,35.2,,8925.7
1997-06-02,,2150.5,7.44,39.3,,6684.3
1997-06-09,,1969.51,6.82,36.0,,7222.2
1997-06-16,,1934.53,6.69,35.3,,4620.2
1997-06-23,,1878.26,6.5,34.3,,4771.4
1997-06-30,,1911.72,6.62,34.9,,7741.1
1997-07-07,,1572.57,5.44,28.7,,2684.9
1997-07-14,,1663.82,5.76,30.4,,3925.2
1997-07-21,,1779.41,6.16,32.5,,5736.8
1997-07-28,,1593.86,5.52,29.1,,4962.7
1997-08-04,,1718.57,5.95,113.0,,2072.9
1997-08-11,,1654.7,5.73,108.8,,2360.8
1997-08-18,,1520.86,5.26,100.0,,2697.8
1997-08-25,,2045.56,7.08,134.5,,21924.5
1997-09-01,,2063.81,7.14,135.7,,6627.3
1997-09-08,,2319.31,8.03,152.5,,7994.7
1997-09-15,,2112.47,7.31,138.9,,7526.2
1997-09-22,,1996.89,6.91,131.3,,2425.2
1997-09-29,,1983.2,6.86,130.4,,2942.7
1997-10-06,,1972.56,6.83,129.7,,373.8
1997-10-13,,2249.35,7.78,147.9,,2924.7
1997-10-20,,2279.77,7.89,149.9,,11384.7
1997-10-27,,2565.69,8.88,168.7,,24650.6
1997-11-03,,2784.69,9.64,183.1,,28601.7
1997-11-10,,2638.22,9.13,175.6,,17777.0
1997-11-17,,2485.07,8.6,165.4,,7637.9
1997-11-24,,2450.4,8.48,163.1,,7507.5
1997-12-01,,2424.39,8.39,161.3,,2485.5
1997-12-08,,2739.36,9.48,182.3,,27259.0
1997-12-15,,2568.87,8.89,171.0,,21378.9
1997-12-22,,2329.03,8.06,155.0,,11149.3
1997-12-29,,2369.49,8.2,157.7,,8843.2
1998-01-05,,2277.02,7.88,151.5,,3915.7
1998-01-12,,2531.31,8.76,168.5,,14026.6
1998-01-19,,2320.36,8.03,154.4,,7165.0
1998-01-26,,2317.47,8.02,154.2,,2519.8
1998-02-02,,2317.47,8.02,154.2,,
1998-02-09,,2421.5,8.38,161.2,,931.8
1998-02-16,,2404.16,8.32,160.0,,5269.1
1998-02-23,,2427.28,8.4,161.5,,8321.3
1998-03-02,,2285.69,7.91,152.1,,3063.5
1998-03-09,,2256.79,7.81,150.2,,2453.3
1998-03-16,,2120.98,7.34,141.2,,3075.8
1998-03-23,,2103.64,7.28,140.0,,2558.7
1998-03-30,,2207.67,7.64,146.9,,5411.2
1998-04-06,,2259.68,7.82,150.4,,7343.9
1998-04-13,,2343.48,8.11,156.0,,21926.4
1998-04-20,,2225.01,7.7,38.5,,5573.9
1998-04-27,,2253.9,7.8,39.0,,4086.5
1998-05-04,,2360.82,8.17,40.9,,5518.6
1998-05-11,,2626.66,9.09,45.5,,45888.9
1998-05-18,,2658.45,9.2,46.0,,21212.3
1998-05-25,,3077.44,10.65,53.3,,33389.2
1998-06-01,,2843.38,9.84,49.2,,17825.9
1998-06-08,,2866.5,9.92,49.6,,12742.5
1998-06-15,,2606.44,9.02,45.1,,7379.1
1998-06-22,,2641.11,9.14,45.7,,4160.7
1998-06-29,,2513.97,8.7,43.5,,3372.5
1998-07-06,,2268.35,7.85,39.3,,3385.5
1998-07-13,,2314.58,8.01,40.1,,3174.2
1998-07-20,,2181.66,7.55,37.8,,3670.5
1998-07-27,,2282.8,7.9,39.5,,3130.6
1998-08-03,,2222.12,7.69,38.5,,1798.3
1998-08-10,,2094.97,7.25,36.3,,1915.2
1998-08-17,,1678.87,5.81,29.1,,2856.8
1998-08-24,,1858.02,6.43,32.2,,3482.7
1998-08-31,,1751.11,6.06,30.3,,2632.5
1998-09-07,,1843.58,6.38,31.9,,2183.0
1998-09-14,,1985.17,6.87,42.9,,5513.6
1998-09-21,,2005.4,6.94,43.4,,7575.4
1998-09-28,,1936.04,6.7,41.9,,2668.6
1998-10-05,,1907.15,6.6,41.3,,1197.8
1998-10-12,,1999.62,6.92,43.3,,4948.5
1998-10-19,,2080.53,7.2,45.0,,4423.1
1998-10-26,,1846.47,6.39,39.9,,4488.7
1998-11-02,,1872.47,6.48,40.5,,2656.4
1998-11-09,,1930.27,6.68,41.8,,3751.3
1998-11-16,,2077.64,7.19,44.9,,7692.9
1998-11-23,,1927.38,6.67,41.7,,3884.5
1998-11-30,,1947.6,6.74,42.1,,2498.7
1998-12-07,,1800.23,6.23,38.9,,2219.0
1998-12-14,,1791.56,6.2,38.8,,1072.4
1998-12-21,,1699.1,5.88,36.8,,1461.8
1998-12-28,,1730.88,5.99,37.4,,1073.3
1999-01-04,,1690.43,5.85,36.6,,897.9
1999-01-11,,1730.88,5.99,37.4,,975.1
1999-01-18,,1488.15,5.15,32.2,,1909.2
1999-01-25,,1548.84,5.36,33.5,,1827.7
1999-02-01,,1597.96,5.53,34.6,,1976.9
1999-02-08,,1415.91,4.9,30.6,,1440.9
1999-02-15,,1436.14,4.97,31.1,,183.7
1999-02-22,,1436.14,4.97,31.1,,
1999-03-01,,1488.15,5.15,32.2,,197.5
1999-03-08,,1586.4,5.49,34.3,,2151.6
1999-03-15,,1875.36,6.49,40.6,,11420.9
1999-03-22,,1875.36,6.49,40.6,,7796.7
1999-03-29,,1843.58,6.38,39.9,,3204.4
1999-04-05,,1910.04,6.61,41.3,,5210.1
1999-04-12,,1803.12,6.24,39.0,,4485.6
1999-04-19,,1707.76,5.91,36.9,,3121.2
1999-04-26,,1858.02,6.43,40.2,,4679.7
1999-05-03,,1782.89,6.17,38.6,,2347.5
1999-05-10,,1742.44,6.03,28.7,,1292.7
1999-05-17,,1540.17,5.33,25.4,,1681.8
1999-05-24,,1699.1,5.88,28.0,,2697.1
1999-05-31,,1719.32,5.95,28.3,,6823.5
1999-06-07,,2034.29,7.04,33.5,,23312.7
1999-06-14,,2089.19,7.23,34.4,,15408.6
1999-06-21,,2210.56,7.65,36.4,,17605.9
1999-06-28,,2251.01,7.79,37.1,,23067.8
1999-07-05,,2129.65,7.37,35.1,,18143.8
1999-07-12,,2184.55,7.56,36.0,,11942.3
1999-07-19,,2066.08,7.15,34.0,,12886.4
1999-07-26,,2386.82,8.26,39.3,,34933.7
1999-08-02,,2355.04,8.15,38.8,,16859.8
1999-08-09,,2352.15,8.14,38.8,,9414.3
1999-08-16,,2089.19,7.23,34.4,,7094.8
1999-08-23,,2135.43,7.39,35.2,,4718.1
1999-08-30,,2077.64,7.19,34.2,,3695.9
1999-09-06,,2210.56,7.65,36.4,,4228.8
1999-09-13,,2346.37,8.12,38.7,,8818.2
1999-09-20,,2311.7,8.0,33.3,,8905.1
1999-09-27,,2210.56,7.65,31.9,,3031.2
1999-10-04,,2199.0,7.61,31.7,,1320.3
1999-10-11,,2123.87,7.35,30.6,,771.5
1999-10-18,,2045.85,7.08,29.5,,1882.7
1999-10-25,,1938.93,6.71,28.0,,2131.3
1999-11-01,,1933.16,6.69,27.9,,2773.4
1999-11-08,,1921.6,6.65,27.7,,1836.5
1999-11-15,,1950.49,6.75,28.1,,2560.1
1999-11-22,,1921.6,6.65,27.7,,2778.9
1999-11-29,,1869.58,6.47,27.0,,1237.2
1999-12-06,,1829.13,6.33,26.4,,1234.2
1999-12-13,,1765.56,6.11,25.5,,1734.1
1999-12-20,,1751.11,6.06,25.3,,1381.1
1999-12-27,,1661.53,5.75,24.0,,870.7
2000-01-03,5.32,1710.65,5.92,24.7,5.32,725.3
2000-01-10,5.89,1895.59,6.56,27.3,5.89,8424.6
2000-01-17,5.4,1736.66,6.01,25.0,5.4,3405.3
2000-01-24,5.28,1699.1,5.88,24.5,5.28,4051.1
2000-01-31,5.41,1739.55,6.02,25.1,5.41,5355.0
2000-02-07,5.41,1739.55,6.02,25.1,5.41,
2000-02-14,5.95,1912.93,6.62,27.6,5.95,2919.6
2000-02-21,6.31,2028.51,7.02,29.3,6.31,20992.3
2000-02-28,6.03,1938.93,6.71,28.0,6.03,7095.4
2000-03-06,5.86,1884.03,6.52,27.2,5.86,7641.4
2000-03-13,5.91,1901.37,6.58,27.4,5.91,5051.0
2000-03-20,6.32,2034.29,7.04,29.3,6.32,11198.9
2000-03-27,6.61,2126.76,7.36,30.7,6.61,17682.4
2000-04-03,6.94,2230.79,7.72,32.2,6.94,22011.4
2000-04-10,6.97,2242.34,7.76,32.3,6.97,16960.2
2000-04-17,6.76,2172.99,7.52,31.3,6.76,26380.5
2000-04-24,6.77,2178.77,7.54,31.4,6.77,7938.4
2000-05-01,6.58,2115.2,7.32,30.5,6.58,4044.5
2000-05-08,6.47,2080.53,7.2,30.0,6.47,865.9
2000-05-15,5.89,1895.59,6.56,27.3,5.89,4019.7
2000-05-22,6.4,2057.41,7.12,29.7,6.4,4784.2
2000-05-29,6.67,2146.99,7.43,31.0,6.67,8094.3
2000-06-05,6.6,2123.87,7.35,30.6,6.6,7915.6
2000-06-12,7.33,2357.93,8.16,34.0,7.33,21515.4
2000-06-19,6.88,2213.45,7.66,31.9,6.88,18258.2
2000-06-26,7.11,2285.69,7.91,33.0,7.11,6703.8
2000-07-03,6.97,2242.34,7.76,32.3,6.97,5873.1
2000-07-10,7.62,2450.4,8.48,35.3,7.62,13602.3
2000-07-17,7.28,2340.59,8.1,33.8,7.28,15103.3
2000-07-24,7.73,2485.07,8.6,35.8,7.73,10885.3
2000-07-31,8.17,2626.66,9.09,37.9,8.17,38556.6
2000-08-07,7.72,2482.18,8.59,35.8,7.72,16030.9
2000-08-14,7.93,2551.53,8.83,36.8,7.93,10999.2
2000-08-21,8.35,2687.34,9.3,38.8,8.35,16181.4
2000-08-28,8.63,2776.92,9.61,40.0,8.63,28113.7
2000-09-04,8.17,2629.55,9.1,37.9,8.17,16162.1
2000-09-11,8.42,2707.57,9.37,39.0,8.42,9889.2
2000-09-18,8.24,2649.78,9.17,38.2,8.24,16462.9
2000-09-25,7.56,2433.06,8.42,35.1,7.56,12809.2
2000-10-02,7.47,2401.27,8.31,34.6,7.47,4637.6
2000-10-09,7.59,2441.73,8.45,35.2,7.59,879.0
2000-10-16,7.52,2418.61,8.37,34.9,7.52,5423.4
2000-10-23,7.45,2395.49,8.29,34.5,7.45,4468.5
2000-10-30,7.74,2490.85,8.62,35.9,7.74,5573.7
2000-11-06,7.51,2415.72,8.36,34.8,7.51,4001.3
2000-11-13,7.83,2519.75,8.72,36.3,7.83,5827.7
2000-11-20,8.26,2655.56,9.19,38.3,8.26,10177.8
2000-11-27,7.95,2557.31,8.85,36.9,7.95,10369.8
2000-12-04,8.29,2667.12,9.23,38.5,8.29,6073.0
2000-12-11,7.64,2459.07,8.51,35.5,7.64,5655.1
2000-12-18,7.73,2487.96,8.61,35.9,7.73,3350.4
2000-12-25,7.52,2418.61,8.37,34.9,7.52,3679.3
2001-01-01,16.44,2418.61,8.37,34.9,16.44,2539.5
2001-01-08,16.72,2459.07,8.51,35.5,16.72,3948.9
2001-01-15,17.25,2537.09,8.78,36.6,17.25,5573.2
2001-01-22,17.39,2557.31,8.85,36.9,17.39,4997.7
2001-01-29,17.39,2557.31,8.85,36.9,17.39,
2001-02-05,17.01,2502.41,8.66,36.1,17.01,750.5
2001-02-12,18.02,2649.78,9.17,38.2,18.02,10370.4
2001-02-19,18.31,2693.12,9.32,38.8,18.31,11765.4
2001-02-26,17.37,2554.42,8.84,36.8,17.37,8975.6
2001-03-05,17.39,2557.31,8.85,36.9,17.39,6203.7
2001-03-12,17.86,2626.66,9.09,37.9,17.86,5954.9
2001-03-19,17.49,2571.76,8.9,37.1,17.49,4133.6
2001-03-26,18.17,2672.9,9.25,38.5,18.17,10266.8
2001-04-02,18.9,2779.81,9.62,40.1,18.9,16048.1
2001-04-09,18.53,2724.91,9.43,39.3,18.53,8440.9
2001-04-16,19.98,2938.74,10.17,,19.98,21210.4
2001-04-23,19.06,2802.93,9.7,,19.06,11005.1
2001-04-30,18.47,2716.24,9.4,,18.47,6681.4
2001-05-07,18.47,2716.24,9.4,,18.47,
2001-05-14,18.96,2788.48,9.65,,18.96,4039.8
2001-05-21,19.41,2854.94,9.88,,19.41,5958.3
2001-05-28,20.18,2967.64,10.27,,20.18,16558.6
2001-06-04,21.2,3117.9,10.79,,21.2,8386.9
2001-06-11,20.24,2976.31,10.3,,20.24,8912.3
2001-06-18,20.67,3039.88,10.52,,20.67,8752.2
2001-06-25,27.17,3996.34,13.83,,27.17,87843.0
2001-07-02,27.17,3996.34,13.83,,27.17,45919.9
2001-07-09,26.58,3909.65,13.53,,26.58,37832.2
2001-07-16,25.4,3736.28,12.93,,25.4,76336.8
2001-07-23,22.38,3291.27,11.39,,22.38,31677.8
2001-07-30,20.16,2964.75,10.26,,20.16,14677.9
2001-08-06,18.35,2698.9,9.34,,18.35,11581.8
2001-08-13,19.51,2869.39,9.93,,19.51,12108.6
2001-08-20,19.59,2880.95,9.97,,19.59,7687.3
2001-08-27,17.9,2632.44,9.11,,17.9,5014.5
2001-09-03,17.13,2519.75,8.72,,17.13,3890.1
2001-09-10,18.21,2678.68,9.27,,18.21,6660.3
2001-09-17,16.17,2378.16,8.23,,16.17,5990.5
2001-09-24,15.76,2317.47,8.02,,15.76,3596.4
2001-10-01,15.27,2245.23,7.77,,15.27,2697.2
2001-10-08,14.66,2155.66,7.46,,14.66,506.2
2001-10-15,15.7,2308.81,7.99,,15.7,7394.8
2001-10-22,13.01,1912.93,6.62,,13.01,4245.8
2001-10-29,15.21,2236.56,7.74,,15.21,10355.1
2001-11-05,15.83,2329.03,8.06,,15.83,8850.6
2001-11-12,14.87,2187.44,7.57,,14.87,4877.6
2001-11-19,14.64,2152.77,7.45,,14.64,3194.1
2001-11-26,15.01,2207.67,7.64,,15.01,5077.7
2001-12-03,16.21,2383.94,8.25,,16.21,7689.8
2001-12-10,15.36,2259.68,7.82,,15.36,6813.3
2001-12-17,14.26,2097.86,7.26,,14.26,2861.8
2001-12-24,13.32,1959.16,6.78,,13.32,2984.0
2001-12-31,13.01,1912.93,6.62,,13.01,2740.3
2002-01-07,-64.35,1780.01,6.16,,-64.35,662.1
2002-01-14,-55.47,1534.39,5.31,,-55.47,3514.0
2002-01-21,-43.45,1202.08,4.16,,-43.46,4349.1
2002-01-28,-50.56,1398.58,4.84,,-50.56,20015.2
2002-02-04,-63.93,1768.45,6.12,,-63.93,38436.1
2002-02-11,-60.38,1670.2,5.78,,-60.38,13941.5
2002-02-18,-60.38,1670.2,5.78,,-60.38,
2002-02-25,-61.94,1713.54,5.93,,-61.95,3155.8
2002-03-04,-64.97,1797.34,6.22,,-64.97,18793.4
2002-03-11,-74.9,2071.86,7.17,,-74.9,28085.5
2002-03-18,-69.26,1915.82,6.63,,-69.26,18191.7
2002-03-25,-69.99,1936.04,6.7,,-69.99,8805.7
2002-04-01,-82.21,2274.13,7.87,,-82.21,34678.0
2002-04-08,-80.33,2222.12,7.69,,-80.33,53002.6
2002-04-15,-81.69,2259.68,7.82,,-81.69,22118.9
2002-04-22,-73.22,2025.62,7.01,,-73.23,14148.8
2002-04-29,-74.27,2054.52,7.11,,-74.27,9031.6
2002-05-06,-75.42,2086.3,7.22,,-75.42,6085.3
2002-05-13,-74.9,2071.86,7.17,,-74.9,9707.5
2002-05-20,-69.26,1915.82,6.63,,-69.26,9509.8
2002-05-27,-69.78,1930.27,6.68,,-69.78,9318.1
2002-06-03,-64.87,1794.45,6.21,,-64.87,6620.7
2002-06-10,-63.61,1759.78,6.09,,-63.62,9959.2
2002-06-17,-60.79,1681.76,5.82,,-60.8,5209.3
2002-06-24,-68.84,1904.26,6.59,,-68.84,11593.3
2002-07-01,-66.54,1840.69,6.37,,-66.54,13835.8
2002-07-08,-66.54,1840.69,6.37,,-66.54,6276.7
2002-07-15,-67.9,1878.25,6.5,,-67.9,8849.7
2002-07-22,-67.58,1869.58,6.47,,-67.59,8300.7
2002-07-29,-64.55,1785.78,6.18,,-64.56,6515.9
2002-08-05,-65.29,1806.01,6.25,,-65.29,2761.4
2002-08-12,-63.61,1759.78,6.09,,-63.62,2834.0
2002-08-19,-62.88,1739.55,6.02,,-62.89,1783.3
2002-08-26,-63.09,1745.33,6.04,,-63.09,3856.1
2002-09-02,-65.81,1820.46,6.3,,-65.81,11636.4
2002-09-09,-61.11,1690.43,5.85,,-61.11,6137.9
2002-09-16,-60.59,1675.98,5.8,,-60.59,3069.0
2002-09-23,-55.36,1531.5,5.3,,-55.36,6160.7
2002-09-30,-53.27,1473.71,5.1,,-53.27,5211.3
2002-10-07,-53.27,1473.71,5.1,,-53.27,
2002-10-14,-55.26,1528.61,5.29,,-55.26,4999.9
2002-10-21,-54.32,1502.6,5.2,,-54.32,4243.5
2002-10-28,-53.48,1479.48,5.12,,-53.48,13972.8
2002-11-04,-53.8,1488.15,5.15,,-53.8,4883.0
