,MTBV,MV,P,PE,PTBV,VO
1992-07-06,,,,,,
1992-07-13,,,,,,
1992-07-20,,,,,,
1992-07-27,,,,,,
1992-08-03,,,,,,
1992-08-10,,,,,,
1992-08-17,,,,,,
1992-08-24,,,,,,
1992-08-31,,,,,,
1992-09-07,,,,,,
1992-09-14,,,,,,
1992-09-21,,,,,,
1992-09-28,,,,,,
1992-10-05,,,,,,
1992-10-12,,,,,,
1992-10-19,,,,,,
1992-10-26,,,,,,
1992-11-02,,,,,,
1992-11-09,,,,,,
1992-11-16,,,,,,
1992-11-23,,,,,,
1992-11-30,,,,,,
1992-12-07,,,,,,
1992-12-14,,,,,,
1992-12-21,,,,,,
1992-12-28,,,,,,
1993-01-04,,,,,,
1993-01-11,,1329.56,7.96,,,7671.4
1993-01-18,,1381.88,8.27,,,5101.1
1993-01-25,,1488.25,8.91,,,9034.5
1993-02-01,,1633.21,9.78,,,6192.6
1993-02-08,,1703.55,10.2,,,8470.6
1993-02-15,,1981.47,11.86,,,9380.4
1993-02-22,,1801.34,10.79,,,5848.8
1993-03-01,,1475.38,8.83,,,5041.2
1993-03-08,,1355.29,8.12,,,4028.7
1993-03-15,,1325.27,7.94,,,3352.7
1993-03-22,,1200.89,7.19,,,1714.1
1993-03-29,,1114.26,6.67,,,1683.4
1993-04-05,,1106.54,6.63,51.6,,771.0
1993-04-12,,1441.07,8.63,67.2,,6475.3
1993-04-19,,1509.69,9.04,70.4,,3809.1
1993-04-26,,1659.8,9.94,77.4,,3951.0
1993-05-03,,1767.03,10.58,82.4,,6681.9
1993-05-10,,1740.43,10.42,81.2,,4712.3
1993-05-17,,1413.39,11.18,87.2,,2744.4
1993-05-24,,1206.55,9.55,74.5,,1117.8
1993-05-31,,1136.46,8.99,70.1,,1001.1
1993-06-07,,1275.5,10.09,78.7,,3428.3
1993-06-14,,1206.55,9.55,74.5,,2224.6
1993-06-21,,1160.59,9.18,71.6,,550.1
1993-06-28,,1172.08,9.27,72.3,,358.9
1993-07-05,,1149.1,9.09,70.9,,529.3
1993-07-12,,1028.44,8.14,63.5,,620.0
1993-07-19,,981.33,7.76,60.6,,347.9
1993-07-26,,930.77,7.36,57.4,,256.3
1993-08-02,,1020.4,8.07,63.0,,832.9
1993-08-09,,1089.35,8.62,67.2,,660.7
1993-08-16,,1286.99,10.18,79.4,,2972.9
1993-08-23,,1091.64,8.64,67.4,,2040.3
1993-08-30,,1103.14,8.73,68.1,,918.4
1993-09-06,,1205.41,9.54,74.4,,834.0
1993-09-13,,1107.73,8.76,68.4,,961.8
1993-09-20,,1115.78,8.83,68.9,,264.9
1993-09-27,,1151.4,9.11,71.1,,738.5
1993-10-04,,1215.75,9.62,44.1,,1282.3
1993-10-11,,1166.34,9.23,42.3,,1403.5
1993-10-18,,1108.88,8.77,40.2,,472.1
1993-10-25,,1074.41,8.5,39.0,,581.6
1993-11-01,,1107.73,8.76,40.2,,692.6
1993-11-08,,1114.63,8.82,40.4,,404.9
1993-11-15,,1177.83,9.32,42.7,,1145.3
1993-11-22,,1258.26,9.95,45.6,,3611.5
1993-11-29,,1401.9,11.09,50.8,,5062.9
1993-12-06,,1343.3,10.63,48.7,,3668.1
1993-12-13,,1276.65,10.1,46.3,,4978.4
1993-12-20,,997.42,7.89,36.2,,1449.9
1993-12-27,,1051.43,8.32,38.1,,1027.5
1994-01-03,,1034.19,8.18,37.5,,510.9
1994-01-10,,1155.99,9.15,41.9,,1154.1
1994-01-17,,1108.88,8.77,40.2,,1339.6
1994-01-24,,1089.35,8.62,39.5,,695.5
1994-01-31,,1021.55,8.08,37.0,,329.9
1994-02-07,,1061.77,8.4,38.5,,298.9
1994-02-14,,1034.19,8.18,37.5,,56.1
1994-02-21,,995.12,7.87,36.1,,141.2
1994-02-28,,999.72,7.91,36.3,,301.0
1994-03-07,,867.57,6.86,31.5,,432.0
1994-03-14,,1029.59,8.15,37.3,,1352.0
1994-03-21,,910.09,7.2,33.0,,2099.8
1994-03-28,,919.28,7.27,33.3,,1883.5
1994-04-04,,937.67,7.42,34.0,,5791.2
1994-04-11,,896.3,7.09,32.5,,636.5
1994-04-18,,850.33,6.73,30.8,,1671.4
1994-04-25,,769.9,6.09,27.9,,1411.1
1994-05-02,,804.37,6.36,29.2,,1900.8
1994-05-09,,718.19,5.68,26.0,,653.1
1994-05-16,,741.17,5.86,26.9,,529.1
1994-05-23,,756.11,5.98,27.4,,1122.9
1994-05-30,,680.27,5.38,24.7,,389.9
1994-06-06,,698.65,5.53,25.3,,476.3
1994-06-13,,649.24,5.14,23.5,,356.9
1994-06-20,,711.29,5.63,25.8,,1732.6
1994-06-27,,692.91,5.48,25.1,,1159.0
1994-07-04,,674.52,5.34,24.5,,381.9
1994-07-11,,688.31,5.45,25.0,,572.0
1994-07-18,,620.51,4.91,22.5,,432.4
1994-07-25,,625.11,4.95,22.7,,1668.8
1994-08-01,,695.21,5.5,25.2,,4571.5
1994-08-08,,1181.27,9.35,42.8,,13526.9
1994-08-15,,1068.66,8.45,38.8,,15219.3
1994-08-22,,1260.56,9.97,45.7,,12124.5
1994-08-29,,1178.98,9.33,42.8,,10902.3
1994-09-05,,1585.76,12.55,57.5,,14149.6
1994-09-12,,1815.58,14.36,65.8,,16840.1
1994-09-19,,1643.21,13.0,59.6,,9931.0
1994-09-26,,1622.53,12.84,58.8,,5719.0
1994-10-03,,1382.37,10.94,30.1,,4795.1
1994-10-10,,1244.48,9.85,27.1,,8160.9
1994-10-17,,1103.14,8.73,24.0,,5106.7
1994-10-24,,1516.81,12.0,33.0,,10928.6
1994-10-31,,1241.03,9.82,27.0,,9556.5
1994-11-07,,1384.67,10.95,30.1,,9316.2
1994-11-14,,1503.02,11.89,32.7,,10799.4
1994-11-21,,1393.86,11.03,30.3,,2996.3
1994-11-28,,1380.07,10.92,30.0,,972.7
1994-12-05,,1338.7,10.59,29.1,,598.5
1994-12-12,,1224.94,9.69,26.7,,630.6
1994-12-19,,1309.97,10.36,28.5,,1736.6
1994-12-26,,1344.45,10.64,29.3,,2431.4
1995-01-02,5.13,1321.46,10.45,28.8,5.04,2003.9
1995-01-09,4.92,1267.46,10.03,27.6,4.83,459.1
1995-01-16,4.46,1147.95,9.08,25.0,4.38,1542.4
1995-01-23,4.12,1060.62,8.39,23.1,4.04,600.6
1995-01-30,4.2,1081.3,8.55,23.5,4.12,330.3
1995-02-06,3.97,1022.7,8.09,22.3,3.9,114.6
1995-02-13,3.94,1013.51,8.02,22.1,3.86,345.4
1995-02-20,3.73,960.65,7.6,20.9,3.66,250.3
1995-02-27,4.02,1034.19,8.18,22.5,3.94,1518.0
1995-03-06,4.5,1158.29,9.16,25.2,4.42,1370.5
1995-03-13,4.17,1074.41,8.5,23.4,4.1,2979.7
1995-03-20,4.15,1068.66,8.45,23.3,4.07,1110.0
1995-03-27,4.54,1167.49,9.24,25.4,4.45,2859.3
1995-04-03,4.44,1143.35,9.05,22.6,4.36,1403.4
1995-04-10,4.46,1149.1,9.09,22.7,4.38,749.4
1995-04-17,4.16,1072.11,8.48,21.2,4.09,888.4
1995-04-24,4.09,1052.58,8.33,20.8,4.01,551.4
1995-05-01,3.82,982.48,7.77,19.4,3.75,690.7
1995-05-08,3.69,949.16,7.51,18.8,3.62,286.5
1995-05-15,3.74,962.95,7.62,19.0,3.67,305.4
1995-05-22,6.29,1620.23,12.82,32.0,6.18,7967.2
1995-05-29,4.64,1195.06,9.45,23.6,4.56,4794.4
1995-06-05,4.51,1160.59,9.18,23.0,4.42,1070.0
1995-06-12,4.46,1149.1,9.09,22.7,4.38,766.6
1995-06-19,4.07,1047.98,8.29,20.7,4.0,658.3
1995-06-26,4.13,1064.07,8.42,21.0,4.06,271.0
1995-07-03,3.83,985.93,7.8,19.5,3.76,362.1
1995-07-10,4.1,1056.02,8.35,20.9,4.03,751.8
1995-07-17,4.22,1085.9,8.59,21.5,4.14,566.1
1995-07-24,4.11,1057.17,8.36,20.9,4.03,711.6
1995-07-31,4.07,1047.98,8.29,20.7,4.0,403.3
1995-08-07,4.16,1070.96,8.47,21.2,4.08,995.2
1995-08-14,4.42,1137.61,9.0,22.5,4.34,936.7
1995-08-21,4.15,1068.66,8.45,21.1,4.07,1521.3
1995-08-28,3.94,1014.66,8.03,20.1,3.87,701.7
1995-09-04,3.93,1011.21,8.0,20.0,3.86,354.9
1995-09-11,3.97,1021.55,8.08,20.2,3.89,508.3
1995-09-18,3.82,982.48,7.77,19.4,3.75,463.0
1995-09-25,3.73,959.5,7.59,19.0,3.66,279.5
1995-10-02,3.65,939.96,7.44,18.6,3.58,244.7
1995-10-09,3.57,919.28,7.27,18.2,3.5,167.6
1995-10-16,3.57,919.28,7.27,18.2,3.5,328.8
1995-10-23,3.71,953.75,7.55,18.9,3.64,568.0
1995-10-30,3.62,933.07,7.38,18.5,3.56,962.5
1995-11-06,3.75,965.24,7.64,19.1,3.68,230.2
1995-11-13,3.6,926.17,7.33,18.3,3.53,232.1
1995-11-20,3.57,919.28,7.27,18.2,3.5,163.6
1995-11-27,3.61,928.47,7.35,18.4,3.54,233.0
1995-12-04,3.46,890.55,7.05,17.6,3.4,342.8
1995-12-11,3.41,876.76,6.94,17.3,3.34,115.1
1995-12-18,3.26,838.84,6.64,16.6,3.2,162.2
1995-12-25,3.14,808.97,6.4,16.0,3.08,98.5
1996-01-01,2.93,779.09,6.16,15.4,2.93,119.6
1996-01-08,2.8,743.47,5.88,14.7,2.8,135.3
1996-01-15,2.79,741.17,5.86,14.7,2.79,135.3
1996-01-22,2.59,689.46,5.45,13.6,2.59,271.5
1996-01-29,2.63,699.8,5.54,13.8,2.63,122.0
1996-02-05,2.61,692.91,5.48,13.7,2.61,75.9
1996-02-12,2.61,695.21,5.5,13.8,2.61,83.4
1996-02-19,2.77,735.42,5.82,14.5,2.77,165.2
1996-02-26,2.77,735.42,5.82,14.5,2.77,
1996-03-04,3.03,806.67,6.38,16.0,3.03,152.3
1996-03-11,2.83,753.81,5.96,14.9,2.83,351.7
1996-03-18,2.83,751.51,5.95,14.9,2.83,120.6
1996-03-25,2.83,752.66,5.95,14.9,2.83,73.7
1996-04-01,2.83,751.51,5.95,50.3,2.83,195.5
1996-04-08,2.99,794.03,6.28,53.2,2.99,442.9
1996-04-15,2.96,785.98,6.22,52.6,2.96,362.1
1996-04-22,3.09,821.61,6.5,55.0,3.09,834.6
1996-04-29,3.91,1039.94,8.23,69.6,3.91,2790.9
1996-05-06,3.33,884.81,7.0,59.2,3.33,1040.9
1996-05-13,3.24,861.82,6.82,57.7,3.24,359.8
1996-05-20,3.4,903.19,7.15,60.5,3.4,716.2
1996-05-27,3.07,815.86,6.45,54.6,3.07,340.4
1996-06-03,3.0,797.48,6.31,53.4,3.0,225.1
1996-06-10,3.25,864.12,6.84,57.8,3.25,773.0
1996-06-17,3.04,807.82,6.39,54.1,3.04,590.0
1996-06-24,3.12,828.5,6.55,55.5,3.12,615.8
1996-07-01,2.86,760.93,6.02,51.0,2.86,614.6
1996-07-08,2.75,731.86,5.79,49.1,2.75,933.8
1996-07-15,2.76,733.13,5.8,49.2,2.76,796.7
1996-07-22,3.54,941.69,7.45,63.1,3.54,3166.1
1996-07-29,3.26,865.85,6.85,58.1,3.26,1562.2
1996-08-05,3.2,851.94,6.74,57.1,3.2,600.7
1996-08-12,3.45,917.67,7.26,61.5,3.45,1482.5
1996-08-19,3.09,821.61,6.5,55.1,3.09,657.3
1996-08-26,2.83,752.09,5.95,50.4,2.83,624.7
1996-09-02,2.85,757.14,5.99,50.8,2.85,506.1
1996-09-09,2.75,730.6,5.78,49.0,2.75,443.4
1996-09-16,2.7,719.22,5.69,48.2,2.7,493.9
1996-09-23,2.88,765.99,6.06,51.4,2.88,518.1
1996-09-30,2.82,749.56,5.93,50.3,2.82,728.5
1996-10-07,2.83,752.09,5.95,50.4,2.83,429.3
1996-10-14,3.11,826.66,6.54,55.4,3.11,1408.3
1996-10-21,3.05,811.49,6.42,54.4,3.05,1434.1
1996-10-28,3.66,973.29,7.7,65.3,3.66,4771.1
1996-11-04,3.06,812.76,6.43,54.5,3.06,1922.2
1996-11-11,2.99,793.8,6.28,53.2,2.99,456.2
1996-11-18,3.27,869.64,6.88,58.3,3.27,1048.1
1996-11-25,3.11,827.93,6.55,55.5,3.11,1430.1
1996-12-02,3.78,1004.89,7.95,67.4,3.78,2979.8
1996-12-09,4.25,1131.29,8.95,75.8,4.25,9354.4
1996-12-16,3.2,851.94,6.74,57.1,3.2,3718.1
1996-12-23,2.86,760.93,6.02,51.0,2.86,2066.1
1996-12-30,2.86,760.93,6.02,51.0,2.86,936.3
1997-01-06,3.07,707.85,5.6,47.5,3.07,351.7
1997-01-13,3.23,745.77,5.9,50.0,3.23,391.9
1997-01-20,3.24,748.29,5.92,50.2,3.24,906.9
1997-01-27,3.28,755.88,5.98,50.7,3.28,526.3
1997-02-03,3.36,774.84,6.13,51.9,3.36,789.4
1997-02-10,3.36,774.84,6.13,51.9,3.36,
1997-02-17,3.46,797.59,6.31,53.5,3.46,310.7
1997-02-24,3.74,862.05,6.82,57.8,3.74,4851.1
1997-03-03,3.81,879.75,6.96,174.0,3.81,2065.5
1997-03-10,3.97,916.41,7.25,181.3,3.97,4516.7
1997-03-17,4.05,935.37,7.4,185.0,4.05,3534.7
1997-03-24,3.98,917.67,7.26,181.5,3.98,2244.9
1997-03-31,4.45,1027.64,8.13,203.3,4.45,5121.9
1997-04-07,4.29,989.72,7.83,195.8,4.29,4144.4
1997-04-14,4.77,1100.95,8.71,217.8,4.77,3599.2
1997-04-21,4.93,1137.61,9.0,225.0,4.93,8093.3
1997-04-28,4.25,979.61,7.75,193.8,4.25,3629.4
1997-05-05,4.45,1027.64,8.13,203.3,4.45,1747.5
1997-05-12,4.57,1055.45,8.35,208.8,4.57,3359.0
1997-05-19,3.91,902.5,7.14,178.5,3.91,1322.3
1997-05-26,3.82,881.01,6.97,174.3,3.82,3021.2
1997-06-02,4.02,927.78,7.34,183.5,4.02,780.1
1997-06-09,3.83,884.81,7.0,175.0,3.83,1142.7
1997-06-16,3.72,858.26,6.79,169.8,3.72,473.3
1997-06-23,3.63,836.77,6.62,165.5,3.63,456.0
1997-06-30,3.23,745.77,5.9,147.5,3.23,909.7
1997-07-07,2.75,634.53,5.02,125.5,2.75,570.8
1997-07-14,2.89,666.13,5.27,131.8,2.89,640.8
1997-07-21,3.02,696.47,5.51,137.8,3.02,942.0
1997-07-28,2.9,669.93,5.3,132.5,2.9,516.9
1997-08-04,3.34,769.78,6.09,,3.34,765.8
1997-08-11,3.45,795.06,6.29,,3.45,1772.9
1997-08-18,3.23,744.5,5.89,,3.23,1157.7
1997-08-25,3.28,757.14,5.99,,3.28,599.3
1997-09-01,3.5,806.44,6.38,,3.5,1041.3
1997-09-08,3.62,834.25,6.6,,3.62,1427.0
1997-09-15,3.31,764.73,6.05,,3.31,1236.2
1997-09-22,3.02,697.73,5.52,,3.02,322.5
1997-09-29,2.93,676.25,5.35,,2.93,398.6
1997-10-06,3.0,691.41,5.47,,3.0,92.5
1997-10-13,3.03,699.0,5.53,,3.03,254.8
1997-10-20,3.22,741.97,5.87,,3.22,490.3
1997-10-27,3.17,730.6,5.78,,3.17,625.0
1997-11-03,3.07,707.85,5.6,,3.07,519.5
1997-11-10,3.13,723.01,5.72,,3.13,431.8
1997-11-17,3.16,728.07,5.76,,3.16,608.6
1997-11-24,3.01,695.21,5.5,,3.01,364.9
1997-12-01,3.26,753.35,5.96,,3.26,3299.2
1997-12-08,3.08,711.64,5.63,,3.08,714.1
1997-12-15,3.26,753.35,5.96,,3.26,682.7
1997-12-22,3.22,743.24,5.88,,3.22,874.8
1997-12-29,3.28,757.14,5.99,,3.28,660.5
1998-01-05,3.68,734.39,5.81,,3.68,541.0
1998-01-12,4.14,826.66,6.54,,4.14,4848.4
1998-01-19,3.93,783.69,6.2,,3.93,2778.7
1998-01-26,3.81,760.93,6.02,,3.81,597.4
1998-02-02,3.81,760.93,6.02,,3.81,
1998-02-09,3.91,779.89,6.17,,3.91,200.6
1998-02-16,3.96,790.01,6.25,,3.96,1010.1
1998-02-23,4.28,853.21,6.75,,4.28,2725.7
1998-03-02,4.31,860.79,6.81,,4.31,3062.4
1998-03-09,4.26,849.41,6.72,,4.26,1787.5
1998-03-16,4.0,798.85,6.32,,4.0,1265.0
1998-03-23,4.03,803.91,6.36,,4.03,1010.8
1998-03-30,4.61,920.2,7.28,,4.61,3947.6
1998-04-06,5.23,1042.81,8.25,,5.23,5230.1
1998-04-13,4.65,927.78,7.34,,4.65,4850.0
1998-04-20,4.87,970.76,7.68,,4.87,2638.8
1998-04-27,4.66,929.05,7.35,,4.66,3931.7
1998-05-04,4.31,859.53,6.8,,4.31,2229.2
1998-05-11,4.93,983.4,7.78,,4.93,2998.2
1998-05-18,4.53,903.77,7.15,,4.53,1864.4
1998-05-25,5.42,1081.99,8.56,,5.42,5438.5
1998-06-01,5.38,1074.41,8.5,,5.38,6211.3
1998-06-08,5.74,1145.19,9.06,,5.74,11110.1
1998-06-15,5.75,1147.72,9.08,,5.75,3127.1
1998-06-22,5.44,1085.78,8.59,,5.44,2053.3
1998-06-29,5.52,1102.22,8.72,,5.52,2585.9
1998-07-06,5.0,998.57,7.9,,5.0,1790.0
1998-07-13,5.26,1049.13,8.3,,5.26,1074.6
1998-07-20,4.97,992.25,7.85,,4.97,655.5
1998-07-27,5.26,1049.13,8.3,,5.26,741.5
1998-08-03,5.42,1080.73,8.55,,5.42,876.7
1998-08-10,5.12,1021.32,8.08,,5.12,907.2
1998-08-17,4.56,910.09,7.2,,4.56,854.6
1998-08-24,4.78,954.33,7.55,,4.78,770.3
1998-08-31,5.19,1036.49,8.2,,5.19,1491.8
1998-09-07,5.27,1051.66,8.32,,5.27,911.9
1998-09-14,5.55,1107.27,8.76,,5.55,4297.4
1998-09-21,6.16,1228.62,9.72,,6.16,6205.0
1998-09-28,6.09,1215.98,9.62,,6.09,2333.4
1998-10-05,6.56,1308.25,10.35,,6.56,3399.7
1998-10-12,7.11,1419.48,11.23,,7.11,4220.5
1998-10-19,6.49,1294.35,10.24,,6.49,4812.2
1998-10-26,5.81,1159.1,9.17,,5.81,2852.5
1998-11-02,5.96,1188.17,9.4,,5.96,1923.5
1998-11-09,5.75,1146.46,9.07,,5.75,1676.1
1998-11-16,5.76,1148.98,9.09,,5.76,2157.1
1998-11-23,5.44,1085.78,8.59,,5.44,1359.5
1998-11-30,5.31,1059.24,8.38,,5.31,780.3
1998-12-07,5.11,1018.79,8.06,,5.11,587.5
1998-12-14,4.88,973.29,7.7,,4.88,411.7
1998-12-21,4.73,942.95,7.46,,4.73,412.5
1998-12-28,4.78,954.33,7.55,,4.78,313.2
1999-01-04,,857.0,6.78,,19.83,281.3
1999-01-11,,942.95,7.46,,21.82,701.4
1999-01-18,,790.01,6.25,,18.28,1098.2
1999-01-25,,811.49,6.42,,18.78,486.8
1999-02-01,,832.98,6.59,,19.27,952.0
1999-02-08,,778.63,6.16,,18.02,455.8
1999-02-15,,796.33,6.3,,18.42,47.0
1999-02-22,,796.33,6.3,,18.42,
1999-03-01,,831.72,6.58,,19.24,165.2
1999-03-08,,965.7,7.64,,22.34,3370.0
1999-03-15,,1049.13,8.3,,24.27,3224.2
1999-03-22,,998.57,7.9,,23.1,1627.6
1999-03-29,,1047.86,8.29,,24.24,1138.8
1999-04-05,,1089.58,8.62,,25.21,2484.6
1999-04-12,,1015.0,8.03,,23.48,1914.8
1999-04-19,,910.09,7.2,,21.06,1251.4
1999-04-26,,860.79,6.81,,19.92,759.6
1999-05-03,,844.36,6.68,,19.54,668.4
1999-05-10,,821.61,6.5,,19.01,863.3
1999-05-17,,793.8,6.28,,18.37,395.2
1999-05-24,,896.18,7.09,,20.74,1284.1
1999-05-31,,831.72,6.58,,19.24,2038.7
1999-06-07,,857.0,6.78,,19.83,2156.5
1999-06-14,,940.42,7.44,,21.76,4280.5
1999-06-21,,892.39,7.06,,20.65,4975.3
1999-06-28,,1045.34,8.27,,24.19,6173.3
1999-07-05,,1136.34,8.99,,26.29,9209.2
1999-07-12,,1109.8,8.78,,25.68,2956.9
1999-07-19,,1042.81,8.25,,24.13,1996.8
1999-07-26,,1128.76,8.93,,26.12,1231.5
1999-08-02,,1173.0,9.28,,27.14,3500.6
1999-08-09,,1226.09,9.7,,28.37,2489.9
1999-08-16,,1175.53,9.3,,27.2,941.6
1999-08-23,,1352.49,10.7,,31.29,2971.2
1999-08-30,,1257.69,9.95,,29.1,2940.9
1999-09-06,,1179.32,9.33,,27.29,1253.5
1999-09-13,,1124.97,8.9,,26.03,2254.7
1999-09-20,,1137.61,9.0,,26.32,1521.8
1999-09-27,,1093.37,8.65,,25.3,550.9
1999-10-04,,1094.63,8.66,,25.33,334.1
1999-10-11,,1050.39,8.31,,24.3,159.1
1999-10-18,,1061.77,8.4,,24.57,428.4
1999-10-25,,1051.66,8.32,,24.33,330.5
1999-11-01,,1119.91,8.86,,25.91,1277.0
1999-11-08,,1074.41,8.5,,24.86,586.6
1999-11-15,,1099.69,8.7,,25.44,535.1
1999-11-22,,1128.76,8.93,,26.12,1756.9
1999-11-29,,1112.33,8.8,,25.74,352.2
1999-12-06,,1176.79,9.31,,27.23,2021.8
1999-12-13,,1066.82,8.44,,24.68,864.4
1999-12-20,,1088.31,8.61,,25.18,528.8
1999-12-27,,908.82,7.19,,21.03,761.3
2000-01-03,,897.45,7.1,,20.76,293.6
2000-01-10,,963.18,7.62,,22.29,1815.7
2000-01-17,,792.53,6.27,,18.34,1802.4
2000-01-24,,748.29,5.92,,17.31,2045.9
2000-01-31,,741.97,5.87,,17.17,2753.4
2000-02-07,,741.97,5.87,,17.17,
2000-02-14,,778.63,6.16,,18.02,647.8
2000-02-21,,778.63,6.16,,18.02,3232.8
2000-02-28,,781.16,6.18,,18.07,2260.0
2000-03-06,,997.3,7.89,,23.07,7794.6
2000-03-13,,956.86,7.57,,22.14,4342.1
2000-03-20,,911.35,7.21,,21.09,3060.6
2000-03-27,,998.57,7.9,,23.1,3837.2
2000-04-03,,1193.23,9.44,,27.61,4093.5
2000-04-10,,1122.44,8.88,,25.97,11967.5
2000-04-17,,1056.71,8.36,,24.45,3622.5
2000-04-24,,1031.43,8.16,,23.86,2497.6
2000-05-01,,975.82,7.72,,22.58,1822.8
2000-05-08,,975.82,7.72,,22.58,
2000-05-15,,926.52,7.33,,21.44,2.5
2000-05-22,,879.75,6.96,,20.36,11.3
2000-05-29,,835.51,6.61,,19.33,59.2
2000-06-05,,793.8,6.28,,18.37,99.6
2000-06-12,,754.61,5.97,,17.46,303.9
2000-06-19,,716.69,5.67,,16.58,924.3
2000-06-26,,609.25,4.82,,14.1,392.4
2000-07-03,,581.44,4.6,,13.45,743.4
2000-07-10,,594.08,4.7,,13.75,355.1
2000-07-17,,621.89,4.92,,14.39,291.2
2000-07-24,,653.49,5.17,,15.12,307.3
2000-07-31,,686.36,5.43,,15.88,251.3
2000-08-07,,720.49,5.7,,16.67,344.0
2000-08-14,,757.14,5.99,,17.52,457.5
2000-08-21,,795.06,6.29,,18.4,568.9
2000-08-28,,821.61,6.5,,19.01,260.7
2000-09-04,,777.37,6.15,,17.99,206.6
2000-09-11,,731.86,5.79,,16.93,200.9
2000-09-18,,739.45,5.85,,17.11,238.8
2000-09-25,,739.45,5.85,,17.11,198.2
2000-10-02,,745.77,5.9,,17.25,182.7
2000-10-09,,745.77,5.9,,17.25,
2000-10-16,,783.69,6.2,,18.13,377.4
2000-10-23,,821.61,6.5,,19.01,381.8
2000-10-30,,859.53,6.8,,19.89,458.7
2000-11-06,,897.45,7.1,,20.76,469.0
2000-11-13,,935.37,7.4,,21.64,550.8
2000-11-20,,948.01,7.5,,21.93,511.8
2000-11-27,,910.09,7.2,,21.06,212.2
2000-12-04,,910.09,7.2,,21.06,513.2
2000-12-11,,955.59,7.56,,22.11,785.9
2000-12-18,,1003.62,7.94,,23.22,550.4
2000-12-25,,1033.96,8.18,,23.92,264.9
2001-01-01,,985.93,7.8,,22.81,175.7
2001-01-08,,984.66,7.79,,22.78,164.0
2001-01-15,,973.29,7.7,,22.52,227.0
2001-01-22,,1017.53,8.05,,23.54,698.4
2001-01-29,,1017.53,8.05,,23.54,
2001-02-05,,1017.53,8.05,,23.54,
