,MTBV,MV,P,PE,PTBV,VO
1992-07-06,,,,,,
1992-07-13,,,,,,
1992-07-20,,,,,,
1992-07-27,,,,,,
1992-08-03,,,,,,
1992-08-10,,,,,,
1992-08-17,,,,,,
1992-08-24,,,,,,
1992-08-31,,,,,,
1992-09-07,,,,,,
1992-09-14,,,,,,
1992-09-21,,,,,,
1992-09-28,,,,,,
1992-10-05,,,,,,
1992-10-12,,,,,,
1992-10-19,,,,,,
1992-10-26,,,,,,
1992-11-02,,,,,,
1992-11-09,,,,,,
1992-11-16,,,,,,
1992-11-23,,,,,,
1992-11-30,,,,,,
1992-12-07,,,,,,
1992-12-14,,,,,,
1992-12-21,,,,,,
1992-12-28,,,,,,
1993-01-04,,,,,,
1993-01-11,,,,,,
1993-01-18,,,,,,
1993-01-25,,,,,,
1993-02-01,,,,,,
1993-02-08,,,,,,
1993-02-15,,,,,,
1993-02-22,,,,,,
1993-03-01,,,,,,
1993-03-08,,,,,,
1993-03-15,,,,,,
1993-03-22,,,,,,
1993-03-29,,,,,,
1993-04-05,,,,,,
1993-04-12,,,,,,
1993-04-19,,,,,,
1993-04-26,,,,,,
1993-05-03,,,,,,
1993-05-10,,,,,,
1993-05-17,,,,,,
1993-05-24,,,,,,
1993-05-31,,,,,,
1993-06-07,,,,,,
1993-06-14,,,,,,
1993-06-21,,,,,,
1993-06-28,,,,,,
1993-07-05,,,,,,
1993-07-12,,,,,,
1993-07-19,,,,,,
1993-07-26,,,,,,
1993-08-02,,,,,,
1993-08-09,,,,,,
1993-08-16,,,,,,
1993-08-23,,,,,,
1993-08-30,,,,,,
1993-09-06,,,,,,
1993-09-13,,,,,,
1993-09-20,,,,,,
1993-09-27,,,,,,
1993-10-04,,,,,,
1993-10-11,,,,,,
1993-10-18,,,,,,
1993-10-25,,,,,,
1993-11-01,,,,,,
1993-11-08,,,,,,
1993-11-15,,,,,,
1993-11-22,,,,,,
1993-11-29,,,,,,
1993-12-06,,,,,,
1993-12-13,,,,,,
1993-12-20,,,,,,
1993-12-27,,,,,,
1994-01-03,,,,,,
1994-01-10,,,,,,
1994-01-17,,,,,,
1994-01-24,,,,,,
1994-01-31,,,,,,
1994-02-07,,,,,,
1994-02-14,,,,,,
1994-02-21,,,,,,
1994-02-28,,,,,,
1994-03-07,,,,,,
1994-03-14,,,,,,
1994-03-21,,,,,,
1994-03-28,,,,,,
1994-04-04,,,,,,
1994-04-11,,,,,,
1994-04-18,,,,,,
1994-04-25,,,,,,
1994-05-02,,,,,,
1994-05-09,,,,,,
1994-05-16,,,,,,
1994-05-23,,,,,,
1994-05-30,,,,,,
1994-06-06,,,,,,
1994-06-13,,,,,,
1994-06-20,,,,,,
1994-06-27,,,,,,
1994-07-04,,,,,,
1994-07-11,,,,,,
1994-07-18,,,,,,
1994-07-25,,,,,,
1994-08-01,,,,,,
1994-08-08,,,,,,
1994-08-15,,,,,,
1994-08-22,,,,,,
1994-08-29,,,,,,
1994-09-05,,,,,,
1994-09-12,,,,,,
1994-09-19,,,,,,
1994-09-26,,,,,,
1994-10-03,,,,,,
1994-10-10,,,,,,
1994-10-17,,,,,,
1994-10-24,,,,,,
1994-10-31,,,,,,
1994-11-07,,,,,,
1994-11-14,,,,,,
1994-11-21,,,,,,
1994-11-28,,,,,,
1994-12-05,,,,,,
1994-12-12,,,,,,
1994-12-19,,,,,,
1994-12-26,,,,,,
1995-01-02,,,,,,
1995-01-09,,,,,,
1995-01-16,,,,,,
1995-01-23,,,,,,
1995-01-30,,,,,,
1995-02-06,,,,,,
1995-02-13,,,,,,
1995-02-20,,,,,,
1995-02-27,,,,,,
1995-03-06,,,,,,
1995-03-13,,,,,,
1995-03-20,,,,,,
1995-03-27,,,,,,
1995-04-03,,,,,,
1995-04-10,,,,,,
1995-04-17,,,,,,
1995-04-24,,,,,,
1995-05-01,,,,,,
1995-05-08,,,,,,
1995-05-15,,,,,,
1995-05-22,,,,,,
1995-05-29,,,,,,
1995-06-05,,,,,,
1995-06-12,,,,,,
1995-06-19,,,,,,
1995-06-26,,,,,,
1995-07-03,,,,,,
1995-07-10,,,,,,
1995-07-17,,,,,,
1995-07-24,,,,,,
1995-07-31,,,,,,
1995-08-07,,,,,,
1995-08-14,,,,,,
1995-08-21,,,,,,
1995-08-28,,,,,,
1995-09-04,,,,,,
1995-09-11,,,,,,
1995-09-18,,,,,,
1995-09-25,,,,,,
1995-10-02,,,,,,
1995-10-09,,,,,,
1995-10-16,,,,,,
1995-10-23,,,,,,
1995-10-30,,,,,,
1995-11-06,,,,,,
1995-11-13,,,,,,
1995-11-20,,,,,,
1995-11-27,,,,,,
1995-12-04,,,,,,
1995-12-11,,,,,,
1995-12-18,,,,,,
1995-12-25,,,,,,
1996-01-01,,,,,,
1996-01-08,,,,,,
1996-01-15,,,,,,
1996-01-22,,,,,,
1996-01-29,,,,,,
1996-02-05,,,,,,
1996-02-12,,,,,,
1996-02-19,,,,,,
1996-02-26,,,,,,
1996-03-04,,,,,,
1996-03-11,,,,,,
1996-03-18,,,,,,
1996-03-25,,,,,,
1996-04-01,,,,,,
1996-04-08,,,,,,
1996-04-15,,,,,,
1996-04-22,,,,,,
1996-04-29,,,,,,
1996-05-06,,,,,,
1996-05-13,,,,,,
1996-05-20,,,,,,
1996-05-27,,,,,,
1996-06-03,,,,,,
1996-06-10,,,,,,
1996-06-17,,,,,,
1996-06-24,,,,,,
1996-07-01,,,,,,
1996-07-08,,,,,,
1996-07-15,,,,,,
1996-07-22,,,,,,
1996-07-29,,,,,,
1996-08-05,,,,,,
1996-08-12,,,,,,
1996-08-19,,,,,,
1996-08-26,,,,,,
1996-09-02,,,,,,
1996-09-09,,,,,,
1996-09-16,,,,,,
1996-09-23,,,,,,
1996-09-30,,,,,,
1996-10-07,,,,,,
1996-10-14,,,,,,
1996-10-21,,,,,,
1996-10-28,,,,,,
1996-11-04,,,,,,
1996-11-11,,,,,,
1996-11-18,,,,,,
1996-11-25,,,,,,
1996-12-02,,,,,,
1996-12-09,,1272.5,8.69,,,21186.1
1996-12-16,,1147.5,7.84,,,20953.4
1996-12-23,,864.5,5.9,,,9610.2
1996-12-30,,1005.0,6.86,,,11277.4
1997-01-06,,871.0,5.95,,,5233.3
1997-01-13,,976.0,6.67,,,6011.2
1997-01-20,,979.0,6.69,,,4886.7
1997-01-27,,1035.0,7.07,,,8984.9
1997-02-03,,1030.5,7.04,,,4024.9
1997-02-10,,1030.5,7.04,,,
1997-02-17,,1033.0,7.05,,,1195.0
1997-02-24,,1046.0,7.14,,,9453.5
1997-03-03,,1151.0,7.86,51.2,,10952.8
1997-03-10,,1125.0,7.68,50.0,,6033.6
1997-03-17,,1208.5,8.25,53.7,,11027.3
1997-03-24,,1001.0,6.84,44.5,,14842.2
1997-03-31,,1013.0,6.92,45.0,,8573.7
1997-04-07,,995.0,6.8,44.2,,5650.6
1997-04-14,,1004.5,6.86,44.6,,7030.6
1997-04-21,,1048.0,7.16,46.6,,4497.3
1997-04-28,,1094.0,7.47,48.6,,8942.4
1997-05-05,,1074.5,7.34,47.8,,3830.2
1997-05-12,,1060.5,7.24,47.2,,9432.3
1997-05-19,,973.7,6.65,43.3,,3949.7
1997-05-26,,799.4,5.46,35.6,,1714.3
1997-06-02,,908.6,6.21,40.4,,2758.6
1997-06-09,,845.6,5.77,37.6,,2574.7
1997-06-16,,856.1,5.85,38.1,,1793.3
1997-06-23,,921.9,6.3,41.0,,4060.7
1997-06-30,,878.5,6.0,39.1,,2622.1
1997-07-07,,973.7,6.65,43.3,,5483.1
1997-07-14,,1122.1,7.66,49.9,,12227.7
1997-07-21,,1106.0,7.55,49.2,,11349.3
1997-07-28,,1026.2,7.01,45.7,,15735.9
1997-08-04,,1029.0,7.03,33.4,,6017.8
1997-08-11,,877.8,5.99,28.5,,3835.5
1997-08-18,,840.0,5.74,27.3,,2070.8
1997-08-25,,887.6,6.06,28.8,,1368.2
1997-09-01,,921.9,6.3,29.9,,2517.0
1997-09-08,,898.1,6.13,29.2,,2379.9
1997-09-15,,842.1,5.75,27.3,,1452.4
1997-09-22,,819.0,5.59,26.6,,1090.9
1997-09-29,,768.6,5.25,25.0,,1197.8
1997-10-06,,774.2,5.29,25.1,,145.1
1997-10-13,,784.0,5.35,25.5,,425.8
1997-10-20,,846.3,5.78,27.5,,1545.3
1997-10-27,,949.2,6.48,30.8,,4762.3
1997-11-03,,896.0,6.12,29.1,,3367.5
1997-11-10,,952.0,6.5,30.9,,3048.7
1997-11-17,,882.0,6.02,28.6,,1481.3
1997-11-24,,819.0,5.59,26.6,,887.8
1997-12-01,,865.9,5.91,28.1,,1104.0
1997-12-08,,941.5,6.43,30.6,,5346.0
1997-12-15,,954.1,6.52,31.0,,4448.2
1997-12-22,,956.9,6.53,31.1,,3041.2
1997-12-29,,953.4,6.51,31.0,,2558.0
1998-01-05,,952.7,6.51,30.9,,1374.5
1998-01-12,,986.3,6.74,32.0,,5516.4
1998-01-19,,945.0,6.45,30.7,,2733.4
1998-01-26,,940.8,6.42,30.5,,856.3
1998-02-02,,940.8,6.42,30.5,,
1998-02-09,,967.4,6.61,31.4,,386.3
1998-02-16,,939.4,6.42,30.5,,1488.2
1998-02-23,,909.3,6.21,29.5,,1253.6
1998-03-02,,833.7,5.69,27.1,,1117.2
1998-03-09,,883.4,6.03,28.7,,981.1
1998-03-16,,882.0,6.02,28.6,,1454.7
1998-03-23,,980.0,6.69,31.8,,3902.4
1998-03-30,,1022.0,6.98,33.2,,3806.5
1998-04-06,,1028.3,7.02,33.4,,4073.7
1998-04-13,,1171.1,8.0,33.5,,8714.0
1998-04-20,,1145.2,7.82,32.7,,10838.7
1998-04-27,,1384.6,9.46,39.6,,18887.7
1998-05-04,,1356.6,9.26,38.8,,3888.7
1998-05-11,,1531.6,10.46,43.8,,10922.5
1998-05-18,,1410.5,9.63,40.3,,6793.2
1998-05-25,,1511.3,10.32,43.2,,4900.4
1998-06-01,,1628.9,11.12,46.5,,8448.2
1998-06-08,,1629.6,11.13,46.6,,2441.6
1998-06-15,,1607.2,10.98,45.9,,2685.2
1998-06-22,,1747.9,11.94,49.9,,2800.3
1998-06-29,,1639.4,11.2,46.8,,1690.7
1998-07-06,,1750.0,11.95,50.0,,3159.2
1998-07-13,,1637.3,11.18,46.8,,4037.4
1998-07-20,,1633.8,11.16,46.7,,3897.6
1998-07-27,,1750.0,11.95,50.0,,2603.4
1998-08-03,,1876.0,12.81,53.6,,5674.6
1998-08-10,,1842.4,12.58,52.6,,3025.2
1998-08-17,,1725.5,11.78,39.8,,1089.1
1998-08-24,,1884.4,12.87,43.4,,1546.7
1998-08-31,,1833.61,13.8,46.5,,10440.0
1998-09-07,,1826.68,13.74,46.4,,3046.2
1998-09-14,,1936.67,14.57,49.2,,3754.1
1998-09-21,,2026.66,15.25,51.4,,4115.2
1998-09-28,,2058.19,15.49,52.2,,1918.4
1998-10-05,,2029.73,15.27,51.5,,516.1
1998-10-12,,1883.6,14.17,47.8,,4515.4
1998-10-19,,1959.74,14.74,49.7,,3134.6
1998-10-26,,1975.13,14.86,50.1,,1645.3
1998-11-02,,2017.43,15.18,51.2,,1649.1
1998-11-09,,2283.44,17.18,58.0,,4757.2
1998-11-16,,2158.51,16.24,54.8,,5607.6
1998-11-23,,2089.39,15.72,53.0,,4648.8
1998-11-30,,1719.89,12.94,43.7,,10238.6
1998-12-07,,1697.3,12.77,43.1,,4022.2
1998-12-14,,1590.97,11.97,40.4,,3380.2
1998-12-21,,1597.61,12.02,40.6,,3520.7
1998-12-28,,1644.13,12.37,41.7,,12152.5
1999-01-04,4.37,1543.12,11.61,39.2,4.37,2689.0
1999-01-11,4.4,1556.41,11.71,39.5,4.4,1451.2
1999-01-18,4.62,1632.17,12.28,41.4,4.62,2858.5
1999-01-25,4.43,1565.71,11.78,39.7,4.43,2370.2
1999-02-01,4.49,1585.65,11.93,40.3,4.49,1462.0
1999-02-08,4.74,1676.03,12.61,42.5,4.74,4447.8
1999-02-15,4.93,1741.16,13.1,44.2,4.93,1045.1
1999-02-22,4.93,1741.16,13.1,44.2,4.93,
1999-03-01,5.02,1775.72,13.36,45.1,5.02,1245.1
1999-03-08,4.8,1695.97,12.76,43.1,4.8,11643.7
1999-03-15,4.98,1759.77,13.24,44.7,4.98,8431.8
1999-03-22,4.7,1662.74,12.51,42.2,4.7,5142.3
1999-03-29,4.86,1718.56,12.93,43.6,4.86,2901.8
1999-04-05,4.65,1645.46,12.38,41.8,4.65,3566.4
1999-04-12,4.38,1549.77,11.66,39.3,4.38,2895.0
1999-04-19,4.38,1549.77,11.66,39.3,4.38,2371.1
1999-04-26,4.24,1499.26,11.28,38.1,4.24,2681.8
1999-05-03,4.25,1501.92,11.3,27.6,4.25,1562.3
1999-05-10,4.37,1543.12,11.61,28.3,4.37,8499.3
1999-05-17,4.27,1508.56,11.35,27.7,4.27,3387.7
1999-05-24,5.0,1766.41,13.29,32.4,5.0,20776.9
1999-05-31,4.76,1681.35,12.65,30.9,4.76,15404.0
1999-06-07,5.09,1800.97,13.55,33.0,5.09,17253.9
1999-06-14,5.3,1872.74,14.09,34.4,5.3,8597.9
1999-06-21,5.82,2057.49,15.48,37.8,5.82,15650.5
1999-06-28,6.39,2258.19,16.99,41.4,6.39,13286.0
1999-07-05,5.24,1851.48,13.93,34.0,5.24,9999.1
1999-07-12,5.84,2065.47,15.54,37.9,5.84,6698.2
1999-07-19,5.0,1767.74,13.3,32.4,5.0,3026.7
1999-07-26,5.17,1828.88,13.76,33.6,5.17,2939.1
1999-08-02,4.89,1727.87,13.0,31.7,4.89,6363.7
1999-08-09,4.98,1761.1,13.25,40.2,4.98,3867.4
1999-08-16,4.93,1741.16,13.1,39.7,4.93,1527.9
1999-08-23,4.88,1726.54,12.99,39.4,4.88,2877.9
1999-08-30,4.9,1733.19,13.04,39.5,4.9,1014.7
1999-09-06,4.81,1701.29,12.8,38.8,4.81,1159.5
1999-09-13,5.12,1810.27,13.62,41.3,5.12,1991.3
1999-09-20,5.06,1787.68,13.45,40.8,5.06,1715.9
1999-09-27,4.91,1737.17,13.07,39.6,4.91,479.1
1999-10-04,4.89,1727.87,13.0,39.4,4.89,290.5
1999-10-11,4.73,1673.37,12.59,38.2,4.73,164.5
1999-10-18,4.69,1658.75,12.48,37.8,4.69,386.4
1999-10-25,4.68,1653.44,12.44,37.7,4.68,488.6
1999-11-01,4.63,1636.16,12.31,37.3,4.63,686.4
1999-11-08,4.49,1586.98,11.94,36.2,4.49,678.0
1999-11-15,4.34,1533.82,11.54,35.0,4.34,517.0
1999-11-22,4.35,1536.47,11.56,35.0,4.35,716.7
1999-11-29,4.38,1548.44,11.65,35.3,4.38,293.7
1999-12-06,4.34,1535.14,11.55,35.0,4.34,281.0
1999-12-13,4.25,1501.92,11.3,34.2,4.25,555.2
1999-12-20,4.4,1553.75,11.69,35.4,4.4,1859.7
1999-12-27,4.35,1536.47,11.56,35.0,4.35,1072.7
2000-01-03,4.21,1569.7,11.81,35.8,4.21,378.4
2000-01-10,4.75,1767.74,13.3,40.3,4.75,13216.4
2000-01-17,4.28,1593.63,11.99,36.3,4.28,3717.7
2000-01-24,4.46,1660.08,12.49,37.8,4.46,2098.1
2000-01-31,4.59,1709.26,12.86,39.0,4.59,2388.9
2000-02-07,4.59,1709.26,12.86,39.0,4.59,
2000-02-14,4.91,1827.55,13.75,41.7,4.91,1423.0
2000-02-21,5.13,1911.29,14.38,43.6,5.13,18080.4
2000-02-28,4.86,1811.6,13.63,41.3,4.86,3364.3
2000-03-06,4.69,1747.81,13.15,39.8,4.69,4072.8
2000-03-13,5.1,1899.33,14.29,43.3,5.1,6622.0
2000-03-20,4.75,1770.4,13.32,40.4,4.75,3708.1
2000-03-27,5.17,1927.24,14.5,43.9,5.17,6121.2
2000-04-03,5.23,1948.5,14.66,44.4,5.23,6801.8
2000-04-10,5.39,2006.99,15.1,45.8,5.39,6510.8
2000-04-17,5.24,1953.82,14.7,44.5,5.24,5521.2
2000-04-24,5.33,1987.05,14.95,45.3,5.33,3772.3
2000-05-01,5.72,2131.92,16.04,48.6,5.72,7378.1
2000-05-08,5.7,2123.95,15.98,48.4,5.7,3453.7
2000-05-15,6.05,2255.53,16.97,51.4,6.05,16888.8
2000-05-22,6.5,2423.0,18.23,55.2,6.5,12029.8
2000-05-29,6.6,2457.56,18.49,56.0,6.6,9086.3
2000-06-05,6.07,2260.85,17.01,51.5,6.07,5658.9
2000-06-12,6.37,2373.82,17.86,54.1,6.37,6949.8
2000-06-19,5.73,2134.58,16.06,48.7,5.73,5627.0
2000-06-26,5.76,2145.22,16.14,48.9,5.76,2651.9
2000-07-03,5.76,2143.89,16.13,48.9,5.76,3194.7
2000-07-10,6.43,2393.76,18.01,54.6,6.43,9264.4
2000-07-17,6.87,2558.58,19.25,58.3,6.87,11178.0
2000-07-24,6.29,2344.58,17.64,53.5,6.29,5896.4
2000-07-31,6.31,2349.9,17.68,53.6,6.31,2781.1
2000-08-07,6.3,2345.91,17.65,53.5,6.3,2654.4
2000-08-14,6.42,2392.43,18.0,54.5,6.42,2400.0
2000-08-21,6.37,2371.17,17.84,54.1,6.37,2313.5
2000-08-28,6.05,2252.87,16.95,51.4,6.05,2129.6
2000-09-04,5.97,2223.63,16.73,50.7,5.97,1149.0
2000-09-11,6.12,2278.13,17.14,51.9,6.12,1549.1
2000-09-18,6.12,2279.46,17.15,52.0,6.12,2556.9
2000-09-25,5.94,2213.0,16.65,50.5,5.94,765.0
2000-10-02,6.17,2296.74,17.28,52.4,6.17,1058.9
2000-10-09,6.2,2310.03,17.38,52.7,6.2,117.0
2000-10-16,6.13,2284.77,17.19,52.1,6.13,1663.2
2000-10-23,6.2,2310.03,17.38,52.7,6.2,941.3
2000-10-30,6.04,2251.54,16.94,51.3,6.04,1509.0
2000-11-06,6.06,2256.86,16.98,51.5,6.06,815.1
2000-11-13,6.32,2353.89,17.71,53.7,6.32,1975.9
2000-11-20,6.52,2426.99,18.26,55.3,6.52,4759.6
2000-11-27,6.27,2335.28,17.57,53.2,6.27,3169.7
2000-12-04,6.45,2403.06,18.08,54.8,6.45,2143.8
2000-12-11,6.04,2250.22,16.93,51.3,6.04,1499.1
2000-12-18,6.0,2235.6,16.82,51.0,6.0,735.2
2000-12-25,6.07,2259.52,17.0,51.5,6.07,831.2
2001-01-01,7.25,2271.48,17.09,51.8,7.25,611.0
2001-01-08,7.46,2339.27,17.6,53.3,7.46,1584.2
2001-01-15,7.04,2206.35,16.6,50.3,7.04,1575.3
2001-01-22,7.12,2232.94,16.8,50.9,7.12,585.8
2001-01-29,7.12,2232.94,16.8,50.9,7.12,
2001-02-05,6.9,2162.49,16.27,49.3,6.9,192.6
2001-02-12,6.78,2123.95,15.98,48.4,6.78,630.0
2001-02-19,6.67,2092.05,15.74,47.7,6.67,461.8
2001-02-26,6.25,1960.47,14.75,44.7,6.25,703.0
2001-03-05,6.32,1980.4,14.9,45.2,6.32,511.0
2001-03-12,6.36,1992.37,14.99,45.4,6.36,684.4
2001-03-19,6.56,2054.83,15.46,46.8,6.56,1063.6
2001-03-26,6.56,2056.16,15.47,46.9,6.56,1096.7
2001-04-02,6.44,2017.62,15.18,46.0,6.44,1539.5
2001-04-09,6.92,2169.14,16.32,49.5,6.92,2857.3
2001-04-16,6.78,2126.61,16.0,84.2,6.78,1907.9
2001-04-23,6.78,2126.61,16.0,114.3,6.78,2682.6
2001-04-30,7.04,2206.35,16.6,118.6,7.04,3680.4
2001-05-07,7.04,2206.35,16.6,118.6,7.04,
2001-05-14,7.0,2193.06,16.5,117.9,7.0,1712.9
2001-05-21,7.48,2344.58,17.64,126.0,7.48,3644.7
2001-05-28,7.23,2266.16,17.05,121.8,7.23,1848.7
2001-06-04,7.51,2352.56,17.7,126.4,7.51,1361.4
2001-06-11,7.22,2262.18,17.02,121.6,7.22,1597.2
2001-06-18,6.95,2177.11,16.38,117.0,6.95,1434.6
2001-06-25,7.09,2223.63,16.73,119.5,7.09,1285.0
2001-07-02,6.98,2186.42,16.45,117.5,6.98,894.4
2001-07-09,6.83,2139.9,16.1,115.0,6.83,781.8
2001-07-16,6.87,2151.86,16.19,115.6,6.87,455.4
2001-07-23,6.98,2189.08,16.47,117.6,6.98,531.8
2001-07-30,6.17,1935.21,14.56,104.0,6.17,802.9
2001-08-06,5.89,1846.16,13.89,99.2,5.89,595.6
2001-08-13,6.15,1928.57,14.51,103.6,6.15,648.7
2001-08-20,6.11,1913.95,14.4,102.9,6.11,353.9
2001-08-27,5.9,1850.15,13.92,99.4,5.9,352.6
2001-09-03,5.89,1847.49,13.9,99.3,5.89,288.8
2001-09-10,6.03,1890.02,14.22,101.6,6.03,476.9
2001-09-17,5.97,1871.41,14.08,100.6,5.97,528.6
2001-09-24,6.08,1907.3,14.35,102.5,6.08,550.2
2001-10-01,6.21,1947.18,14.65,104.6,6.21,1398.7
2001-10-08,6.02,1887.36,14.2,101.4,6.02,124.8
2001-10-15,5.35,1676.03,12.61,90.1,5.35,827.3
2001-10-22,4.56,1428.81,10.75,76.8,4.56,398.9
2001-10-29,5.12,1605.59,12.08,86.3,5.12,1265.9
2001-11-05,5.02,1573.69,11.84,84.6,5.02,921.5
2001-11-12,4.71,1476.66,11.11,79.4,4.71,676.1
2001-11-19,4.86,1524.51,11.47,81.9,4.86,716.2
2001-11-26,5.0,1565.71,11.78,84.1,5.0,707.6
2001-12-03,5.26,1648.12,12.4,88.6,5.26,1140.2
2001-12-10,5.16,1617.55,12.17,86.9,5.16,1015.0
2001-12-17,4.75,1489.95,11.21,80.1,4.75,517.1
2001-12-24,4.53,1419.51,10.68,76.3,4.53,556.9
2001-12-31,4.62,1447.42,10.89,77.8,4.62,1007.6
2002-01-07,-14.23,1375.65,10.35,73.9,-14.23,99.5
2002-01-14,-12.37,1196.22,9.0,64.3,-12.37,749.8
2002-01-21,-10.08,974.25,7.33,52.4,-10.08,1035.5
2002-01-28,-9.09,878.55,6.61,47.2,-9.09,5489.6
2002-02-04,-11.79,1140.39,8.58,61.3,-11.79,6340.3
2002-02-11,-11.52,1113.81,8.38,59.9,-11.52,3821.5
2002-02-18,-11.52,1113.81,8.38,59.9,-11.52,
2002-02-25,-12.15,1174.95,8.84,63.1,-12.15,959.8
2002-03-04,-12.89,1246.72,9.38,67.0,-12.89,5615.3
2002-03-11,-16.19,1565.71,11.78,84.1,-16.19,11230.5
2002-03-18,-15.23,1472.68,11.08,79.1,-15.23,16961.2
2002-03-25,-15.01,1451.41,10.92,78.0,-15.01,4881.8
2002-04-01,-14.72,1423.5,10.71,76.5,-14.72,3011.7
2002-04-08,-15.0,1450.08,10.91,77.9,-15.0,3419.3
2002-04-15,-15.3,1479.32,11.13,79.5,-15.3,3041.1
2002-04-22,-14.1,1363.69,10.26,,-14.1,1957.3
2002-04-29,-14.7,1420.84,10.69,,-14.7,2033.9
2002-05-06,-14.61,1412.86,10.63,,-14.61,345.6
2002-05-13,-14.28,1380.97,10.39,,-14.28,837.5
2002-05-20,-13.33,1289.26,9.7,,-13.33,1251.1
2002-05-27,-13.65,1319.83,9.93,,-13.65,1291.8
2002-06-03,-12.25,1184.25,8.91,,-12.25,1346.2
2002-06-10,-12.45,1204.19,9.06,,-12.45,1842.5
2002-06-17,-12.23,1182.93,8.9,,-12.23,1325.5
2002-06-24,-15.25,1474.0,11.09,,-15.25,5337.8
2002-07-01,-14.89,1439.45,10.83,,-14.89,9005.8
2002-07-08,-15.04,1454.07,10.94,,-15.04,2160.1
2002-07-15,-14.32,1384.95,10.42,,-14.32,1663.1
2002-07-22,-14.24,1376.98,10.36,,-14.24,984.0
2002-07-29,-14.02,1355.71,10.2,,-14.02,652.8
2002-08-05,-14.05,1358.37,10.22,,-14.05,562.0
2002-08-12,-13.91,1345.08,10.12,,-13.91,697.8
2002-08-19,-14.04,1357.04,10.21,,-14.04,371.5
2002-08-26,-14.24,1376.98,10.36,,-14.24,982.4
2002-09-02,-14.61,1412.86,10.63,,-14.61,8570.7
2002-09-09,-13.9,1343.75,10.11,,-13.9,3730.9
2002-09-16,-13.72,1326.47,9.98,,-13.72,1388.7
2002-09-23,-13.36,1291.91,9.72,,-13.36,1459.4
2002-09-30,-13.27,1282.61,9.65,,-13.27,589.0
2002-10-07,-13.27,1282.61,9.65,,-13.27,
