,MV,P,PE,VO
1992-12-28,,,,
1993-01-04,,,,
1993-01-11,,,,
1993-01-18,,,,
1993-01-25,,,,
1993-02-01,,,,
1993-02-08,,,,
1993-02-15,,,,
1993-02-22,,,,
1993-03-01,,,,
1993-03-08,,,,
1993-03-15,,,,
1993-03-22,,,,
1993-03-29,,,,
1993-04-05,,,,
1993-04-12,,,,
1993-04-19,,,,
1993-04-26,,,,
1993-05-03,,,,
1993-05-10,,,,
1993-05-17,,,,
1993-05-24,,,,
1993-05-31,,,,
1993-06-07,,,,
1993-06-14,,,,
1993-06-21,,,,
1993-06-28,,,,
1993-07-05,,,,
1993-07-12,,,,
1993-07-19,,,,
1993-07-26,,,,
1993-08-02,,,,
1993-08-09,,,,
1993-08-16,,,,
1993-08-23,,,,
1993-08-30,,,,
1993-09-06,,,,
1993-09-13,,,,
1993-09-20,,,,
1993-09-27,,,,
1993-10-04,,,,
1993-10-11,,,,
1993-10-18,,,,
1993-10-25,,,,
1993-11-01,,,,
1993-11-08,,,,
1993-11-15,,,,
1993-11-22,,,,
1993-11-29,,,,
1993-12-06,,,,
1993-12-13,,,,
1993-12-20,,,,
1993-12-27,,,,
1994-01-03,,,,
1994-01-10,,,,
1994-01-17,,,,
1994-01-24,,,,
1994-01-31,,,,
1994-02-07,,,,
1994-02-14,,,,
1994-02-21,,,,
1994-02-28,,,,
1994-03-07,,,,
1994-03-14,,,,
1994-03-21,,,,
1994-03-28,,,,
1994-04-04,,,,
1994-04-11,,,,
1994-04-18,,,,
1994-04-25,,,,
1994-05-02,,,,
1994-05-09,,,,
1994-05-16,,,,
1994-05-23,,,,
1994-05-30,,,,
1994-06-06,,,,
1994-06-13,,,,
1994-06-20,,,,
1994-06-27,,,,
1994-07-04,,,,
1994-07-11,,,,
1994-07-18,,,,
1994-07-25,,,,
1994-08-01,,,,
1994-08-08,,,,
1994-08-15,,,,
1994-08-22,,,,
1994-08-29,,,,
1994-09-05,,,,
1994-09-12,,,,
1994-09-19,,,,
1994-09-26,,,,
1994-10-03,,,,
1994-10-10,,,,
1994-10-17,,,,
1994-10-24,,,,
1994-10-31,,,,
1994-11-07,,,,
1994-11-14,,,,
1994-11-21,,,,
1994-11-28,,,,
1994-12-05,,,,
1994-12-12,,,,
1994-12-19,,,,
1994-12-26,,,,
1995-01-02,,,,
1995-01-09,,,,
1995-01-16,,,,
1995-01-23,,,,
1995-01-30,,,,
1995-02-06,,,,
1995-02-13,,,,
1995-02-20,,,,
1995-02-27,,,,
1995-03-06,,,,
1995-03-13,,,,
1995-03-20,,,,
1995-03-27,,,,
1995-04-03,,,,
1995-04-10,,,,
1995-04-17,,,,
1995-04-24,,,,
1995-05-01,,,,
1995-05-08,,,,
1995-05-15,,,,
1995-05-22,,,,
1995-05-29,,,,
1995-06-05,,,,
1995-06-12,,,,
1995-06-19,,,,
1995-06-26,,,,
1995-07-03,,,,
1995-07-10,,,,
1995-07-17,,,,
1995-07-24,,,,
1995-07-31,,,,
1995-08-07,,,,
1995-08-14,,,,
1995-08-21,,,,
1995-08-28,,,,
1995-09-04,,,,
1995-09-11,,,,
1995-09-18,,,,
1995-09-25,,,,
1995-10-02,,,,
1995-10-09,,,,
1995-10-16,,,,
1995-10-23,,,,
1995-10-30,,,,
1995-11-06,,,,
1995-11-13,,,,
1995-11-20,,,,
1995-11-27,,,,
1995-12-04,,,,
1995-12-11,,,,
1995-12-18,,,,
1995-12-25,,,,
1996-01-01,,,,
1996-01-08,,,,
1996-01-15,,,,
1996-01-22,,,,
1996-01-29,,,,
1996-02-05,,,,
1996-02-12,,,,
1996-02-19,,,,
1996-02-26,,,,
1996-03-04,,,,
1996-03-11,,,,
1996-03-18,,,,
1996-03-25,,,,
1996-04-01,,,,
1996-04-08,,,,
1996-04-15,,,,
1996-04-22,,,,
1996-04-29,,,,
1996-05-06,,,,
1996-05-13,,,,
1996-05-20,,,,
1996-05-27,,,,
1996-06-03,,,,
1996-06-10,,,,
1996-06-17,,,,
1996-06-24,,,,
1996-07-01,,,,
1996-07-08,,,,
1996-07-15,,,,
1996-07-22,,,,
1996-07-29,,,,
1996-08-05,,,,
1996-08-12,,,,
1996-08-19,,,,
1996-08-26,,,,
1996-09-02,,,,
1996-09-09,,,,
1996-09-16,,,,
1996-09-23,,,,
1996-09-30,,,,
1996-10-07,,,,
1996-10-14,,,,
1996-10-21,,,,
1996-10-28,,,,
1996-11-04,,,,
1996-11-11,,,,
1996-11-18,,,,
1996-11-25,,,,
1996-12-02,,,,
1996-12-09,,,,
1996-12-16,,,,
1996-12-23,,,,
1996-12-30,861.5,7.53,,12344.2
1997-01-06,708.35,6.19,,8542.8
1997-01-13,758.02,6.63,,6758.6
1997-01-20,745.08,6.52,,4933.8
1997-01-27,745.6,6.52,,6202.2
1997-02-03,745.08,6.52,,3485.9
1997-02-10,745.08,6.52,,
1997-02-17,741.46,6.48,,738.8
1997-02-24,710.42,6.21,,7656.7
1997-03-03,794.76,6.95,45.2,16138.1
1997-03-10,784.41,6.86,44.6,14330.0
1997-03-17,737.32,6.45,41.9,17635.2
1997-03-24,734.74,6.43,41.8,11374.5
1997-03-31,752.85,6.58,42.8,11414.4
1997-04-07,780.79,6.83,44.4,19669.1
1997-04-14,797.34,6.97,45.3,12148.1
1997-04-21,841.84,7.36,47.9,10534.7
1997-04-28,953.6,8.34,54.2,11440.6
1997-05-05,1056.57,9.24,60.1,7106.3
1997-05-12,1138.32,9.95,64.7,8647.0
1997-05-19,1086.58,9.5,61.8,5240.8
1997-05-26,1034.84,9.05,58.8,3450.1
1997-06-02,1044.67,9.14,59.4,1839.5
1997-06-09,983.1,8.6,55.9,2282.9
1997-06-16,1042.6,9.12,59.3,876.2
1997-06-23,1121.25,9.81,63.7,2279.1
1997-06-30,1134.18,9.92,64.5,1730.1
1997-07-07,1187.23,10.38,67.4,3288.1
1997-07-14,1257.18,10.99,71.3,4443.7
1997-07-21,1241.71,10.86,70.5,4378.7
1997-07-28,1109.87,9.71,63.0,1617.5
1997-08-04,1160.32,10.15,35.9,1197.0
1997-08-11,1122.65,9.82,34.8,1264.7
1997-08-18,1076.24,9.41,33.3,1047.5
1997-08-25,1159.65,10.14,35.9,1363.0
1997-09-01,1134.09,9.92,35.1,1822.9
1997-09-08,1082.97,9.47,33.5,1740.7
1997-09-15,1078.26,9.43,33.4,1780.6
1997-09-22,1014.36,8.87,31.4,708.9
1997-09-29,975.34,8.53,30.2,716.5
1997-10-06,1022.43,8.94,31.7,409.6
1997-10-13,1039.24,9.09,32.2,317.0
1997-10-20,1093.06,9.56,33.9,3082.9
1997-10-27,1247.09,10.91,38.6,7608.3
1997-11-03,1282.74,11.22,39.7,7302.6
1997-11-10,1245.75,10.89,38.6,4867.0
1997-11-17,1261.22,11.03,39.1,2354.7
1997-11-24,1234.98,10.8,38.2,1841.1
1997-12-01,1328.48,11.62,41.1,1883.2
1997-12-08,1358.75,11.88,42.1,1829.9
1997-12-15,1378.93,12.06,42.7,1639.3
1997-12-22,1358.75,11.88,42.1,3960.9
1997-12-29,1315.03,11.5,40.7,4515.4
1998-01-05,1300.23,11.37,40.3,2948.1
1998-01-12,1245.07,10.89,38.6,8928.1
1998-01-19,1194.63,10.45,37.0,7943.7
1998-01-26,1195.97,10.46,37.0,3426.6
1998-02-02,1195.97,10.46,37.0,
1998-02-09,1183.19,10.35,36.6,1207.9
1998-02-16,1132.74,9.91,35.1,4223.6
1998-02-23,1060.77,9.28,32.9,3619.3
1998-03-02,1026.46,8.98,31.8,9837.9
1998-03-09,1002.25,8.76,31.0,8314.3
1998-03-16,973.32,8.51,30.1,6367.5
1998-03-23,1019.74,8.92,48.9,14159.3
1998-03-30,1106.51,9.68,53.1,10847.1
1998-04-06,1103.82,9.65,52.9,8369.3
1998-04-13,1157.63,10.12,55.5,12299.7
1998-04-20,1101.19,9.63,52.8,5850.5
1998-04-27,1103.48,9.65,52.9,4925.8
1998-05-04,1173.23,10.26,56.3,6306.8
1998-05-11,1104.62,9.66,53.0,4706.9
1998-05-18,1102.33,9.64,52.9,3747.9
1998-05-25,1177.8,10.3,56.5,3701.9
1998-06-01,1325.32,11.59,63.6,13835.3
1998-06-08,1206.39,10.55,57.9,4322.3
1998-06-15,1183.52,10.35,56.8,3497.3
1998-06-22,1439.67,12.59,69.0,14795.1
1998-06-29,1397.36,12.22,67.0,6616.3
1998-07-06,1335.61,11.68,64.1,3522.6
1998-07-13,1484.26,12.98,71.2,6224.4
1998-07-20,1440.81,12.6,69.1,6252.3
1998-07-27,1395.07,12.2,66.9,8786.8
1998-08-03,1233.84,10.79,59.2,7546.1
1998-08-10,1114.91,9.75,65.0,2938.1
1998-08-17,955.97,8.36,55.7,3361.0
1998-08-24,1032.58,9.03,60.2,3916.1
1998-08-31,986.84,8.63,57.5,2334.5
1998-09-07,1052.02,9.2,61.3,3523.6
1998-09-14,1190.38,10.41,69.4,4573.1
1998-09-21,1121.77,9.81,65.4,4377.0
1998-09-28,1142.36,9.99,66.6,2291.1
1998-10-05,1134.35,9.92,66.1,917.9
1998-10-12,1132.06,9.9,66.0,1452.9
1998-10-19,1240.7,10.85,72.3,6877.3
1998-10-26,1177.8,10.3,68.7,3286.3
1998-11-02,1228.12,10.74,71.6,3365.5
1998-11-09,1289.87,11.28,75.2,6298.7
1998-11-16,1297.87,11.35,75.7,3778.3
1998-11-23,1232.69,10.78,71.9,2416.1
1998-11-30,1162.94,10.17,67.8,1766.5
1998-12-07,1118.34,9.78,65.2,1012.0
1998-12-14,1125.2,9.84,65.6,447.0
1998-12-21,1018.86,8.91,59.4,899.8
1998-12-28,1041.73,9.11,60.7,592.2
1999-01-04,994.84,8.7,58.0,501.8
1999-01-11,1046.3,9.15,61.0,576.1
1999-01-18,1015.43,8.88,59.2,583.1
1999-01-25,1013.14,8.86,59.1,783.9
1999-02-01,946.82,8.28,55.2,968.9
1999-02-08,880.49,7.7,51.3,967.5
1999-02-15,913.66,7.99,53.3,149.1
1999-02-22,913.66,7.99,53.3,
1999-03-01,919.37,8.04,53.6,81.8
1999-03-08,949.1,8.3,55.3,1597.7
1999-03-15,1048.59,9.17,61.1,4991.3
1999-03-22,1052.02,9.2,61.3,1855.9
1999-03-29,1113.77,9.74,64.9,2848.1
1999-04-05,1137.78,9.95,66.3,3219.6
1999-04-12,1055.45,9.23,61.5,2207.8
1999-04-19,1005.14,8.79,58.6,1841.6
1999-04-26,937.67,8.2,54.7,1237.5
1999-05-03,959.4,8.39,55.9,791.9
1999-05-10,883.93,7.73,51.5,781.4
1999-05-17,891.93,7.8,52.0,442.0
1999-05-24,1013.14,8.86,59.1,2096.3
1999-05-31,991.41,8.67,57.8,4317.5
1999-06-07,1017.71,8.9,59.3,3515.0
1999-06-14,1109.19,9.7,64.7,4952.0
1999-06-21,1199.53,10.49,69.9,12397.6
1999-06-28,1216.68,10.64,70.9,9658.9
1999-07-05,1088.61,9.52,63.5,6470.3
1999-07-12,1128.63,9.87,65.8,4176.4
1999-07-19,1066.89,9.33,62.2,2084.7
1999-07-26,1201.82,10.51,70.1,5634.5
1999-08-02,1061.17,9.28,61.9,6544.3
1999-08-09,1057.74,9.25,308.3,3362.3
1999-08-16,1114.91,9.75,325.0,3070.6
1999-08-23,1135.5,9.93,331.0,3645.4
1999-08-30,1177.8,10.3,343.3,3914.4
1999-09-06,1160.65,10.15,338.3,2237.3
1999-09-13,1247.56,10.91,363.7,7314.3
1999-09-20,1197.24,10.47,349.0,3024.0
1999-09-27,1223.54,10.7,356.7,1801.4
1999-10-04,1238.41,10.83,361.0,4750.6
1999-10-11,1200.67,10.5,350.0,512.9
1999-10-18,1162.94,10.17,339.0,819.4
1999-10-25,1133.21,9.91,330.3,795.0
1999-11-01,1149.22,10.05,335.0,786.5
1999-11-08,1101.19,9.63,321.0,681.4
1999-11-15,1080.61,9.45,315.0,701.1
1999-11-22,1125.2,9.84,328.0,1321.1
1999-11-29,1159.51,10.14,338.0,2713.3
1999-12-06,1134.35,9.92,330.7,1066.8
1999-12-13,1073.75,9.39,313.0,619.7
1999-12-20,1072.6,9.38,312.7,824.3
1999-12-27,874.78,7.65,255.0,1533.0
2000-01-03,896.5,7.84,261.3,1192.2
2000-01-10,985.7,8.62,287.3,2819.7
2000-01-17,907.94,7.94,264.7,1507.0
2000-01-24,973.12,8.51,283.7,3011.1
2000-01-31,885.07,7.74,258.0,3564.1
2000-02-07,885.07,7.74,258.0,
2000-02-14,955.97,8.36,278.7,1085.9
2000-02-21,1057.74,9.25,308.3,12799.1
2000-02-28,947.96,8.29,276.3,3710.0
2000-03-06,1014.28,8.87,295.7,6169.4
2000-03-13,1003.99,8.78,292.7,3603.0
2000-03-20,1061.17,9.28,309.3,5537.3
2000-03-27,1157.22,10.12,337.3,8128.1
2000-04-03,1176.66,10.29,343.0,5662.8
2000-04-10,1316.17,11.51,383.7,9317.7
2000-04-17,1467.11,12.83,427.7,6900.2
2000-04-24,1315.02,11.5,383.3,13877.8
2000-05-01,1230.41,10.76,358.7,3855.2
2000-05-08,1280.72,11.2,373.3,725.6
2000-05-15,1141.21,9.98,332.7,3582.6
2000-05-22,1242.98,10.87,362.3,1885.1
2000-05-29,1258.99,11.01,367.0,3521.5
2000-06-05,1297.87,11.35,378.3,5895.7
2000-06-12,1317.31,11.52,384.0,3066.6
2000-06-19,1349.33,11.8,393.3,6197.7
2000-06-26,1371.06,11.99,399.7,2342.0
2000-07-03,1275.0,11.15,371.7,5493.0
2000-07-10,1286.44,11.25,375.0,2742.1
2000-07-17,1427.09,12.48,416.0,7328.1
2000-07-24,1599.76,13.99,466.3,8247.7
2000-07-31,1733.55,15.16,505.3,12377.4
2000-08-07,1738.12,15.2,506.7,5691.7
2000-08-14,1756.42,15.36,512.0,4192.8
2000-08-21,1672.94,14.63,487.7,2705.5
2000-08-28,1632.92,14.28,476.0,3836.5
2000-09-04,1570.03,13.73,457.7,2218.6
2000-09-11,1634.06,14.29,476.3,1899.3
2000-09-18,1600.9,14.0,466.7,1764.8
2000-09-25,1566.59,13.7,456.7,948.2
2000-10-02,1582.6,13.84,461.3,649.5
2000-10-09,1740.41,15.22,507.3,1607.5
2000-10-16,1671.8,14.62,487.3,4914.1
2000-10-23,1743.84,15.25,508.3,2654.4
2000-10-30,1870.76,16.36,545.3,4997.4
2000-11-06,1829.6,16.0,533.3,2867.1
2000-11-13,1852.47,16.2,540.0,2190.4
2000-11-20,1760.99,15.4,513.3,3276.8
2000-11-27,1738.12,15.2,506.7,2249.6
2000-12-04,1783.86,15.6,520.0,1591.5
2000-12-11,1771.28,15.49,516.3,1335.2
2000-12-18,1701.53,14.88,496.0,2037.3
2000-12-25,1644.35,14.38,479.3,1289.9
2001-01-01,1600.9,14.0,466.7,2361.3
2001-01-08,1676.37,14.66,488.7,2973.1
2001-01-15,1572.31,13.75,458.3,1577.6
2001-01-22,1557.45,13.62,454.0,999.3
2001-01-29,1557.45,13.62,454.0,
2001-02-05,1558.59,13.63,454.3,144.6
2001-02-12,1384.78,12.11,403.7,1609.6
2001-02-19,1389.35,12.15,405.0,550.5
2001-02-26,1223.54,10.7,356.7,2725.0
2001-03-05,1425.94,12.47,415.7,3014.7
2001-03-12,1472.83,12.88,429.3,1766.0
2001-03-19,1523.14,13.32,,1944.5
2001-03-26,1500.27,13.12,,2038.3
2001-04-02,1572.31,13.75,,1723.1
2001-04-09,1556.3,13.61,,1466.8
2001-04-16,1533.43,13.41,,1364.4
2001-04-23,1619.2,14.16,,4617.0
2001-04-30,1680.94,14.7,,3793.6
2001-05-07,1680.94,14.7,,
2001-05-14,1717.54,15.02,,1666.7
2001-05-21,1716.39,15.01,,3028.2
2001-05-28,1762.13,15.41,,2723.1
2001-06-04,1743.84,15.25,,2091.7
2001-06-11,1663.79,14.55,,3720.9
2001-06-18,1698.1,14.85,,2370.9
2001-06-25,1830.74,16.01,,5045.1
2001-07-02,1852.47,16.2,,6020.1
2001-07-09,1852.47,16.2,,8159.4
2001-07-16,1819.31,15.91,,1875.1
2001-07-23,1863.9,16.3,,2245.6
2001-07-30,1627.2,14.23,,2268.6
2001-08-06,1530.0,13.38,,1921.9
2001-08-13,1650.07,14.43,,1035.1
2001-08-20,1651.21,14.44,,1328.3
2001-08-27,1575.74,13.78,,1150.2
2001-09-03,1598.61,13.98,,631.4
2001-09-10,1618.05,14.15,,750.6
2001-09-17,1348.19,11.79,,3267.8
2001-09-24,1305.88,11.42,,1418.3
2001-10-01,1236.12,10.81,,1476.6
2001-10-08,1213.25,10.61,,130.7
2001-10-15,1160.65,10.15,,1074.2
2001-10-22,1007.42,8.81,,1087.7
2001-10-29,1132.06,9.9,,2119.3
2001-11-05,1223.54,10.7,,2507.0
2001-11-12,1170.94,10.24,,2090.9
2001-11-19,1241.84,10.86,,1072.9
2001-11-26,1249.85,10.93,,874.8
2001-12-03,1348.19,11.79,,2683.1
2001-12-10,1229.26,10.75,,3850.3
2001-12-17,1120.63,9.8,,1831.4
2001-12-24,977.69,8.55,,2564.4
2001-12-31,794.73,6.95,,256.3
2002-01-07,748.99,6.55,,1947.4
2002-01-14,572.89,5.01,,6821.8
2002-01-21,443.68,3.88,,1731.2
2002-01-28,471.12,4.12,,12909.0
2002-02-04,547.74,4.79,,4354.7
2002-02-11,578.61,5.06,,10138.1
2002-02-18,578.61,5.06,,
2002-02-25,607.2,5.31,,874.0
2002-03-04,640.36,5.6,,12468.7
2002-03-11,751.28,6.57,,11844.1
2002-03-18,689.53,6.03,,10450.2
2002-03-25,832.47,7.28,,9344.8
2002-04-01,808.45,7.07,,5864.1
2002-04-08,858.77,7.51,,8379.6
2002-04-15,859.91,7.52,,7582.9
2002-04-22,954.82,8.35,,7656.6
2002-04-29,907.94,7.94,,2107.8
2002-05-06,907.94,7.94,,
2002-05-13,907.94,7.94,,
2002-05-20,907.94,7.94,,
2002-05-27,907.94,7.94,,
2002-06-03,907.94,7.94,,
2002-06-10,907.94,7.94,,
2002-06-17,907.94,7.94,,
2002-06-24,907.94,7.94,,
2002-07-01,907.94,7.94,,
2002-07-08,907.94,7.94,,
2002-07-15,907.94,7.94,,
2002-07-22,907.94,7.94,,
2002-07-29,907.94,7.94,,
2002-08-05,907.94,7.94,,
2002-08-12,907.94,7.94,,
2002-08-19,907.94,7.94,,
2002-08-26,907.94,7.94,,
2002-09-02,907.94,7.94,,
2002-09-09,907.94,7.94,,
2002-09-16,907.94,7.94,,
2002-09-23,907.94,7.94,,
2002-09-30,907.94,7.94,,
2002-10-07,907.94,7.94,,
2002-10-14,907.94,7.94,,
2002-10-21,907.94,7.94,,
2002-10-28,907.94,7.94,,
2002-11-04,907.94,7.94,,
2002-11-11,907.94,7.94,,
2002-11-18,907.94,7.94,,
2002-11-25,907.94,7.94,,
2002-12-02,907.94,7.94,,
2002-12-09,907.94,7.94,,
2002-12-16,907.94,7.94,,
2002-12-23,907.94,7.94,,
2002-12-30,907.94,7.94,,
2003-01-06,907.94,7.94,,
2003-01-13,907.94,7.94,,
2003-01-20,907.94,7.94,,
2003-01-27,907.94,7.94,,
2003-02-03,907.94,7.94,,
2003-02-10,907.94,7.94,,
2003-02-17,907.94,7.94,,
2003-02-24,907.94,7.94,,
2003-03-03,907.94,7.94,,
2003-03-10,907.94,7.94,,
2003-03-17,907.94,7.94,,
2003-03-24,907.94,7.94,,
2003-03-31,907.94,7.94,,
2003-04-07,907.94,7.94,,
2003-04-14,907.94,7.94,,
2003-04-21,907.94,7.94,,
2003-04-28,907.94,7.94,,
2003-05-05,907.94,7.94,,
2003-05-12,907.94,7.94,,
2003-05-19,907.94,7.94,,
2003-05-26,907.94,7.94,,
2003-06-02,907.94,7.94,,
2003-06-09,907.94,7.94,,
2003-06-16,907.94,7.94,,
2003-06-23,907.94,7.94,,
2003-06-30,907.94,7.94,,
2003-07-07,907.94,7.94,,
2003-07-14,907.94,7.94,,
2003-07-21,907.94,7.94,,
2003-07-28,907.94,7.94,,
2003-08-04,907.94,7.94,,
2003-08-11,907.94,7.94,,
2003-08-18,907.94,7.94,,
2003-08-25,907.94,7.94,,
2003-09-01,907.94,7.94,,
2003-09-08,907.94,7.94,,
2003-09-15,907.94,7.94,,
2003-09-22,907.94,7.94,,
2003-09-29,907.94,7.94,,
2003-10-06,907.94,7.94,,
2003-10-13,907.94,7.94,,
2003-10-20,907.94,7.94,,
2003-10-27,907.94,7.94,,
2003-11-03,907.94,7.94,,
2003-11-10,907.94,7.94,,
2003-11-17,907.94,7.94,,
2003-11-24,907.94,7.94,,
2003-12-01,907.94,7.94,,
2003-12-08,907.94,7.94,,
2003-12-15,907.94,7.94,,
2003-12-22,907.94,7.94,,
2003-12-29,907.94,7.94,,
2004-01-05,907.94,7.94,,
2004-01-12,907.94,7.94,,
2004-01-19,907.94,7.94,,
2004-01-26,907.94,7.94,,
2004-02-02,907.94,7.94,,
2004-02-09,907.94,7.94,,
2004-02-16,907.94,7.94,,
2004-02-23,907.94,7.94,,
2004-03-01,907.94,7.94,,
2004-03-08,907.94,7.94,,
2004-03-15,907.94,7.94,,
2004-03-22,907.94,7.94,,
2004-03-29,907.94,7.94,,
2004-04-05,907.94,7.94,,
2004-04-12,907.94,7.94,,
2004-04-19,907.94,7.94,,
2004-04-26,907.94,7.94,,
2004-05-03,907.94,7.94,,
2004-05-10,907.94,7.94,,
2004-05-17,907.94,7.94,,
2004-05-24,907.94,7.94,,
2004-05-31,907.94,7.94,,
2004-06-07,907.94,7.94,,
2004-06-14,907.94,7.94,,
2004-06-21,907.94,7.94,,
2004-06-28,907.94,7.94,,
2004-07-05,907.94,7.94,,
2004-07-12,907.94,7.94,,
2004-07-19,907.94,7.94,,
2004-07-26,907.94,7.94,,
2004-08-02,907.94,7.94,,
2004-08-09,907.94,7.94,,
2004-08-16,907.94,7.94,,
2004-08-23,907.94,7.94,,
2004-08-30,907.94,7.94,,
2004-09-06,907.94,7.94,,
2004-09-13,907.94,7.94,,
2004-09-20,907.94,7.94,,
2004-09-27,907.94,7.94,,
2004-10-04,907.94,7.94,,
2004-10-11,907.94,7.94,,
2004-10-18,907.94,7.94,,
2004-10-25,907.94,7.94,,
2004-11-01,907.94,7.94,,
2004-11-08,907.94,7.94,,
2004-11-15,907.94,7.94,,
2004-11-22,907.94,7.94,,
2004-11-29,907.94,7.94,,
2004-12-06,907.94,7.94,,
2004-12-13,907.94,7.94,,
2004-12-20,907.94,7.94,,
2004-12-27,907.94,7.94,,
2005-01-03,907.94,7.94,,
2005-01-10,907.94,7.94,,
2005-01-17,907.94,7.94,,
2005-01-24,907.94,7.94,,
2005-01-31,907.94,7.94,,
2005-02-07,907.94,7.94,,
2005-02-14,907.94,7.94,,
2005-02-21,907.94,7.94,,
2005-02-28,907.94,7.94,,
2005-03-07,907.94,7.94,,
2005-03-14,907.94,7.94,,
2005-03-21,907.94,7.94,,
2005-03-28,907.94,7.94,,
2005-04-04,907.94,7.94,,
2005-04-11,907.94,7.94,,
2005-04-18,907.94,7.94,,
2005-04-25,907.94,7.94,,
2005-05-02,907.94,7.94,,
2005-05-09,907.94,7.94,,
2005-05-16,907.94,7.94,,
2005-05-23,907.94,7.94,,
2005-05-30,907.94,7.94,,
2005-06-06,907.94,7.94,,
2005-06-13,907.94,7.94,,
2005-06-20,907.94,7.94,,
2005-06-27,907.94,7.94,,
2005-07-04,907.94,7.94,,
2005-07-11,907.94,7.94,,
2005-07-18,907.94,7.94,,
2005-07-25,907.94,7.94,,
2005-08-01,907.94,7.94,,
2005-08-08,907.94,7.94,,
2005-08-15,907.94,7.94,,
2005-08-22,907.94,7.94,,
2005-08-29,907.94,7.94,,
2005-09-05,907.94,7.94,,
2005-09-12,907.94,7.94,,
2005-09-19,907.94,7.94,,
2005-09-26,907.94,7.94,,
2005-10-03,907.94,7.94,,
2005-10-10,907.94,7.94,,
2005-10-17,907.94,7.94,,
2005-10-24,907.94,7.94,,
2005-10-31,907.94,7.94,,
2005-11-07,907.94,7.94,,
2005-11-14,907.94,7.94,,
2005-11-21,907.94,7.94,,
2005-11-28,907.94,7.94,,
2005-12-05,907.94,7.94,,
2005-12-12,907.94,7.94,,
2005-12-19,907.94,7.94,,
2005-12-26,907.94,7.94,,
2006-01-02,907.94,7.94,,
2006-01-09,907.94,7.94,,
2006-01-16,907.94,7.94,,
2006-01-23,907.94,7.94,,
