,MTBV,MV,P,PE,PTBV,VO
1992-07-06,,,,,,
1992-07-13,,,,,,
1992-07-20,,,,,,
1992-07-27,,,,,,
1992-08-03,,,,,,
1992-08-10,,,,,,
1992-08-17,,,,,,
1992-08-24,,,,,,
1992-08-31,,,,,,
1992-09-07,,,,,,
1992-09-14,,,,,,
1992-09-21,,,,,,
1992-09-28,,,,,,
1992-10-05,,,,,,
1992-10-12,,,,,,
1992-10-19,,,,,,
1992-10-26,,,,,,
1992-11-02,,,,,,
1992-11-09,,,,,,
1992-11-16,,,,,,
1992-11-23,,,,,,
1992-11-30,,,,,,
1992-12-07,,,,,,
1992-12-14,,,,,,
1992-12-21,,,,,,
1992-12-28,,,,,,
1993-01-04,,,,,,
1993-01-11,,,,,,
1993-01-18,,,,,,
1993-01-25,,,,,,
1993-02-01,,,,,,
1993-02-08,,,,,,
1993-02-15,,,,,,
1993-02-22,,,,,,
1993-03-01,,,,,,
1993-03-08,,,,,,
1993-03-15,,,,,,
1993-03-22,,,,,,
1993-03-29,,,,,,
1993-04-05,,,,,,
1993-04-12,,,,,,
1993-04-19,,,,,,
1993-04-26,,,,,,
1993-05-03,,,,,,
1993-05-10,,,,,,
1993-05-17,,,,,,
1993-05-24,,,,,,
1993-05-31,,,,,,
1993-06-07,,,,,,
1993-06-14,,,,,,
1993-06-21,,,,,,
1993-06-28,,,,,,
1993-07-05,,,,,,
1993-07-12,,,,,,
1993-07-19,,,,,,
1993-07-26,,,,,,
1993-08-02,,,,,,
1993-08-09,,,,,,
1993-08-16,,,,,,
1993-08-23,,,,,,
1993-08-30,,,,,,
1993-09-06,,,,,,
1993-09-13,,,,,,
1993-09-20,,,,,,
1993-09-27,,,,,,
1993-10-04,,,,,,
1993-10-11,,,,,,
1993-10-18,,,,,,
1993-10-25,,,,,,
1993-11-01,,,,,,
1993-11-08,,,,,,
1993-11-15,,,,,,
1993-11-22,,,,,,
1993-11-29,,,,,,
1993-12-06,,,,,,
1993-12-13,,,,,,
1993-12-20,,,,,,
1993-12-27,,,,,,
1994-01-03,,,,,,
1994-01-10,,,,,,
1994-01-17,,,,,,
1994-01-24,,,,,,
1994-01-31,,,,,,
1994-02-07,,,,,,
1994-02-14,,,,,,
1994-02-21,,,,,,
1994-02-28,,,,,,
1994-03-07,,,,,,
1994-03-14,,,,,,
1994-03-21,,,,,,
1994-03-28,,,,,,
1994-04-04,,,,,,
1994-04-11,,,,,,
1994-04-18,,,,,,
1994-04-25,,,,,,
1994-05-02,,,,,,
1994-05-09,,,,,,
1994-05-16,,,,,,
1994-05-23,,,,,,
1994-05-30,,,,,,
1994-06-06,,,,,,
1994-06-13,,,,,,
1994-06-20,,,,,,
1994-06-27,,,,,,
1994-07-04,,,,,,
1994-07-11,,,,,,
1994-07-18,,,,,,
1994-07-25,,,,,,
1994-08-01,,,,,,
1994-08-08,,,,,,
1994-08-15,,,,,,
1994-08-22,,,,,,
1994-08-29,,,,,,
1994-09-05,,,,,,
1994-09-12,,,,,,
1994-09-19,,,,,,
1994-09-26,,,,,,
1994-10-03,,,,,,
1994-10-10,,,,,,
1994-10-17,,,,,,
1994-10-24,,,,,,
1994-10-31,,,,,,
1994-11-07,,,,,,
1994-11-14,,,,,,
1994-11-21,,,,,,
1994-11-28,,,,,,
1994-12-05,,,,,,
1994-12-12,,,,,,
1994-12-19,,,,,,
1994-12-26,,,,,,
1995-01-02,,,,,,
1995-01-09,,,,,,
1995-01-16,,,,,,
1995-01-23,,,,,,
1995-01-30,,,,,,
1995-02-06,,,,,,
1995-02-13,,,,,,
1995-02-20,,,,,,
1995-02-27,,,,,,
1995-03-06,,,,,,
1995-03-13,,,,,,
1995-03-20,,,,,,
1995-03-27,,,,,,
1995-04-03,,,,,,
1995-04-10,,,,,,
1995-04-17,,,,,,
1995-04-24,,,,,,
1995-05-01,,,,,,
1995-05-08,,,,,,
1995-05-15,,,,,,
1995-05-22,,,,,,
1995-05-29,,,,,,
1995-06-05,,,,,,
1995-06-12,,,,,,
1995-06-19,,,,,,
1995-06-26,,,,,,
1995-07-03,,,,,,
1995-07-10,,,,,,
1995-07-17,,,,,,
1995-07-24,,,,,,
1995-07-31,,,,,,
1995-08-07,,,,,,
1995-08-14,,,,,,
1995-08-21,,,,,,
1995-08-28,,,,,,
1995-09-04,,,,,,
1995-09-11,,,,,,
1995-09-18,,,,,,
1995-09-25,,,,,,
1995-10-02,,,,,,
1995-10-09,,,,,,
1995-10-16,,,,,,
1995-10-23,,,,,,
1995-10-30,,,,,,
1995-11-06,,,,,,
1995-11-13,,,,,,
1995-11-20,,,,,,
1995-11-27,,,,,,
1995-12-04,,,,,,
1995-12-11,,,,,,
1995-12-18,,,,,,
1995-12-25,,,,,,
1996-01-01,,,,,,
1996-01-08,,,,,,
1996-01-15,,,,,,
1996-01-22,,,,,,
1996-01-29,,,,,,
1996-02-05,,,,,,
1996-02-12,,,,,,
1996-02-19,,,,,,
1996-02-26,,,,,,
1996-03-04,,,,,,
1996-03-11,,,,,,
1996-03-18,,,,,,
1996-03-25,,,,,,
1996-04-01,,,,,,
1996-04-08,,,,,,
1996-04-15,,,,,,
1996-04-22,,,,,,
1996-04-29,,,,,,
1996-05-06,,,,,,
1996-05-13,,,,,,
1996-05-20,,,,,,
1996-05-27,,,,,,
1996-06-03,,,,,,
1996-06-10,,,,,,
1996-06-17,,,,,,
1996-06-24,,,,,,
1996-07-01,,,,,,
1996-07-08,,,,,,
1996-07-15,,,,,,
1996-07-22,,,,,,
1996-07-29,,,,,,
1996-08-05,,,,,,
1996-08-12,,,,,,
1996-08-19,,,,,,
1996-08-26,,,,,,
1996-09-02,,,,,,
1996-09-09,,,,,,
1996-09-16,,,,,,
1996-09-23,,,,,,
1996-09-30,,,,,,
1996-10-07,,,,,,
1996-10-14,,,,,,
1996-10-21,12.4,52840.04,14.36,69.7,8.84,85464.3
1996-10-28,11.11,47360.32,12.87,62.5,7.92,27587.3
1996-11-04,9.56,40730.88,11.07,53.7,6.81,20827.1
1996-11-11,9.06,38602.61,10.49,50.9,6.46,8880.7
1996-11-18,9.42,40119.3,10.9,52.9,6.71,20697.0
1996-11-25,9.47,40363.95,10.97,53.2,6.75,20413.4
1996-12-02,9.15,38969.55,10.59,51.4,6.52,6096.9
1996-12-09,9.86,42027.41,11.42,55.4,7.03,15989.9
1996-12-16,8.22,35006.55,9.51,46.2,5.85,13435.3
1996-12-23,5.51,23484.48,6.38,31.0,3.93,6687.5
1996-12-30,6.25,26615.74,7.23,35.1,4.45,12490.1
1997-01-06,5.49,23411.09,6.36,30.9,5.49,8216.4
1997-01-13,5.94,25319.2,6.88,33.4,5.94,4948.0
1997-01-20,5.85,24952.26,6.78,32.9,5.85,5541.4
1997-01-27,6.27,26713.59,7.26,35.2,6.27,9680.3
1997-02-03,6.25,26664.67,7.24,35.2,6.25,9278.8
1997-02-10,6.25,26664.67,7.24,35.2,6.25,
1997-02-17,6.2,26420.04,7.18,34.8,6.2,716.3
1997-02-24,6.08,25930.78,7.05,34.2,6.08,8029.7
1997-03-03,6.84,29159.89,7.92,170.3,6.84,14565.1
1997-03-10,6.99,29795.93,8.1,174.0,6.99,18359.7
1997-03-17,6.99,29795.93,8.1,174.0,6.99,8878.5
1997-03-24,7.59,32364.54,8.79,189.0,7.59,16478.8
1997-03-31,7.45,31752.97,8.63,185.4,7.45,16915.7
1997-04-07,7.14,30456.43,8.28,177.9,7.14,6668.5
1997-04-14,7.05,30040.56,8.16,175.4,7.05,6611.2
1997-04-21,6.64,28303.69,7.69,165.3,6.64,15188.7
1997-04-28,5.19,22139.01,6.02,129.3,5.19,14504.6
1997-05-05,5.44,23190.92,6.3,135.4,5.44,6739.9
1997-05-12,5.88,25074.57,6.81,146.4,5.88,16003.4
1997-05-19,5.66,24120.52,6.55,140.9,5.66,13280.4
1997-05-26,5.09,21723.14,5.9,126.9,5.09,18041.0
1997-06-02,5.3,22603.81,6.14,132.0,5.3,4788.2
1997-06-09,4.99,21258.34,5.78,124.1,4.99,4878.8
1997-06-16,4.72,20133.04,5.47,117.6,4.72,6715.0
1997-06-23,5.28,22530.42,6.12,131.6,5.28,7396.9
1997-06-30,5.02,21405.12,5.82,125.0,5.02,9530.4
1997-07-07,4.23,18053.69,4.91,105.4,4.23,3899.0
1997-07-14,4.41,18787.58,5.1,109.7,4.41,3169.5
1997-07-21,4.59,19570.4,5.32,114.3,4.59,5971.8
1997-07-28,4.45,18958.82,5.15,110.7,4.45,2403.1
1997-08-04,4.81,20499.99,5.57,838.0,4.81,4680.9
1997-08-11,4.58,19521.47,5.3,798.0,4.58,10159.6
1997-08-18,4.41,18787.58,5.1,768.0,4.41,3733.7
1997-08-25,4.48,19081.13,5.18,780.0,4.48,2708.0
1997-09-01,5.45,23239.85,6.31,950.0,5.45,16267.0
1997-09-08,5.36,22872.9,6.21,935.0,5.36,11303.5
1997-09-15,6.2,26420.04,7.18,1080.0,6.2,46460.4
1997-09-22,5.0,21331.73,5.8,872.0,5.0,19817.8
1997-09-29,4.7,20035.19,5.44,819.0,4.7,13829.8
1997-10-06,4.85,20671.23,5.62,845.0,4.85,1977.6
1997-10-13,4.99,21258.34,5.78,869.0,4.99,6873.8
1997-10-20,5.3,22603.81,6.14,924.0,5.3,9192.2
1997-10-27,5.04,21502.97,5.84,879.0,5.04,13635.6
1997-11-03,4.88,20818.01,5.66,851.0,4.88,9928.7
1997-11-10,4.84,20622.3,5.6,843.0,4.84,6678.1
1997-11-17,4.69,20010.73,5.44,818.0,4.69,4612.6
1997-11-24,4.31,18371.71,4.99,751.0,4.31,4206.5
1997-12-01,4.3,18347.25,4.99,750.0,4.3,2638.0
1997-12-08,4.29,18298.32,4.97,748.0,4.29,1764.3
1997-12-15,4.11,17539.96,4.77,717.0,4.11,2589.4
1997-12-22,3.61,15411.68,4.19,630.0,3.61,4339.1
1997-12-29,3.91,16683.76,4.53,682.0,3.91,4828.5
1998-01-05,3.7,15876.48,4.31,649.0,3.71,2254.8
1998-01-12,3.87,16585.91,4.51,678.0,3.87,5522.2
1998-01-19,4.08,17491.04,4.75,715.0,4.08,10507.9
1998-01-26,3.85,16512.52,4.49,675.0,3.85,2298.1
1998-02-02,3.85,16512.52,4.49,675.0,3.85,
1998-02-09,3.97,17026.24,4.63,696.0,3.97,460.6
1998-02-16,3.94,16879.46,4.59,690.0,3.94,2560.9
1998-02-23,3.91,16757.15,4.55,685.0,3.91,2123.6
1998-03-02,3.84,16439.13,4.47,672.0,3.84,2075.6
1998-03-09,3.76,16121.11,4.38,659.0,3.76,1545.4
1998-03-16,3.72,15925.41,4.33,651.0,3.72,1778.9
1998-03-23,3.62,15534.0,4.22,635.0,3.63,1339.6
1998-03-30,3.84,16463.59,4.47,673.0,3.84,2078.8
1998-04-06,4.05,17344.26,4.71,709.0,4.05,4661.6
1998-04-13,4.04,17295.34,4.7,707.0,4.04,10138.1
1998-04-20,3.86,16536.98,4.49,676.0,3.86,4043.2
1998-04-27,3.77,16145.57,4.39,,3.77,3810.0
1998-05-04,3.84,16463.59,4.47,224.3,3.84,2313.0
1998-05-11,4.27,18298.32,4.97,249.3,4.27,13194.1
1998-05-18,5.02,21527.43,5.85,293.3,5.02,42440.0
1998-05-25,5.41,23190.92,6.3,316.0,5.41,15644.4
1998-06-01,4.93,21111.56,5.74,287.7,4.93,8842.1
1998-06-08,5.42,23215.38,6.31,316.3,5.42,18162.3
1998-06-15,5.3,22701.66,6.17,309.3,5.3,8468.3
1998-06-22,4.92,21087.1,5.73,287.3,4.92,8304.5
1998-06-29,4.27,18298.32,4.97,249.3,4.27,8828.3
1998-07-06,4.03,17270.88,4.69,235.3,4.03,5004.4
1998-07-13,4.22,18102.62,4.92,246.7,4.22,2980.2
1998-07-20,3.78,16194.5,4.4,220.7,3.78,3247.7
1998-07-27,4.07,17442.11,4.74,237.7,4.07,3242.6
1998-08-03,3.9,16708.22,4.54,227.7,3.9,2377.8
1998-08-10,3.72,15925.41,4.33,217.0,3.72,1738.3
1998-08-17,3.16,13528.04,3.68,184.3,3.16,1990.6
1998-08-24,3.3,14164.07,3.85,193.0,3.31,3779.5
1998-08-31,3.22,13797.13,3.75,188.0,3.22,2540.7
1998-09-07,3.38,14506.55,3.94,593.0,3.39,2265.6
1998-09-14,3.76,16121.11,4.38,659.0,3.76,8016.9
1998-09-21,3.88,16634.84,4.52,680.0,3.88,15163.4
1998-09-28,3.96,16977.32,4.61,694.0,3.96,4890.4
1998-10-05,3.99,17099.63,4.65,699.0,3.99,1350.3
1998-10-12,3.88,16634.84,4.52,680.0,3.88,4617.6
1998-10-19,4.22,18102.62,4.92,740.0,4.22,6236.5
1998-10-26,3.77,16145.57,4.39,660.0,3.77,4606.0
1998-11-02,3.8,16292.36,4.43,666.0,3.8,2780.0
1998-11-09,3.94,16879.46,4.59,690.0,3.94,2941.8
1998-11-16,4.21,18029.23,4.9,737.0,4.21,7683.5
1998-11-23,3.81,16316.82,4.43,667.0,3.81,3824.2
1998-11-30,3.91,16757.15,4.55,685.0,3.91,2376.9
1998-12-07,3.62,15509.54,4.21,634.0,3.62,1851.8
1998-12-14,3.54,15191.52,4.13,621.0,3.55,1041.9
1998-12-21,3.37,14433.16,3.92,590.0,3.37,1322.2
1998-12-28,3.44,14751.18,4.01,603.0,3.44,936.9
1999-01-04,3.25,14188.54,3.86,580.0,3.25,736.6
1999-01-11,3.33,14531.02,3.95,594.0,3.33,1060.0
1999-01-18,3.06,13381.26,3.64,547.0,3.06,1732.0
1999-01-25,3.15,13772.66,3.74,563.0,3.15,910.6
1999-02-01,3.2,13968.37,3.8,571.0,3.2,1376.2
1999-02-08,2.87,12525.05,3.4,512.0,2.87,1289.8
1999-02-15,2.97,12989.85,3.53,531.0,2.97,246.9
1999-02-22,2.97,12989.85,3.53,531.0,2.97,
1999-03-01,2.97,12989.85,3.53,531.0,2.97,
1999-03-08,3.34,14579.94,3.96,596.0,3.34,4120.6
1999-03-15,3.44,15020.28,4.08,614.0,3.44,3615.9
1999-03-22,3.41,14897.96,4.05,609.0,3.41,2519.9
1999-03-29,3.39,14824.57,4.03,606.0,3.39,1533.1
1999-04-05,3.57,15607.39,4.24,638.0,3.57,4390.4
1999-04-12,3.75,16390.21,4.45,670.0,3.75,7161.0
1999-04-19,3.51,15313.83,4.16,,3.51,3584.3
1999-04-26,3.75,16390.21,4.45,,3.75,6589.5
1999-05-03,3.49,15240.45,4.14,311.5,3.49,3546.2
1999-05-10,3.25,14188.54,3.86,290.0,3.25,1753.6
1999-05-17,3.06,13381.26,3.64,273.5,3.06,1709.8
1999-05-24,3.43,14995.81,4.07,306.5,3.43,2450.5
1999-05-31,3.52,15387.22,4.18,314.5,3.52,8508.5
1999-06-07,3.58,15631.85,4.25,319.5,3.58,5365.8
1999-06-14,4.36,19032.21,5.17,389.0,4.36,26069.6
1999-06-21,4.77,20842.47,5.66,426.0,4.77,17609.9
1999-06-28,4.68,20426.6,5.55,417.5,4.68,16814.4
1999-07-05,4.09,17857.98,4.85,365.0,4.09,11906.2
1999-07-12,4.35,18983.29,5.16,388.0,4.35,16363.5
1999-07-19,3.83,16708.22,4.54,341.5,3.83,7006.6
1999-07-26,3.92,17124.1,4.65,350.0,3.92,6135.0
1999-08-02,4.45,19423.62,5.28,397.0,4.45,8387.7
1999-08-09,5.17,22554.88,6.13,461.0,5.17,39064.0
1999-08-16,5.03,21967.77,5.97,449.0,5.03,37055.9
1999-08-23,5.2,22726.13,6.17,464.5,5.2,12959.8
1999-08-30,4.88,21307.27,5.79,435.5,4.88,15513.5
1999-09-06,4.59,20059.66,5.45,410.0,4.59,5073.1
1999-09-13,4.8,20940.32,5.69,428.0,4.8,6382.8
1999-09-20,4.7,20524.45,5.58,419.5,4.7,5036.8
1999-09-27,4.59,20035.19,5.44,409.5,4.59,2676.5
1999-10-04,4.58,20010.73,5.44,409.0,4.58,1695.1
1999-10-11,4.26,18616.34,5.06,380.5,4.26,935.0
1999-10-18,4.07,17784.6,4.83,363.5,4.07,4380.5
1999-10-25,3.78,16512.52,4.49,337.5,3.78,3614.5
1999-11-01,4.1,17906.91,4.87,366.0,4.1,13576.9
1999-11-08,4.1,17906.91,4.87,366.0,4.1,4107.6
1999-11-15,3.9,17026.24,4.63,348.0,3.9,3123.6
1999-11-22,4.14,18078.15,4.91,369.5,4.14,3635.4
1999-11-29,3.94,17197.48,4.67,351.5,3.94,2115.6
1999-12-06,3.86,16855.0,4.58,344.5,3.86,2072.5
1999-12-13,3.8,16610.38,4.51,339.5,3.8,1517.3
1999-12-20,3.83,16732.69,4.55,342.0,3.83,4332.3
1999-12-27,3.42,14922.43,4.05,305.0,3.42,2550.5
2000-01-03,3.55,15191.52,4.13,310.5,2.5,1017.0
2000-01-10,4.15,17760.13,4.83,363.0,2.93,7464.9
2000-01-17,3.69,15803.09,4.29,323.0,2.6,3195.5
2000-01-24,2.75,11787.2,4.54,341.6,2.75,14825.2
2000-01-31,2.64,11293.9,4.35,327.3,2.64,11651.7
2000-02-07,2.64,11293.9,4.35,327.3,2.64,
2000-02-14,2.9,12436.27,4.79,360.4,2.9,3185.5
2000-02-21,2.99,12825.72,4.94,371.7,2.99,15862.6
2000-02-28,3.0,12851.68,4.95,372.5,3.0,7930.7
2000-03-06,3.22,13786.35,5.31,399.5,3.22,14601.3
2000-03-13,2.96,12669.94,4.88,367.2,2.96,35767.3
2000-03-20,3.24,13864.23,5.34,401.8,3.24,58783.6
2000-03-27,3.58,15344.13,5.91,444.7,3.58,139402.1
2000-04-03,3.46,14824.87,5.71,429.6,3.46,40517.2
2000-04-10,3.66,15681.65,6.04,454.5,3.66,27782.3
2000-04-17,3.64,15577.8,6.0,451.5,3.64,54378.9
2000-04-24,3.53,15110.46,5.82,437.9,3.53,17541.5
2000-05-01,3.51,15032.57,5.79,435.7,3.51,12918.6
2000-05-08,3.44,14746.98,5.68,427.4,3.44,2282.3
2000-05-15,3.1,13267.09,5.11,384.5,3.1,12660.1
2000-05-22,3.33,14253.68,5.49,413.1,3.33,8659.3
2000-05-29,3.48,14902.76,5.74,431.9,3.48,12830.1
2000-06-05,3.63,15525.87,5.98,450.0,3.62,36940.0
2000-06-12,3.58,15318.16,5.9,443.9,3.58,19474.3
2000-06-19,3.66,15681.65,6.04,454.5,3.66,33001.6
2000-06-26,3.72,15941.28,6.14,462.0,3.72,19177.1
2000-07-03,3.59,15370.09,5.92,445.4,3.59,38831.0
2000-07-10,3.75,16071.09,6.19,465.8,3.75,13133.3
2000-07-17,4.01,17187.5,6.62,498.1,4.01,68376.1
2000-07-24,4.03,17239.43,6.64,499.6,4.02,25828.8
2000-07-31,4.06,17395.21,6.7,504.1,4.06,27849.4
2000-08-07,4.59,19653.98,7.57,569.6,4.59,77681.8
2000-08-14,4.48,19186.65,7.39,556.1,4.48,57711.2
2000-08-21,4.49,19212.62,7.4,556.8,4.49,19605.9
2000-08-28,4.61,19731.88,7.6,571.9,4.61,34122.9
2000-09-04,4.13,17706.76,6.82,513.2,4.13,22838.1
2000-09-11,3.99,17083.65,6.58,495.1,3.99,11741.7
2000-09-18,3.87,16590.35,6.39,480.8,3.87,9379.9
2000-09-25,3.58,15344.13,5.91,444.7,3.58,6934.0
2000-10-02,3.67,15733.57,6.06,456.0,3.67,3283.1
2000-10-09,3.76,16123.02,6.21,467.3,3.76,852.7
2000-10-16,3.66,15655.69,6.03,453.7,3.66,4901.3
2000-10-23,3.75,16071.09,6.19,465.8,3.75,4742.0
2000-10-30,3.81,16304.76,6.28,472.5,3.81,5562.1
2000-11-06,3.87,16590.35,6.39,480.8,3.87,11188.6
2000-11-13,4.22,18070.24,6.96,523.7,4.22,40157.9
2000-11-20,4.15,17758.69,6.84,514.7,4.15,22500.8
2000-11-27,4.08,17473.09,6.73,506.4,4.08,15833.6
2000-12-04,4.21,18018.32,6.94,522.2,4.21,8017.0
2000-12-11,4.01,17161.54,6.61,497.4,4.01,7192.1
2000-12-18,4.21,18018.32,6.94,522.2,4.21,10416.1
2000-12-25,4.05,17343.28,6.68,502.6,4.05,6376.4
2001-01-01,7.22,16356.68,6.3,474.0,7.22,9515.8
2001-01-08,7.35,16642.28,6.41,482.3,7.35,9447.1
2001-01-15,7.3,16538.43,6.37,479.3,7.3,9150.8
2001-01-22,7.52,17031.72,6.56,493.6,7.52,4722.8
2001-01-29,7.52,17031.72,6.56,493.6,7.52,
2001-02-05,7.56,17109.61,6.59,495.9,7.56,2007.7
2001-02-12,7.74,17525.02,6.75,507.9,7.74,8491.1
2001-02-19,7.37,16694.2,6.43,483.8,7.37,4182.3
2001-02-26,7.34,16616.32,6.4,481.6,7.34,5467.8
2001-03-05,7.34,16616.32,6.4,481.6,7.34,2612.2
2001-03-12,7.22,16356.68,6.3,474.0,7.22,4146.6
2001-03-19,7.51,17005.76,6.55,492.9,7.51,4954.3
2001-03-26,7.58,17161.54,6.61,497.4,7.58,8076.6
2001-04-02,7.57,17135.57,6.6,496.6,7.57,8866.8
2001-04-09,7.61,17239.43,6.64,499.6,7.61,6383.1
2001-04-16,7.61,17239.43,6.64,499.6,7.61,7821.4
2001-04-23,7.45,16875.95,6.5,,7.45,12132.3
2001-04-30,7.3,16538.43,6.37,,7.3,5274.0
2001-05-07,7.3,16538.43,6.37,,7.3,
2001-05-14,7.36,16668.24,6.42,,7.36,3410.0
2001-05-21,7.57,17135.57,6.6,,7.57,6601.6
2001-05-28,7.35,16642.28,6.41,,7.35,5270.0
2001-06-04,7.73,17499.06,6.74,,7.73,11015.2
2001-06-11,7.67,17369.24,6.69,,7.67,11237.5
2001-06-18,7.8,17654.84,6.8,,7.8,30932.3
2001-06-25,8.27,18719.32,7.21,,8.27,23225.6
2001-07-02,8.0,18122.17,6.98,,8.0,16935.6
2001-07-09,7.77,17602.91,6.78,,7.77,7860.1
2001-07-16,7.59,17187.5,6.62,,7.59,3837.1
2001-07-23,7.65,17317.32,6.67,,7.65,3982.8
2001-07-30,6.78,15344.13,5.91,,6.78,4996.7
2001-08-06,6.75,15292.2,5.89,,6.75,4615.3
2001-08-13,7.05,15967.24,6.15,,7.05,3762.0
2001-08-20,6.79,15370.09,5.92,,6.79,1936.2
2001-08-27,6.37,14435.42,5.56,,6.37,1951.2
2001-09-03,6.23,14097.91,5.43,,6.23,2469.2
2001-09-10,6.15,13916.16,5.36,,6.15,2654.8
2001-09-17,5.84,13215.16,5.09,,5.84,3175.0
2001-09-24,5.74,13007.46,5.01,,5.74,1630.1
2001-10-01,5.62,12721.87,4.9,,5.62,1604.4
2001-10-08,5.48,12410.31,4.78,,5.48,375.2
2001-10-15,5.31,12020.86,4.63,,5.31,2523.1
2001-10-22,4.75,10748.68,4.14,,4.75,2099.9
2001-10-29,5.5,12462.23,4.8,,5.5,6335.8
2001-11-05,5.39,12202.61,4.7,,5.39,2371.1
2001-11-12,5.14,11631.42,4.48,,5.14,2179.2
2001-11-19,5.62,12721.87,4.9,,5.62,7521.1
2001-11-26,5.77,13059.39,5.03,,5.77,7519.3
2001-12-03,5.85,13241.13,5.1,,5.85,3966.3
2001-12-10,5.93,13422.87,5.17,,5.93,5528.3
2001-12-17,5.43,12306.46,4.74,,5.43,4930.6
2001-12-24,5.1,11553.53,4.45,,5.1,1826.6
2001-12-31,5.14,11631.42,4.48,,5.14,1576.1
2002-01-07,7.56,11475.64,4.42,,7.56,271.0
2002-01-14,6.87,10437.12,4.02,,6.87,2106.2
2002-01-21,5.39,8178.34,3.15,,5.39,3740.1
2002-01-28,5.98,9087.05,3.5,,5.98,12373.8
2002-02-04,6.72,10203.45,3.93,,6.72,13589.1
2002-02-11,6.6,10021.71,3.86,,6.6,8073.4
2002-02-18,6.6,10021.71,3.86,,6.6,
2002-02-25,6.75,10255.38,3.95,,6.75,976.5
2002-03-04,6.75,10255.38,3.95,,6.75,5816.2
2002-03-11,8.15,12384.35,4.77,,8.15,19239.1
2002-03-18,7.68,11657.38,4.49,,7.68,18539.1
2002-03-25,7.81,11865.09,4.57,,7.81,9566.4
2002-04-01,7.42,11267.94,4.34,,7.42,8322.1
2002-04-08,8.21,12462.23,4.8,,8.21,23315.0
2002-04-15,7.93,12046.83,4.64,,7.93,12109.3
2002-04-22,7.83,11891.05,4.58,,7.83,7576.1
2002-04-29,7.98,12124.71,4.67,,7.98,18759.6
