,MTBV,MV,P,PE,PTBV,VO
1992-06-29,,1487.02,11.71,,,2502.9
1992-07-06,,1524.2,12.0,,,3708.7
1992-07-13,,1561.37,12.3,,,2709.6
1992-07-20,,1635.72,12.88,,,3040.1
1992-07-27,,1635.72,12.88,,,3289.4
1992-08-03,,1472.15,11.59,,,1684.0
1992-08-10,,1587.39,12.5,,,1263.8
1992-08-17,,1524.2,12.0,,,1220.3
1992-08-24,,1412.67,11.12,,,713.0
1992-08-31,,1360.62,10.71,,,892.4
1992-09-07,,1200.77,9.46,,,867.6
1992-09-14,,1330.88,10.48,,,1742.1
1992-09-21,,1301.14,10.25,,,649.0
1992-09-28,,1308.58,10.31,,,642.2
1992-10-05,,1330.88,10.48,,,375.7
1992-10-12,,1323.45,10.42,,,379.2
1992-10-19,,1204.49,9.49,,,381.7
1992-10-26,,988.87,7.79,,,859.1
1992-11-02,,1037.2,8.17,,,1819.8
1992-11-09,,1018.61,8.02,,,818.9
1992-11-16,,806.71,6.35,,,1039.3
1992-11-23,,784.4,6.18,,,2280.0
1992-11-30,,1014.89,7.99,,,3391.9
1992-12-07,,1089.24,8.58,,,3298.8
1992-12-14,,988.87,7.79,,,1922.2
1992-12-21,,1026.04,8.08,,,1043.5
1992-12-28,,1040.91,8.2,,,1148.6
1993-01-04,,1234.23,9.72,,,3063.1
1993-01-11,,1304.86,10.28,,,2197.2
1993-01-18,,1308.58,10.31,,,2433.8
1993-01-25,,1382.93,10.89,,,1111.0
1993-02-01,,1539.07,12.12,,,1105.0
1993-02-08,,1847.62,14.55,,,10392.6
1993-02-15,,1672.9,13.17,,,6495.1
1993-02-22,,1762.12,13.88,,,8291.0
1993-03-01,,1739.81,13.7,,,9506.2
1993-03-08,,1702.64,13.41,,,6712.9
1993-03-15,,1687.77,13.29,,,7693.2
1993-03-22,,1609.7,12.68,,,3046.0
1993-03-29,,1721.23,13.55,,,5803.4
1993-04-05,,1776.99,13.99,55.6,,7233.8
1993-04-12,,2003.76,15.78,62.7,,7841.8
1993-04-19,,1962.87,15.46,61.4,,5145.0
1993-04-26,,1944.28,15.31,60.8,,2333.0
1993-05-03,,1851.34,14.58,57.9,,1511.5
1993-05-10,,1646.87,12.97,51.5,,4207.4
1993-05-17,,1672.9,13.17,52.3,,6062.0
1993-05-24,,1494.45,11.77,46.7,,5184.7
1993-05-31,,1531.63,12.06,47.9,,3849.9
1993-06-07,,1565.09,12.33,49.0,,6063.9
1993-06-14,,1453.56,11.45,45.5,,2317.6
1993-06-21,,1490.74,11.74,46.6,,2762.5
1993-06-28,,1487.02,11.71,46.5,,1603.4
1993-07-05,,1479.58,11.65,46.3,,3132.5
1993-07-12,,1231.25,10.62,44.4,,1430.5
1993-07-19,,1057.27,9.12,38.1,,1402.1
1993-07-26,,1075.11,9.27,38.7,,3459.0
1993-08-02,,1222.33,10.54,44.1,,6569.3
1993-08-09,,1338.31,11.54,48.2,,4184.2
1993-08-16,,1681.81,14.5,60.6,,8240.0
1993-08-23,,1240.17,10.69,44.7,,8230.0
1993-08-30,,1302.63,11.23,46.9,,4753.2
1993-09-06,,1298.17,11.19,46.8,,1613.9
1993-09-13,,1195.56,10.31,43.1,,1081.1
1993-09-20,,1244.63,10.73,44.9,,1421.6
1993-09-27,,1182.18,10.19,42.6,,1971.4
1993-10-04,,1271.4,10.96,45.8,,985.4
1993-10-11,,1226.79,10.58,44.2,,1057.0
1993-10-18,,1186.64,10.23,42.8,,450.6
1993-10-25,,1142.03,9.85,41.2,,588.1
1993-11-01,,1146.49,9.88,41.3,,965.2
1993-11-08,,1217.87,10.5,43.9,,1104.5
1993-11-15,,1382.93,11.92,49.8,,6525.5
1993-11-22,,1454.3,12.54,52.4,,6221.0
1993-11-29,,1342.78,11.58,48.4,,3055.2
1993-12-06,,1360.62,11.73,49.0,,1077.5
1993-12-13,,1356.16,11.69,48.9,,2352.0
1993-12-20,,1365.08,11.77,49.2,,2281.6
1993-12-27,,1360.62,11.73,49.0,,1613.1
1994-01-03,,1320.47,11.38,47.6,,952.4
1994-01-10,,1351.7,11.65,48.7,,1197.4
1994-01-17,,1258.02,10.85,45.3,,678.8
1994-01-24,,1204.48,10.38,43.4,,567.4
1994-01-31,,1052.81,9.08,37.9,,555.1
1994-02-07,,1271.4,10.96,45.8,,2383.9
1994-02-14,,1142.03,9.85,41.2,,543.5
1994-02-21,,1070.65,9.23,38.6,,969.8
1994-02-28,,1128.65,9.73,40.7,,1688.4
1994-03-07,,1075.11,9.27,38.7,,850.2
1994-03-14,,1124.18,9.69,40.5,,900.0
1994-03-21,,1052.81,9.08,37.9,,954.6
1994-03-28,,918.98,7.92,33.1,,888.8
1994-04-04,,914.52,7.88,17.7,,1404.6
1994-04-11,,865.44,7.46,16.7,,887.1
1994-04-18,,731.61,6.31,14.1,,1737.4
1994-04-25,,633.47,5.46,12.2,,2205.4
1994-05-02,,767.3,6.62,14.8,,3588.4
1994-05-09,,709.31,6.12,13.7,,6302.4
1994-05-16,,695.92,6.0,13.4,,3243.6
1994-05-23,,653.99,5.64,12.6,,683.8
1994-05-30,,571.01,4.92,11.0,,509.8
1994-06-06,,513.02,4.42,9.9,,555.2
1994-06-13,,448.78,3.87,8.7,,532.1
1994-06-20,,466.63,4.02,9.0,,2512.5
1994-06-27,,434.51,3.75,8.4,,506.9
1994-07-04,,393.2,3.39,7.6,,470.9
1994-07-11,,374.64,3.23,7.2,,234.2
1994-07-18,,341.0,2.94,6.6,,547.5
1994-07-25,,370.0,3.19,7.2,,543.1
1994-08-01,,473.23,4.08,9.1,,2475.1
1994-08-08,,643.73,5.55,12.4,,10492.0
1994-08-15,,618.21,5.33,12.0,,7017.0
1994-08-22,,603.13,5.2,11.7,,4238.6
1994-08-29,,498.74,4.3,9.6,,2339.2
1994-09-05,,832.79,7.18,16.1,,8254.2
1994-09-12,,811.91,7.0,15.7,,12363.8
1994-09-19,,762.03,6.57,14.7,,4608.4
1994-09-26,,809.59,6.98,15.7,,5161.3
1994-10-03,,694.76,5.99,21.4,,8062.6
1994-10-10,,574.14,4.95,17.7,,3720.6
1994-10-17,,579.93,5.0,17.9,,7975.7
1994-10-24,,619.37,5.34,19.1,,5074.5
1994-10-31,,540.5,4.66,16.6,,2815.9
1994-11-07,,531.22,4.58,16.4,,1046.6
1994-11-14,,561.38,4.84,17.3,,1429.6
1994-11-21,,537.02,4.63,16.5,,553.6
1994-11-28,,528.9,4.56,16.3,,587.8
1994-12-05,,513.82,4.43,15.8,,229.8
1994-12-12,,468.59,4.04,14.4,,318.6
1994-12-19,,501.06,4.32,15.4,,1685.5
1994-12-26,,481.35,4.15,14.8,,1126.2
1995-01-02,1.64,496.42,4.28,15.3,1.92,471.6
1995-01-09,1.61,487.15,4.2,15.0,1.88,600.8
1995-01-16,1.5,452.35,3.9,13.9,1.75,546.6
1995-01-23,1.45,437.27,3.77,13.5,1.69,361.3
1995-01-30,1.49,450.03,3.88,13.9,1.74,304.9
1995-02-06,1.49,450.03,3.88,13.9,1.74,
1995-02-13,1.46,441.91,3.81,13.6,1.71,50.2
1995-02-20,1.43,431.47,3.72,13.3,1.67,147.3
1995-02-27,1.47,444.23,3.83,13.7,1.71,1075.5
1995-03-06,1.56,473.23,4.08,14.6,1.83,598.3
1995-03-13,1.55,468.59,4.04,14.4,1.81,2387.8
1995-03-20,1.53,461.63,3.98,14.2,1.78,996.1
1995-03-27,1.58,476.71,4.11,14.7,1.84,485.3
1995-04-03,1.57,475.55,4.1,14.6,1.84,386.5
1995-04-10,1.64,496.42,4.28,15.3,1.92,601.6
1995-04-17,1.56,473.23,4.08,14.6,1.83,514.0
1995-04-24,1.52,460.47,3.97,14.2,1.78,642.3
1995-05-01,1.45,438.43,3.78,13.5,1.69,645.1
1995-05-08,1.35,407.11,3.51,12.5,1.57,713.3
1995-05-15,1.38,417.55,3.6,12.9,1.61,413.9
1995-05-22,1.88,568.34,4.9,17.5,2.19,3539.7
1995-05-29,1.5,452.35,3.9,13.9,1.75,1551.5
1995-06-05,1.47,444.23,3.83,13.7,1.71,442.1
1995-06-12,1.44,436.11,3.76,13.4,1.68,393.5
1995-06-19,1.29,389.72,3.36,12.0,1.5,516.7
1995-06-26,1.33,403.63,3.48,12.4,1.56,307.1
1995-07-03,1.32,400.16,3.45,12.3,1.54,468.4
1995-07-10,1.38,417.55,3.6,12.9,1.61,1027.3
1995-07-17,1.38,417.55,3.6,12.9,1.61,585.7
1995-07-24,1.38,418.71,3.61,12.9,1.62,945.1
1995-07-31,1.35,408.27,3.52,12.6,1.58,271.7
1995-08-07,1.44,436.11,3.76,13.4,1.68,728.2
1995-08-14,1.4,423.35,3.65,13.0,1.63,1791.8
1995-08-21,1.51,455.83,3.93,14.0,1.76,5843.0
1995-08-28,1.37,414.07,3.57,12.8,1.6,1384.7
1995-09-04,1.33,401.31,3.46,12.4,1.55,527.5
1995-09-11,1.32,400.16,3.45,12.3,1.54,451.8
1995-09-18,1.4,423.35,3.65,13.0,1.63,1187.6
1995-09-25,1.32,399.0,3.44,12.3,1.54,607.1
1995-10-02,1.32,397.83,3.43,,1.54,248.2
1995-10-09,1.28,387.4,3.34,,1.5,197.0
1995-10-16,1.28,387.4,3.34,,1.5,556.9
1995-10-23,1.35,407.11,3.51,,1.57,1270.2
1995-10-30,1.32,397.83,3.43,,1.54,1474.7
1995-11-06,1.52,459.31,3.96,,1.77,4833.2
1995-11-13,1.37,414.07,3.57,,1.6,7401.1
1995-11-20,1.37,412.91,3.56,,1.59,1519.5
1995-11-27,1.3,394.36,3.4,,1.52,16894.6
1995-12-04,1.27,382.76,3.3,,1.48,80667.8
1995-12-11,1.26,381.6,3.29,,1.47,4843.9
1995-12-18,1.22,370.0,3.19,,1.43,423.6
1995-12-25,1.18,356.08,3.07,,1.37,377.5
1996-01-01,5.85,351.44,3.03,,1.32,265.2
1996-01-08,5.72,343.32,2.96,,1.29,501.2
1996-01-15,5.8,347.96,3.0,,1.31,264.5
1996-01-22,5.43,325.92,2.81,,1.23,143.9
1996-01-29,5.83,350.28,3.02,,1.32,797.2
1996-02-05,5.58,335.2,2.89,,1.26,356.2
1996-02-12,5.74,344.48,2.97,,1.3,480.6
1996-02-19,5.87,352.6,3.04,,1.33,343.9
1996-02-26,5.87,352.6,3.04,,1.33,
1996-03-04,6.16,370.0,3.19,,1.39,369.2
1996-03-11,5.68,341.0,2.94,,1.28,485.8
1996-03-18,5.66,339.84,2.93,,1.28,380.1
1996-03-25,5.8,347.96,3.0,,1.31,287.3
1996-04-01,5.66,339.84,2.93,,1.28,360.6
1996-04-08,5.89,353.76,3.05,,1.33,599.3
1996-04-15,6.12,367.68,3.17,,1.38,2699.2
1996-04-22,6.41,385.08,3.32,,1.45,3112.3
1996-04-29,8.5,510.34,4.4,,1.92,9344.8
1996-05-06,6.94,416.39,3.59,,1.57,5641.7
1996-05-13,6.68,401.31,3.46,,1.51,2466.9
1996-05-20,7.59,455.83,3.93,,1.72,7325.8
1996-05-27,6.47,388.56,3.35,,1.46,2934.7
1996-06-03,6.22,373.48,3.22,,1.41,2047.3
1996-06-10,10.34,620.53,5.35,,2.34,25922.4
1996-06-17,9.52,571.82,4.93,,2.15,16611.5
1996-06-24,9.41,564.86,4.87,,2.13,7585.3
1996-07-01,7.77,466.27,4.02,,1.76,4184.2
1996-07-08,8.37,502.22,4.33,,1.89,4592.2
1996-07-15,9.14,548.62,4.73,,2.07,10399.3
1996-07-22,11.3,678.52,5.85,,2.55,21416.1
1996-07-29,11.17,670.4,5.78,,2.52,17542.6
1996-08-05,10.32,619.37,5.34,,2.33,7932.6
1996-08-12,11.59,695.92,6.0,,2.62,9963.0
1996-08-19,10.07,604.29,5.21,,2.28,5308.8
1996-08-26,7.65,459.31,3.96,,1.73,4003.6
1996-09-02,10.51,630.97,5.44,,2.38,7914.7
1996-09-09,9.52,571.82,4.93,,2.15,7208.2
1996-09-16,9.31,559.06,4.82,,2.1,2736.8
1996-09-23,9.27,556.74,4.8,,2.1,3570.8
1996-09-30,9.33,560.22,4.83,,2.11,2531.6
1996-10-07,10.74,644.89,5.56,,2.43,8457.8
1996-10-14,11.77,706.36,6.09,,2.66,15463.5
1996-10-21,13.93,836.27,7.21,,3.15,22750.2
1996-10-28,19.13,1148.27,9.9,,4.32,28803.7
1996-11-04,20.0,1200.47,10.35,,4.52,13301.2
1996-11-11,23.55,1413.88,12.19,,5.32,11332.8
1996-11-18,30.87,1853.47,15.98,,6.98,9851.0
1996-11-25,31.69,1902.19,16.4,,7.16,8258.9
1996-12-02,30.33,1821.0,15.7,,6.86,5342.8
1996-12-09,36.52,2192.15,18.9,,8.25,9263.6
1996-12-16,29.56,1774.6,15.3,,6.68,4870.8
1996-12-23,19.71,1183.07,10.2,,4.45,3627.2
1996-12-30,20.85,1251.5,10.79,,4.71,9849.8
1997-01-06,40.58,1096.08,9.45,,9.17,8273.6
1997-01-13,43.54,1176.11,10.14,,9.84,7127.0
1997-01-20,44.23,1194.67,10.3,,10.0,8664.6
1997-01-27,47.79,1290.94,11.13,,10.8,11527.7
1997-02-03,46.25,1249.18,10.77,,10.45,5249.9
1997-02-10,46.25,1249.18,10.77,,10.45,
1997-02-17,46.67,1260.78,10.87,,10.55,583.6
1997-02-24,43.15,1165.67,10.05,,9.75,5881.3
1997-03-03,51.74,1397.64,12.05,401.7,11.69,15943.6
1997-03-10,51.53,1391.84,12.0,400.0,11.65,10096.9
1997-03-17,51.78,1398.8,12.06,402.0,11.7,9927.6
1997-03-24,53.63,1448.68,12.49,416.3,12.12,9080.9
1997-03-31,57.67,1557.71,13.43,447.7,13.03,14945.5
1997-04-07,55.18,1490.43,12.85,428.3,12.47,8869.6
1997-04-14,52.82,1426.64,12.3,410.0,11.94,4917.5
1997-04-21,51.66,1395.32,12.03,401.0,11.68,3582.7
1997-04-28,47.45,1281.66,11.05,368.3,10.72,5937.9
1997-05-05,51.96,1403.44,12.1,403.3,11.74,3296.5
1997-05-12,63.98,1728.21,14.9,496.7,14.46,18861.9
1997-05-19,49.64,1340.81,11.56,385.3,11.22,8043.1
1997-05-26,40.11,1083.32,9.34,311.3,9.06,4028.8
1997-06-02,49.34,1332.69,11.49,383.0,11.15,4357.5
1997-06-09,50.15,1354.73,11.68,389.3,11.34,6831.8
1997-06-16,47.66,1287.46,11.1,370.0,10.77,3648.6
1997-06-23,52.43,1416.2,12.21,407.0,11.85,5609.3
1997-06-30,48.22,1302.53,11.23,374.3,10.9,3279.6
1997-07-07,37.1,1002.13,8.64,288.0,8.39,2613.0
1997-07-14,40.02,1081.0,9.32,310.7,9.05,2220.0
1997-07-21,38.9,1050.84,9.06,302.0,8.79,3381.6
1997-07-28,35.42,956.89,8.25,275.0,8.01,1798.4
1997-08-04,36.5,985.89,8.5,,8.25,1085.9
1997-08-11,34.61,934.85,8.06,,7.82,1252.3
1997-08-18,28.25,763.19,6.58,,6.39,1247.4
1997-08-25,29.97,809.59,6.98,,6.77,1019.1
1997-09-01,28.73,775.95,6.69,,6.49,3348.4
1997-09-08,31.6,853.66,7.36,,7.14,3009.1
1997-09-15,28.6,772.47,6.66,,6.46,2382.4
1997-09-22,29.41,794.51,6.85,,6.65,3317.4
1997-09-29,30.92,835.11,7.2,,6.99,3200.0
1997-10-06,33.54,905.86,7.81,,7.58,3535.6
1997-10-13,32.55,879.18,7.58,,7.36,4952.8
1997-10-20,35.85,968.49,8.35,,8.1,8173.8
1997-10-27,37.19,1004.45,8.66,,8.4,12927.6
1997-11-03,35.34,954.57,8.23,,7.99,4284.1
1997-11-10,34.48,931.38,8.03,,7.79,2712.2
1997-11-17,32.93,889.62,7.67,,7.44,1249.6
1997-11-24,29.71,802.63,6.92,,6.72,1138.8
1997-12-01,28.94,781.75,6.74,,6.54,780.0
1997-12-08,28.73,775.95,6.69,,6.49,1206.5
1997-12-15,27.91,753.92,6.5,,6.31,930.2
1997-12-22,24.78,669.24,5.77,,5.6,1296.6
1997-12-29,28.47,768.99,6.63,,6.43,2155.7
1998-01-05,-13.71,723.76,6.24,,-3.1,869.4
1998-01-12,-14.39,759.71,6.55,,-3.25,2048.0
1998-01-19,-14.61,771.31,6.65,,-3.3,5563.3
1998-01-26,-14.54,767.83,6.62,,-3.29,999.0
1998-02-02,-14.54,767.83,6.62,,-3.29,
1998-02-09,-14.94,788.71,6.8,,-3.38,297.9
1998-02-16,-15.11,797.99,6.88,,-3.42,1714.3
1998-02-23,-15.93,840.91,7.25,,-3.6,2819.2
1998-03-02,-14.24,751.6,6.48,,-3.22,1749.6
1998-03-09,-14.06,742.32,6.4,,-3.18,715.8
1998-03-16,-14.04,741.16,6.39,,-3.17,866.0
1998-03-23,-13.84,730.72,6.3,,-3.13,725.6
1998-03-30,-15.38,811.91,7.0,,-3.48,1996.5
1998-04-06,-16.65,879.18,7.58,,-3.77,4303.9
1998-04-13,-15.82,835.11,7.2,,-3.58,5736.5
1998-04-20,-16.17,853.66,7.36,,-3.66,1765.8
1998-04-27,-14.74,778.27,6.71,,-3.33,2363.5
1998-05-04,-14.06,742.32,6.4,,-3.18,2182.2
1998-05-11,-14.57,768.99,6.63,,-3.29,4088.8
1998-05-18,-13.8,728.4,6.28,,-3.12,2510.0
1998-05-25,-14.79,780.59,6.73,,-3.34,2604.4
1998-06-01,-14.41,760.87,6.56,,-3.26,2167.7
1998-06-08,-13.23,698.24,6.02,,-2.99,2883.6
1998-06-15,-12.54,662.29,5.71,,-2.84,1943.1
1998-06-22,-12.59,664.61,5.73,,-2.85,861.9
1998-06-29,-12.59,664.61,5.73,,-2.85,1761.5
1998-07-06,-12.72,671.56,5.79,,-2.88,918.3
1998-07-13,-13.29,701.72,6.05,,-3.01,1465.2
1998-07-20,-12.98,685.48,5.91,,-2.94,871.3
1998-07-27,-14.26,752.76,6.49,,-3.22,3908.1
1998-08-03,-14.41,760.87,6.56,,-3.26,1870.8
1998-08-10,-13.34,704.04,6.07,,-3.02,2439.3
1998-08-17,-11.69,617.05,5.32,,-2.64,1694.9
1998-08-24,-12.08,637.93,5.5,,-2.73,1706.4
1998-08-31,-11.89,627.49,5.41,,-2.69,1321.6
1998-09-07,-11.4,601.97,5.19,,-2.58,2421.4
1998-09-14,-12.85,678.52,5.85,,-2.91,2683.8
1998-09-21,-12.65,668.08,5.76,,-2.86,4058.2
1998-09-28,-12.54,662.29,5.71,,-2.84,1885.5
1998-10-05,-12.92,682.0,5.88,,-2.92,648.3
1998-10-12,-13.38,706.36,6.09,,-3.02,1714.3
1998-10-19,-14.96,789.87,6.81,,-3.38,6806.0
1998-10-26,-15.0,792.19,6.83,,-3.39,5325.4
1998-11-02,-14.9,786.39,6.78,,-3.37,6212.9
1998-11-09,-13.84,730.72,6.3,,-3.13,3424.0
1998-11-16,-14.37,758.55,6.54,,-3.25,2905.5
1998-11-23,-13.64,720.28,6.21,,-3.08,3070.4
1998-11-30,-12.96,684.32,5.9,,-2.93,1311.5
1998-12-07,-12.61,665.77,5.74,,-2.85,1479.5
1998-12-14,-11.34,598.49,5.16,,-2.56,1219.7
1998-12-21,-9.78,516.14,4.45,,-2.21,3406.7
1998-12-28,-9.86,520.78,4.49,,-2.23,3760.6
1999-01-04,-9.03,476.71,4.11,,-2.04,1571.4
1999-01-11,-9.78,516.14,4.45,,-2.21,3012.7
1999-01-18,-8.81,465.11,4.01,,-1.99,2179.0
1999-01-25,-9.07,479.03,4.13,,-2.05,2149.2
1999-02-01,-9.73,513.82,4.43,,-2.2,2686.3
1999-02-08,-8.22,433.79,3.74,,-1.86,3792.4
1999-02-15,-7.8,411.75,3.55,,-1.76,1315.0
1999-02-22,-7.8,411.75,3.55,,-1.76,
1999-03-01,-8.19,432.63,3.73,,-1.85,1931.2
1999-03-08,-9.16,483.67,4.17,,-2.07,7180.6
1999-03-15,-9.95,525.42,4.53,,-2.25,7654.6
1999-03-22,-10.68,563.7,4.86,,-2.41,7420.3
1999-03-29,-10.94,577.61,4.98,,-2.47,6088.4
1999-04-05,-10.98,579.93,5.0,,-2.48,5419.0
1999-04-12,-10.87,574.14,4.95,,-2.46,3920.0
1999-04-19,-10.19,538.18,4.64,,-2.3,5833.4
1999-04-26,-9.18,484.83,4.18,,-2.08,2740.5
1999-05-03,-9.34,492.94,4.25,,-2.11,1869.0
1999-05-10,-8.99,474.39,4.09,,-2.03,2371.4
1999-05-17,-8.57,452.35,3.9,,-1.94,1446.5
1999-05-24,-9.01,475.55,4.1,,-2.04,2848.4
1999-05-31,-9.16,483.67,4.17,,-2.07,5101.9
1999-06-07,-9.34,492.94,4.25,,-2.11,3060.2
1999-06-14,-11.12,586.89,5.06,,-2.51,7079.4
1999-06-21,-10.28,542.82,4.68,,-2.32,8349.9
1999-06-28,-10.44,550.94,4.75,,-2.36,8650.1
1999-07-05,-9.78,516.14,4.45,,-2.21,10357.6
1999-07-12,-9.21,485.99,4.19,,-2.08,4705.9
1999-07-19,-9.69,511.5,4.41,,-2.19,9092.0
1999-07-26,-9.75,514.98,4.44,,-2.21,4888.2
1999-08-02,-10.63,561.38,4.84,,-2.4,6688.6
1999-08-09,-11.73,619.37,5.34,,-2.65,6991.6
1999-08-16,-11.23,592.69,5.11,,-2.54,9546.4
1999-08-23,-11.78,621.69,5.36,,-2.66,5008.4
1999-08-30,-11.45,604.29,5.21,,-2.59,4481.4
1999-09-06,-11.58,611.25,5.27,,-2.62,4295.5
1999-09-13,-11.56,610.09,5.26,,-2.61,3684.8
1999-09-20,-13.71,723.76,6.24,,-3.1,10196.7
1999-09-27,-15.82,835.11,7.2,,-3.58,12668.8
1999-10-04,-15.8,833.95,7.19,,-3.57,7925.5
1999-10-11,-15.2,802.63,6.92,,-3.44,4030.0
1999-10-18,-14.06,742.32,6.4,,-3.18,8410.5
1999-10-25,-13.4,707.52,6.1,,-3.03,6890.5
1999-11-01,-13.29,701.72,6.05,,-3.01,4914.4
1999-11-08,-12.79,675.04,5.82,,-2.89,4396.2
1999-11-15,-12.08,637.93,5.5,,-2.73,1902.3
1999-11-22,-12.54,662.29,5.71,,-2.84,3428.5
1999-11-29,-12.15,641.41,5.53,,-2.75,1905.8
1999-12-06,-14.04,741.16,6.39,,-3.17,4610.4
1999-12-13,-14.46,763.19,6.58,,-3.27,8525.7
1999-12-20,-14.04,741.16,6.39,,-3.17,6263.6
1999-12-27,-11.73,619.37,5.34,,-2.65,5161.9
2000-01-03,-11.86,626.33,5.4,,-2.68,1598.9
2000-01-10,-12.94,683.16,5.89,,-2.93,6237.7
2000-01-17,-11.18,590.37,5.09,,-2.53,3928.8
2000-01-24,-10.02,528.9,4.56,,-2.27,6325.9
2000-01-31,-9.93,524.26,4.52,,-2.25,4390.8
2000-02-07,-9.93,524.26,4.52,,-2.25,
2000-02-14,-10.44,550.94,4.75,,-2.36,1137.1
2000-02-21,-11.14,588.05,5.07,,-2.52,6415.2
2000-02-28,-11.05,583.41,5.03,,-2.5,5461.3
2000-03-06,-11.47,605.45,5.22,,-2.59,8553.5
2000-03-13,-11.95,630.97,5.44,,-2.7,3748.9
2000-03-20,-11.82,624.01,5.38,,-2.67,4972.1
2000-03-27,-14.02,740.0,6.38,,-3.17,11590.1
2000-04-03,-14.76,779.43,6.72,,-3.34,11258.1
2000-04-10,-14.37,758.55,6.54,,-3.25,6969.1
2000-04-17,-13.91,734.2,6.33,,-3.14,4282.6
2000-04-24,-13.27,700.56,6.04,,-3.0,6491.1
2000-05-01,-13.34,704.04,6.07,,-3.02,4152.4
2000-05-08,-13.34,704.04,6.07,,-3.02,
2000-05-15,-12.68,669.24,5.77,,-2.87,9.8
2000-05-22,-12.04,635.61,5.48,,-2.72,26.0
2000-05-29,-11.45,604.29,5.21,,-2.59,119.7
2000-06-05,-11.45,604.29,5.21,,-2.59,
2000-06-12,-10.87,574.14,4.95,,-2.46,220.1
2000-06-19,-10.33,545.14,4.7,,-2.33,746.0
2000-06-26,-8.79,463.95,4.0,,-1.99,535.0
2000-07-03,-8.33,439.59,3.79,,-1.88,1000.4
2000-07-10,-8.33,439.59,3.79,,-1.88,759.5
2000-07-17,-8.74,461.63,3.98,,-1.98,347.6
2000-07-24,-9.18,484.83,4.18,,-2.08,269.7
2000-07-31,-9.64,509.18,4.39,,-2.18,233.7
2000-08-07,-10.13,534.7,4.61,,-2.29,240.5
2000-08-14,-10.63,561.38,4.84,,-2.4,317.1
