,MTBV,MV,P,PE,PTBV,VO
1992-07-06,,,,,,
1992-07-13,,,,,,
1992-07-20,,,,,,
1992-07-27,,,,,,
1992-08-03,,,,,,
1992-08-10,,,,,,
1992-08-17,,,,,,
1992-08-24,,,,,,
1992-08-31,,,,,,
1992-09-07,,,,,,
1992-09-14,,,,,,
1992-09-21,,,,,,
1992-09-28,,,,,,
1992-10-05,,,,,,
1992-10-12,,,,,,
1992-10-19,,,,,,
1992-10-26,,,,,,
1992-11-02,,,,,,
1992-11-09,,,,,,
1992-11-16,,,,,,
1992-11-23,,,,,,
1992-11-30,,,,,,
1992-12-07,,,,,,
1992-12-14,,,,,,
1992-12-21,,,,,,
1992-12-28,,,,,,
1993-01-04,,,,,,
1993-01-11,,,,,,
1993-01-18,,,,,,
1993-01-25,,,,,,
1993-02-01,,,,,,
1993-02-08,,,,,,
1993-02-15,,,,,,
1993-02-22,,,,,,
1993-03-01,,,,,,
1993-03-08,,,,,,
1993-03-15,,,,,,
1993-03-22,,,,,,
1993-03-29,,,,,,
1993-04-05,,,,,,
1993-04-12,,,,,,
1993-04-19,,,,,,
1993-04-26,,,,,,
1993-05-03,,,,,,
1993-05-10,,,,,,
1993-05-17,,,,,,
1993-05-24,,,,,,
1993-05-31,,,,,,
1993-06-07,,,,,,
1993-06-14,,,,,,
1993-06-21,,,,,,
1993-06-28,,,,,,
1993-07-05,,,,,,
1993-07-12,,,,,,
1993-07-19,,,,,,
1993-07-26,,,,,,
1993-08-02,,,,,,
1993-08-09,,,,,,
1993-08-16,,,,,,
1993-08-23,,,,,,
1993-08-30,,,,,,
1993-09-06,,,,,,
1993-09-13,,,,,,
1993-09-20,,,,,,
1993-09-27,,,,,,
1993-10-04,,,,,,
1993-10-11,,,,,,
1993-10-18,,,,,,
1993-10-25,,,,,,
1993-11-01,,,,,,
1993-11-08,,,,,,
1993-11-15,,,,,,
1993-11-22,,,,,,
1993-11-29,,,,,,
1993-12-06,,,,,,
1993-12-13,,,,,,
1993-12-20,,,,,,
1993-12-27,,,,,,
1994-01-03,,,,,,
1994-01-10,,,,,,
1994-01-17,,,,,,
1994-01-24,,,,,,
1994-01-31,,,,,,
1994-02-07,,,,,,
1994-02-14,,,,,,
1994-02-21,,,,,,
1994-02-28,,,,,,
1994-03-07,,,,,,
1994-03-14,,,,,,
1994-03-21,,,,,,
1994-03-28,,,,,,
1994-04-04,,,,,,
1994-04-11,,,,,,
1994-04-18,,,,,,
1994-04-25,,,,,,
1994-05-02,,,,,,
1994-05-09,,,,,,
1994-05-16,,,,,,
1994-05-23,,,,,,
1994-05-30,,,,,,
1994-06-06,,,,,,
1994-06-13,,,,,,
1994-06-20,,,,,,
1994-06-27,,,,,,
1994-07-04,,,,,,
1994-07-11,,,,,,
1994-07-18,,,,,,
1994-07-25,,,,,,
1994-08-01,,,,,,
1994-08-08,,,,,,
1994-08-15,,,,,,
1994-08-22,,,,,,
1994-08-29,,,,,,
1994-09-05,,,,,,
1994-09-12,,,,,,
1994-09-19,,,,,,
1994-09-26,,,,,,
1994-10-03,,,,,,
1994-10-10,,,,,,
1994-10-17,,,,,,
1994-10-24,,,,,,
1994-10-31,,,,,,
1994-11-07,,,,,,
1994-11-14,,,,,,
1994-11-21,,,,,,
1994-11-28,,,,,,
1994-12-05,,,,,,
1994-12-12,,,,,,
1994-12-19,,,,,,
1994-12-26,,,,,,
1995-01-02,,,,,,
1995-01-09,,,,,,
1995-01-16,,,,,,
1995-01-23,,,,,,
1995-01-30,,,,,,
1995-02-06,,,,,,
1995-02-13,,,,,,
1995-02-20,,,,,,
1995-02-27,,,,,,
1995-03-06,,,,,,
1995-03-13,,,,,,
1995-03-20,,,,,,
1995-03-27,,,,,,
1995-04-03,,,,,,
1995-04-10,,,,,,
1995-04-17,,,,,,
1995-04-24,,,,,,
1995-05-01,,,,,,
1995-05-08,,,,,,
1995-05-15,,,,,,
1995-05-22,,,,,,
1995-05-29,,,,,,
1995-06-05,,,,,,
1995-06-12,,,,,,
1995-06-19,,,,,,
1995-06-26,,,,,,
1995-07-03,,,,,,
1995-07-10,,,,,,
1995-07-17,,,,,,
1995-07-24,,,,,,
1995-07-31,,,,,,
1995-08-07,,,,,,
1995-08-14,,,,,,
1995-08-21,,,,,,
1995-08-28,,,,,,
1995-09-04,,,,,,
1995-09-11,,,,,,
1995-09-18,,,,,,
1995-09-25,,,,,,
1995-10-02,,,,,,
1995-10-09,,,,,,
1995-10-16,,,,,,
1995-10-23,,,,,,
1995-10-30,,,,,,
1995-11-06,,,,,,
1995-11-13,,,,,,
1995-11-20,,,,,,
1995-11-27,,,,,,
1995-12-04,,,,,,
1995-12-11,,,,,,
1995-12-18,,,,,,
1995-12-25,,,,,,
1996-01-01,,,,,,
1996-01-08,,,,,,
1996-01-15,,,,,,
1996-01-22,,,,,,
1996-01-29,,,,,,
1996-02-05,,,,,,
1996-02-12,,,,,,
1996-02-19,,,,,,
1996-02-26,,,,,,
1996-03-04,,,,,,
1996-03-11,,,,,,
1996-03-18,,,,,,
1996-03-25,,,,,,
1996-04-01,,,,,,
1996-04-08,,,,,,
1996-04-15,,,,,,
1996-04-22,,,,,,
1996-04-29,,,,,,
1996-05-06,,,,,,
1996-05-13,,,,,,
1996-05-20,,,,,,
1996-05-27,,,,,,
1996-06-03,,,,,,
1996-06-10,,,,,,
1996-06-17,,,,,,
1996-06-24,,,,,,
1996-07-01,,,,,,
1996-07-08,,,,,,
1996-07-15,,,,,,
1996-07-22,,,,,,
1996-07-29,,,,,,
1996-08-05,,,,,,
1996-08-12,,,,,,
1996-08-19,,,,,,
1996-08-26,,,,,,
1996-09-02,,,,,,
1996-09-09,,,,,,
1996-09-16,,,,,,
1996-09-23,,,,,,
1996-09-30,,,,,,
1996-10-07,,,,,,
1996-10-14,,,,,,
1996-10-21,,,,,,
1996-10-28,,,,,,
1996-11-04,,,,,,
1996-11-11,,1421.55,9.5,,,68282.2
1996-11-18,,1503.92,10.05,,,27344.6
1996-11-25,,1582.75,10.57,,,27889.9
1996-12-02,,1558.83,10.41,,,12751.5
1996-12-09,,1926.4,12.87,,,36158.7
1996-12-16,,1592.49,10.64,,,17379.2
1996-12-23,,1217.84,8.14,,,7867.4
1996-12-30,,1408.26,9.41,,,14707.8
1997-01-06,,1191.27,7.96,,,7652.6
1997-01-13,,1286.92,8.6,,,4946.5
1997-01-20,,1344.49,8.98,,,11107.9
1997-01-27,,1348.92,9.01,,,8575.6
1997-02-03,,1335.64,8.92,,,4917.9
1997-02-10,,1335.64,8.92,,,
1997-02-17,,1310.84,8.76,,,793.9
1997-02-24,,1250.61,8.36,,,6104.3
1997-03-03,,1425.98,9.53,48.8,,9526.3
1997-03-10,,1406.49,9.4,48.1,,7822.7
1997-03-17,,1572.12,10.5,53.8,,33459.0
1997-03-24,,1475.57,9.86,50.5,,14033.2
1997-03-31,,1619.94,10.82,55.4,,13459.3
1997-04-07,,1610.2,10.76,55.1,,16081.1
1997-04-14,,1603.12,10.71,54.8,,7849.2
1997-04-21,,1583.63,10.58,54.2,,5542.6
1997-04-28,,1688.14,11.28,57.8,,11650.2
1997-05-05,,1635.89,10.93,56.0,,5377.8
1997-05-12,,1640.32,10.96,56.1,,10669.2
1997-05-19,,1491.52,9.96,51.0,,6077.3
1997-05-26,,1309.95,8.75,44.8,,5070.0
1997-06-02,,1411.81,9.43,48.3,,3175.0
1997-06-09,,1317.92,8.8,45.1,,3229.6
1997-06-16,,1381.69,9.23,47.3,,3866.0
1997-06-23,,1304.55,8.72,45.3,,2510.4
1997-06-30,,1427.75,9.54,49.6,,5103.0
1997-07-07,,1166.38,7.79,40.5,,1782.1
1997-07-14,,1264.25,8.45,43.9,,2293.0
1997-07-21,,1266.55,8.46,44.0,,2548.5
1997-07-28,,1157.17,7.73,40.2,,1807.6
1997-08-04,,1202.07,8.03,41.8,,1060.8
1997-08-11,,1139.9,7.62,39.6,,1182.7
1997-08-18,,979.85,6.55,34.0,,1226.3
1997-08-25,,1098.45,7.34,38.2,,2347.5
1997-09-01,,1377.09,9.2,47.8,,11512.0
1997-09-08,,1421.99,9.5,49.4,,13041.0
1997-09-15,,1412.78,9.44,49.1,,5403.0
1997-09-22,,1351.76,9.03,47.0,,2810.3
1997-09-29,,1403.57,9.38,71.7,,3585.0
1997-10-06,,1527.92,10.21,78.1,,3131.7
1997-10-13,,1532.53,10.24,78.3,,6643.2
1997-10-20,,1600.46,10.69,81.8,,5838.8
1997-10-27,,1560.16,10.42,79.7,,4276.6
1997-11-03,,1583.19,10.58,80.9,,5001.7
1997-11-10,,1542.89,10.31,78.8,,2576.2
1997-11-17,,1519.86,10.15,77.6,,1374.4
1997-11-24,,1462.29,9.77,74.7,,776.3
1997-12-01,,1380.54,9.22,70.5,,507.7
1997-12-08,,1570.52,10.49,80.2,,2405.3
1997-12-15,,1517.56,10.14,77.5,,1717.4
1997-12-22,,1479.56,9.88,75.6,,2389.0
1997-12-29,,1541.74,10.3,78.8,,2376.9
1998-01-05,,1632.7,10.91,83.4,,6235.3
1998-01-12,,1662.64,11.11,84.9,,9230.0
1998-01-19,,1557.86,10.41,79.6,,3424.4
1998-01-26,,1531.38,10.23,78.2,,1226.0
1998-02-02,,1531.38,10.23,78.2,,
1998-02-09,,1556.71,10.4,79.5,,235.0
1998-02-16,,1549.8,10.35,79.2,,2327.6
1998-02-23,,1548.65,10.35,79.1,,2242.7
1998-03-02,,1555.55,10.39,79.5,,3534.4
1998-03-09,,1517.56,10.14,77.5,,876.2
1998-03-16,,1546.34,10.33,79.0,,1265.3
1998-03-23,,1508.35,10.08,77.1,,1247.0
1998-03-30,,1636.15,10.93,83.6,,2829.8
1998-04-06,,1707.54,11.41,87.2,,7065.0
1998-04-13,,1679.91,11.22,33.2,,4958.2
1998-04-20,,1715.6,11.46,33.9,,7648.9
1998-04-27,,1750.14,11.69,34.5,,5437.0
1998-05-04,,2052.96,13.72,40.5,,7348.9
1998-05-11,,1842.26,12.31,36.4,,6839.7
1998-05-18,,1936.67,12.94,38.2,,4301.7
1998-05-25,,1879.1,12.55,37.1,,3317.1
1998-06-01,,1933.22,12.92,38.2,,3434.0
1998-06-08,,1871.04,12.5,36.9,,3109.4
1998-06-15,,1770.87,11.83,35.0,,2361.9
1998-06-22,,1834.2,12.25,36.2,,2193.0
1998-06-29,,1749.79,11.69,34.5,,2661.5
1998-07-06,,1601.61,10.7,31.6,,1500.9
1998-07-13,,1685.43,11.26,33.3,,1488.4
1998-07-20,,1514.79,10.12,29.9,,1665.2
1998-07-27,,1736.32,11.6,34.3,,5820.4
1998-08-03,,1624.06,10.85,32.1,,4725.2
1998-08-10,,1847.09,12.34,36.5,,10822.7
1998-08-17,,1788.71,11.95,49.8,,10579.0
1998-08-24,,1977.31,13.21,55.0,,9036.3
1998-08-31,,1856.07,12.4,68.9,,6289.2
1998-09-07,,1769.25,11.82,65.7,,3368.2
1998-09-14,,1900.97,12.7,70.6,,4755.4
1998-09-21,,1939.89,12.96,72.0,,5260.5
1998-09-28,,2068.62,13.82,76.8,,8660.3
1998-10-05,,2077.6,13.88,77.1,,2172.9
1998-10-12,,2034.19,13.59,75.5,,2407.1
1998-10-19,,2150.94,14.37,79.8,,5021.2
1998-10-26,,2185.37,14.6,81.1,,4327.8
1998-11-02,,2119.51,14.16,78.7,,2851.3
1998-11-09,,2086.58,13.94,77.4,,2682.6
1998-11-16,,2243.75,14.99,83.3,,3569.7
1998-11-23,,2222.79,14.85,82.5,,3462.6
1998-11-30,,2215.31,14.8,82.2,,1337.3
1998-12-07,,2146.45,14.34,79.7,,1924.6
1998-12-14,,2083.59,13.92,77.3,,1060.2
1998-12-21,,1900.97,12.7,70.6,,3824.1
1998-12-28,,1903.97,12.72,70.7,,558.7
1999-01-04,6.36,1896.48,12.67,70.4,6.36,228.5
1999-01-11,6.42,1915.94,12.8,71.1,6.42,288.6
1999-01-18,6.72,2004.26,13.39,74.4,6.72,1024.9
1999-01-25,6.45,1923.43,12.85,71.4,6.45,1318.1
1999-02-01,6.66,1987.79,13.28,73.8,6.66,739.4
1999-02-08,6.69,1995.27,13.33,74.1,6.69,1146.0
1999-02-15,6.9,2059.64,13.76,76.4,6.9,136.1
1999-02-22,6.9,2059.64,13.76,76.4,6.9,
1999-03-01,6.93,2068.62,13.82,76.8,6.93,37.2
1999-03-08,6.86,2047.66,13.68,76.0,6.86,482.4
1999-03-15,6.64,1980.31,13.23,73.5,6.64,659.8
1999-03-22,6.38,1902.47,12.71,70.6,6.38,699.8
1999-03-29,6.38,1902.47,12.71,70.6,6.38,492.6
1999-04-05,6.14,1830.62,12.23,67.9,6.14,659.2
1999-04-12,5.82,1736.32,11.6,64.4,5.82,633.6
1999-04-19,6.35,1893.49,12.65,70.3,6.35,606.4
1999-04-26,6.34,1890.5,12.63,70.2,6.34,1128.2
1999-05-03,6.32,1886.01,12.6,70.0,6.32,930.7
1999-05-10,6.52,1945.88,13.0,72.2,6.52,798.1
1999-05-17,6.16,1836.61,12.27,68.2,6.16,284.9
1999-05-24,7.51,2239.26,14.96,83.1,7.51,3744.6
1999-05-31,6.92,2065.63,13.8,76.7,6.92,5733.3
1999-06-07,7.02,2094.06,13.99,77.7,7.02,3599.2
1999-06-14,7.12,2124.0,14.19,78.8,7.12,4788.0
1999-06-21,7.46,2224.29,14.86,82.6,7.46,6783.3
1999-06-28,8.54,2549.1,17.03,94.6,8.54,10768.6
1999-07-05,6.67,1990.78,13.3,73.9,6.67,5287.6
1999-07-12,6.67,1989.29,13.29,73.8,6.67,2842.6
1999-07-19,6.17,1841.1,12.3,68.3,6.17,1662.9
1999-07-26,6.52,1945.88,13.0,72.2,6.52,2473.4
1999-08-02,6.58,1963.84,13.12,72.9,6.58,1538.6
1999-08-09,7.21,2152.44,14.38,79.9,7.21,7010.0
1999-08-16,6.77,2020.72,13.5,75.0,6.77,1121.0
1999-08-23,7.08,2112.03,14.11,78.4,7.08,1245.6
1999-08-30,6.86,2046.17,13.67,57.0,6.86,4039.3
1999-09-06,7.43,2215.31,14.8,61.7,7.43,6630.2
1999-09-13,8.07,2408.4,16.09,67.0,8.07,9107.0
1999-09-20,7.36,2195.85,14.67,61.1,7.36,3959.5
1999-09-27,7.53,2246.74,15.01,62.5,7.53,2221.8
1999-10-04,7.27,2170.4,14.5,60.4,7.27,1014.5
1999-10-11,6.95,2073.11,13.85,57.7,6.95,379.0
1999-10-18,6.72,2005.75,13.4,55.8,6.72,1052.9
1999-10-25,6.4,1908.46,12.75,53.1,6.4,2119.2
1999-11-01,6.51,1941.39,12.97,54.0,6.51,1733.2
1999-11-08,6.37,1900.97,12.7,52.9,6.37,963.3
1999-11-15,6.04,1802.18,12.04,50.2,6.04,1018.3
1999-11-22,5.96,1778.23,11.88,49.5,5.96,1102.2
1999-11-29,5.92,1766.26,11.8,49.2,5.92,482.0
1999-12-06,5.77,1722.85,11.51,48.0,5.77,738.2
1999-12-13,6.02,1796.2,12.0,50.0,6.02,1280.9
1999-12-20,6.06,1806.67,12.07,50.3,6.06,2538.3
1999-12-27,5.82,1736.32,11.6,48.3,5.82,965.4
2000-01-03,5.27,1751.29,11.7,48.8,5.27,541.3
2000-01-10,5.93,1969.83,13.16,54.8,5.93,5302.3
2000-01-17,5.36,1781.23,11.9,49.6,5.36,2371.6
2000-01-24,5.86,1945.88,13.0,54.2,5.86,4099.4
2000-01-31,6.23,2068.62,13.82,57.6,6.23,7670.6
2000-02-07,6.23,2068.62,13.82,57.6,6.23,
2000-02-14,6.85,2275.18,15.2,63.3,6.85,3436.3
2000-02-21,6.58,2183.87,14.59,60.8,6.58,16991.9
2000-02-28,6.49,2155.43,14.4,60.0,6.49,5431.3
2000-03-06,6.11,2028.2,13.55,56.5,6.11,5849.5
2000-03-13,6.29,2088.08,13.95,58.1,6.29,4091.1
2000-03-20,6.05,2008.75,13.42,55.9,6.05,3010.9
2000-03-27,6.43,2134.48,14.26,59.4,6.43,4184.3
2000-04-03,6.73,2236.26,14.94,62.3,6.73,9241.9
2000-04-10,6.56,2177.89,14.55,60.6,6.56,5007.2
2000-04-17,6.49,2153.94,14.39,60.0,6.49,4086.1
2000-04-24,7.02,2332.06,15.58,64.9,7.02,9162.8
2000-05-01,7.3,2423.37,16.19,67.5,7.3,11216.8
2000-05-08,7.51,2493.72,16.66,69.4,7.51,2468.3
2000-05-15,6.48,2152.44,14.38,59.9,6.48,4828.5
2000-05-22,7.38,2450.31,16.37,68.2,7.38,6891.0
2000-05-29,7.81,2594.0,17.33,72.2,7.81,13640.8
2000-06-05,7.52,2498.21,16.69,69.5,7.52,6661.9
2000-06-12,7.73,2567.06,17.15,71.5,7.73,7821.0
2000-06-19,7.59,2520.66,16.84,70.2,7.59,3315.3
2000-06-26,7.84,2602.99,17.39,72.5,7.84,3270.5
2000-07-03,7.06,2344.04,15.66,65.3,7.06,4457.7
2000-07-10,7.13,2366.49,15.81,65.9,7.13,2544.0
2000-07-17,7.58,2517.67,16.82,70.1,7.58,3900.1
2000-07-24,7.22,2399.42,16.03,66.8,7.22,2269.7
2000-07-31,7.53,2499.71,16.7,69.6,7.53,1410.1
2000-08-07,7.62,2529.64,16.9,70.4,7.62,3255.0
2000-08-14,8.11,2692.79,17.99,75.0,8.11,7100.7
2000-08-21,7.8,2589.51,17.3,72.1,7.8,2985.3
2000-08-28,7.59,2520.66,16.84,70.2,7.59,2769.2
2000-09-04,7.21,2393.43,15.99,66.6,7.21,2478.1
2000-09-11,7.39,2454.8,16.4,68.3,7.39,1956.7
2000-09-18,7.31,2427.86,16.22,67.6,7.31,1844.6
2000-09-25,6.94,2303.62,15.39,64.1,6.94,1279.4
2000-10-02,7.05,2341.04,15.64,65.2,7.05,521.5
2000-10-09,6.95,2308.11,15.42,64.3,6.95,184.4
2000-10-16,6.66,2212.31,14.78,61.6,6.66,894.2
2000-10-23,6.96,2312.6,15.45,64.4,6.96,1757.8
2000-10-30,7.23,2402.41,16.05,66.9,7.23,2391.9
2000-11-06,7.26,2409.89,16.1,67.1,7.26,1846.8
2000-11-13,7.54,2505.69,16.74,69.8,7.54,2484.4
2000-11-20,7.66,2544.61,17.0,70.8,7.66,2953.6
2000-11-27,7.45,2474.26,16.53,68.9,7.45,2581.0
2000-12-04,7.97,2646.39,17.68,73.7,7.97,4524.4
2000-12-11,7.5,2490.72,16.64,69.3,7.5,2833.8
2000-12-18,7.88,2616.46,17.48,72.8,7.88,1351.7
2000-12-25,8.75,2905.34,19.41,80.9,8.75,8404.4
2001-01-01,8.78,2800.57,18.71,78.0,8.78,3862.8
2001-01-08,10.32,3291.53,21.99,91.6,10.32,15096.1
2001-01-15,8.91,2843.98,19.0,79.2,8.91,7223.5
2001-01-22,9.31,2969.71,19.84,82.7,9.31,3740.2
2001-01-29,9.31,2969.71,19.84,82.7,9.31,
2001-02-05,9.06,2890.38,19.31,80.5,9.06,597.9
2001-02-12,8.96,2858.94,19.1,79.6,8.96,3030.9
2001-02-19,8.92,2846.97,19.02,79.3,8.92,2194.3
2001-02-26,9.2,2933.78,19.6,81.7,9.2,3439.7
2001-03-05,9.38,2993.66,20.0,83.3,9.38,1609.7
2001-03-12,9.57,3053.53,20.4,85.0,9.57,2627.0
2001-03-19,9.85,3143.34,21.0,91.3,9.85,4570.3
2001-03-26,9.76,3114.9,20.81,90.5,9.76,3546.8
2001-04-02,9.98,3185.25,21.28,92.5,9.98,3510.2
2001-04-09,10.28,3279.55,21.91,95.3,10.28,4470.0
2001-04-16,10.55,3364.87,22.48,97.7,10.55,4619.7
2001-04-23,10.97,3501.08,23.39,101.7,10.97,11781.9
2001-04-30,10.54,3361.88,22.46,97.7,10.54,3560.9
2001-05-07,10.54,3361.88,22.46,97.7,10.54,
2001-05-14,10.98,3502.58,23.4,101.7,10.98,2715.3
2001-05-21,10.91,3481.63,23.26,101.1,10.91,5480.6
2001-05-28,10.79,3442.71,23.0,100.0,10.79,2443.2
2001-06-04,10.84,3459.17,23.11,100.5,10.84,7052.7
2001-06-11,10.18,3248.12,21.7,94.3,10.18,7781.4
2001-06-18,9.67,3084.96,20.61,89.6,9.67,4430.2
2001-06-25,9.96,3177.77,21.23,92.3,9.96,4530.2
2001-07-02,9.43,3010.12,20.11,87.4,9.43,4084.7
2001-07-09,9.35,2981.68,19.92,86.6,9.35,1680.7
2001-07-16,9.21,2939.77,19.64,85.4,9.21,1219.1
2001-07-23,9.08,2896.36,19.35,84.1,9.08,868.2
2001-07-30,7.76,2477.25,16.55,72.0,7.76,890.7
2001-08-06,7.58,2418.88,16.16,70.3,7.58,1157.1
2001-08-13,7.83,2499.71,16.7,72.6,7.83,875.6
2001-08-20,7.88,2514.67,16.8,73.0,7.88,658.0
2001-08-27,7.18,2291.65,15.31,66.6,7.18,708.6
2001-09-03,7.36,2348.53,15.69,68.2,7.36,647.8
2001-09-10,7.55,2409.89,16.1,70.0,7.55,1205.0
2001-09-17,7.09,2261.71,15.11,65.7,7.09,872.2
2001-09-24,7.06,2251.23,15.04,65.4,7.06,693.2
2001-10-01,6.52,2080.59,13.9,60.4,6.52,813.4
2001-10-08,6.05,1929.41,12.89,56.0,6.05,252.7
2001-10-15,6.28,2004.26,13.39,58.2,6.28,936.4
2001-10-22,5.95,1897.98,12.68,55.1,5.95,546.3
2001-10-29,6.37,2032.69,13.58,59.0,6.37,3009.1
2001-11-05,6.31,2014.73,13.46,58.5,6.31,892.6
2001-11-12,6.0,1915.94,12.8,55.7,6.0,633.2
2001-11-19,6.28,2004.26,13.39,58.2,6.28,528.2
2001-11-26,6.36,2029.7,13.56,59.0,6.36,1356.6
2001-12-03,6.93,2210.82,14.77,64.2,6.93,3378.8
2001-12-10,6.93,2210.82,14.77,64.2,6.93,3778.2
2001-12-17,6.45,2058.14,13.75,59.8,6.45,1625.0
2001-12-24,5.9,1883.01,12.58,54.7,5.9,1729.6
2001-12-31,5.96,1902.47,12.71,55.3,5.96,1433.7
2002-01-07,10.52,1829.13,12.22,53.1,10.52,113.4
2002-01-14,9.8,1704.89,11.39,49.5,9.8,967.1
2002-01-21,6.94,1206.44,8.06,35.0,6.94,3126.1
2002-01-28,7.17,1246.86,8.33,36.2,7.17,3279.4
2002-02-04,8.91,1549.22,10.35,45.0,8.91,6578.4
2002-02-11,8.68,1510.3,10.09,43.9,8.68,5511.4
2002-02-18,8.68,1510.3,10.09,43.9,8.68,
2002-02-25,8.86,1540.24,10.29,44.7,8.86,1698.4
2002-03-04,8.69,1511.8,10.1,43.9,8.69,5817.8
2002-03-11,10.35,1800.69,12.03,52.3,10.35,12592.5
2002-03-18,10.06,1749.79,11.69,50.8,10.06,7687.3
2002-03-25,10.14,1763.27,11.78,51.2,10.14,5311.5
2002-04-01,9.26,1610.59,10.76,46.8,9.26,2548.7
2002-04-08,9.62,1673.46,11.18,48.6,9.62,2410.6
2002-04-15,9.6,1668.97,11.15,48.5,9.6,2431.2
2002-04-22,9.36,1628.55,10.88,47.3,9.36,2229.1
2002-04-29,9.85,1713.87,11.45,49.8,9.85,2264.0
2002-05-06,9.73,1691.42,11.3,49.1,9.73,483.8
2002-05-13,10.06,1749.79,11.69,50.8,10.06,6152.6
2002-05-20,10.34,1797.69,12.01,52.2,10.34,7960.7
2002-05-27,10.6,1844.09,12.32,53.6,10.6,14164.6
2002-06-03,9.62,1673.46,11.18,48.6,9.62,4302.4
2002-06-10,9.64,1676.45,11.2,48.7,9.64,4540.9
2002-06-17,9.29,1615.08,10.79,46.9,9.29,5195.8
2002-06-24,10.57,1838.11,12.28,53.4,10.57,7188.8
2002-07-01,10.93,1900.97,12.7,55.2,10.93,15493.4
2002-07-08,10.84,1886.01,12.6,54.8,10.84,2816.6
2002-07-15,10.32,1794.7,11.99,,10.32,2567.1
2002-07-22,10.45,1817.15,12.14,,10.45,1439.3
2002-07-29,10.11,1758.78,11.75,,10.11,1233.7
2002-08-05,10.04,1745.3,11.66,,10.04,740.8
2002-08-12,9.71,1688.42,11.28,,9.71,968.0
2002-08-19,9.6,1670.46,11.16,,9.61,593.1
2002-08-26,9.75,1695.91,11.33,,9.75,2167.3
2002-09-02,10.14,1763.27,11.78,,10.14,2559.9
2002-09-09,9.86,1715.37,11.46,,9.86,1493.2
2002-09-16,9.58,1665.97,11.13,,9.58,1271.6
2002-09-23,9.6,1670.46,11.16,,9.61,895.7
