,MTBV,MV,P,PE,PTBV,VO
1992-07-06,,,,,,
1992-07-13,,,,,,
1992-07-20,,,,,,
1992-07-27,,,,,,
1992-08-03,,,,,,
1992-08-10,,,,,,
1992-08-17,,,,,,
1992-08-24,,,,,,
1992-08-31,,,,,,
1992-09-07,,,,,,
1992-09-14,,,,,,
1992-09-21,,,,,,
1992-09-28,,,,,,
1992-10-05,,,,,,
1992-10-12,,,,,,
1992-10-19,,,,,,
1992-10-26,,,,,,
1992-11-02,,,,,,
1992-11-09,,,,,,
1992-11-16,,,,,,
1992-11-23,,,,,,
1992-11-30,,,,,,
1992-12-07,,,,,,
1992-12-14,,,,,,
1992-12-21,,,,,,
1992-12-28,,,,,,
1993-01-04,,,,,,
1993-01-11,,,,,,
1993-01-18,,,,,,
1993-01-25,,,,,,
1993-02-01,,,,,,
1993-02-08,,,,,,
1993-02-15,,,,,,
1993-02-22,,,,,,
1993-03-01,,,,,,
1993-03-08,,,,,,
1993-03-15,,,,,,
1993-03-22,,,,,,
1993-03-29,,,,,,
1993-04-05,,,,,,
1993-04-12,,,,,,
1993-04-19,,,,,,
1993-04-26,,,,,,
1993-05-03,,,,,,
1993-05-10,,,,,,
1993-05-17,,,,,,
1993-05-24,,,,,,
1993-05-31,,,,,,
1993-06-07,,,,,,
1993-06-14,,,,,,
1993-06-21,,,,,,
1993-06-28,,,,,,
1993-07-05,,,,,,
1993-07-12,,,,,,
1993-07-19,,,,,,
1993-07-26,,,,,,
1993-08-02,,,,,,
1993-08-09,,,,,,
1993-08-16,,,,,,
1993-08-23,,,,,,
1993-08-30,,,,,,
1993-09-06,,,,,,
1993-09-13,,,,,,
1993-09-20,,,,,,
1993-09-27,,,,,,
1993-10-04,,,,,,
1993-10-11,,,,,,
1993-10-18,,,,,,
1993-10-25,,,,,,
1993-11-01,,,,,,
1993-11-08,,,,,,
1993-11-15,,,,,,
1993-11-22,,,,,,
1993-11-29,,,,,,
1993-12-06,,,,,,
1993-12-13,,,,,,
1993-12-20,,435.2,0.73,,,46361.1
1993-12-27,,425.0,0.72,,,16638.8
1994-01-03,,387.6,0.65,,,29526.3
1994-01-10,,435.2,0.73,,,128723.6
1994-01-17,,394.4,0.67,,,65533.8
1994-01-24,,401.2,0.68,,,38264.4
1994-01-31,,363.8,0.61,,,23791.8
1994-02-07,,418.2,0.71,,,84698.6
1994-02-14,,377.4,0.64,,,17612.9
1994-02-21,,363.8,0.61,,,29654.4
1994-02-28,,380.8,0.64,,,109251.1
1994-03-07,,370.6,0.63,,,22238.2
1994-03-14,,377.4,0.64,,,19909.0
1994-03-21,,360.4,0.61,,,21363.3
1994-03-28,,333.2,0.56,,,14480.4
1994-04-04,,306.0,0.52,23.7,,16610.9
1994-04-11,,306.0,0.52,23.7,,37056.6
1994-04-18,,272.0,0.46,21.1,,33139.8
1994-04-25,,241.4,0.41,18.7,,74302.3
1994-05-02,,261.8,0.44,20.3,,54382.0
1994-05-09,,275.4,0.46,21.3,,93567.4
1994-05-16,,276.76,0.47,21.4,,66929.7
1994-05-23,,265.2,0.45,20.5,,23223.7
1994-05-30,,243.44,0.41,18.8,,29212.6
1994-06-06,,223.72,0.38,17.3,,49272.3
1994-06-13,,203.32,0.34,15.7,,10766.6
1994-06-20,,204.68,0.35,15.8,,23094.7
1994-06-27,,194.48,0.33,15.1,,9349.8
1994-07-04,,187.0,0.32,14.5,,7223.6
1994-07-11,,180.2,0.3,13.9,,2293.4
1994-07-18,,166.6,0.28,12.9,,6185.0
1994-07-25,,153.0,0.26,11.8,,8554.2
1994-08-01,,191.76,0.32,14.8,,46143.3
1994-08-08,,263.16,0.44,20.4,,212604.9
1994-08-15,,265.2,0.45,20.5,,186353.2
1994-08-22,,263.16,0.44,20.4,,134015.4
1994-08-29,,233.92,0.39,18.1,,53088.1
1994-09-05,,410.04,0.69,31.7,,241351.3
1994-09-12,,442.0,0.75,34.2,,357918.4
1994-09-19,,408.0,0.69,31.6,,106868.8
1994-09-26,,432.48,0.73,33.5,,124841.6
1994-10-03,,369.24,0.62,28.6,,241812.3
1994-10-10,,366.86,0.6,27.9,,230914.0
1994-10-17,,299.68,0.49,22.8,,100132.7
1994-10-24,,312.05,0.51,23.7,,71403.3
1994-10-31,,285.53,0.47,21.7,,58017.9
1994-11-07,,291.72,0.48,22.1,,22753.8
1994-11-14,,294.37,0.48,22.3,,31192.7
1994-11-21,,281.11,0.46,21.3,,16074.8
1994-11-28,,273.16,0.45,20.7,,21762.5
1994-12-05,,270.5,0.45,20.5,,24238.2
1994-12-12,,257.24,0.42,19.5,,17843.6
1994-12-19,,284.65,0.47,21.6,,136495.2
1994-12-26,,270.5,0.45,20.5,,37175.8
1995-01-02,,276.69,0.46,21.0,,13627.3
1995-01-09,,268.74,0.44,20.4,,10896.0
1995-01-16,,247.52,0.41,18.8,,10770.3
1995-01-23,,243.1,0.4,18.5,,9393.0
1995-01-30,,251.06,0.41,19.1,,7262.9
1995-02-06,,251.06,0.41,19.1,,
1995-02-13,,250.17,0.41,19.0,,1069.5
1995-02-20,,247.52,0.41,18.8,,2777.2
1995-02-27,,258.13,0.43,19.6,,23782.1
1995-03-06,,274.92,0.45,20.9,,14305.3
1995-03-13,,276.69,0.46,21.0,,90880.4
1995-03-20,,265.2,0.44,20.1,,20173.0
1995-03-27,,272.27,0.45,20.7,,16542.6
1995-04-03,,267.85,0.44,21.6,,6969.6
1995-04-10,,272.27,0.45,22.0,,10205.7
1995-04-17,,259.01,0.43,20.9,,8275.4
1995-04-24,,245.75,0.4,19.9,,6554.7
1995-05-01,,236.03,0.39,19.1,,12481.5
1995-05-08,,228.07,0.38,18.4,,4335.9
1995-05-15,,227.19,0.37,18.4,,4985.0
1995-05-22,,342.99,0.56,27.7,,128219.8
1995-05-29,,268.74,0.44,21.7,,58322.2
1995-06-05,,259.9,0.43,21.0,,9158.8
1995-06-12,,258.13,0.43,20.9,,8697.9
1995-06-19,,245.75,0.4,19.9,,12327.6
1995-06-26,,256.36,0.42,20.7,,6601.4
1995-07-03,,242.22,0.4,19.6,,6907.7
1995-07-10,,251.94,0.41,20.4,,7842.6
1995-07-17,,253.71,0.42,20.5,,8267.2
1995-07-24,,258.13,0.43,20.9,,32347.4
1995-07-31,,251.94,0.41,20.4,,6147.3
1995-08-07,,257.24,0.42,20.8,,4522.0
1995-08-14,,314.7,0.52,25.4,,87483.6
1995-08-21,,316.47,0.52,25.6,,268199.8
1995-08-28,,274.04,0.45,22.1,,55323.8
1995-09-04,,278.46,0.46,22.5,,19573.3
1995-09-11,,281.11,0.46,22.7,,20452.6
1995-09-18,,309.4,0.51,25.0,,73336.3
1995-09-25,,278.46,0.46,22.5,,34961.2
1995-10-02,,274.04,0.45,28.2,,22900.8
1995-10-09,,273.16,0.45,28.1,,12130.4
1995-10-16,,277.13,0.46,28.5,,16488.8
1995-10-23,,296.58,0.49,30.5,,45646.6
1995-10-30,,289.77,0.48,29.8,,39676.1
1995-11-06,,291.72,0.48,30.0,,12592.8
1995-11-13,,277.13,0.46,28.5,,8829.8
1995-11-20,,281.02,0.46,28.9,,4382.4
1995-11-27,,268.38,0.44,27.6,,295013.4
1995-12-04,,264.49,0.44,27.2,,762351.6
1995-12-11,,262.55,0.43,27.0,,56223.0
1995-12-18,,251.85,0.41,25.9,,4506.5
1995-12-25,,250.88,0.41,25.8,,5501.8
1996-01-01,,249.91,0.41,25.7,,2864.9
1996-01-08,,239.21,0.39,24.6,,4486.9
1996-01-15,,242.13,0.4,24.9,,4631.1
1996-01-22,,229.49,0.38,23.6,,4013.5
1996-01-29,,235.32,0.39,24.2,,2365.1
1996-02-05,,228.51,0.38,23.5,,2287.5
1996-02-12,,227.54,0.37,23.4,,2007.0
1996-02-19,,234.35,0.39,24.1,,2748.3
1996-02-26,,234.35,0.39,24.1,,
1996-03-04,,246.99,0.41,25.4,,2205.3
1996-03-11,,232.4,0.38,23.9,,4713.0
1996-03-18,,231.43,0.38,23.8,,2971.3
1996-03-25,,233.38,0.38,24.0,,1981.4
1996-04-01,,230.46,0.38,23.7,,1911.2
1996-04-08,,233.38,0.38,24.0,,4947.9
1996-04-15,,246.02,0.41,25.3,,12546.2
1996-04-22,,272.27,0.45,28.0,,38675.4
1996-04-29,,301.44,0.5,31.0,,102533.3
1996-05-06,,290.75,0.48,29.9,,64979.4
1996-05-13,,270.33,0.45,27.8,,28302.1
1996-05-20,,300.47,0.49,30.9,,78291.8
1996-05-27,,257.69,0.42,26.5,,31976.4
1996-06-03,,255.74,0.42,26.3,,16935.0
1996-06-10,,266.44,0.44,34.3,,30077.1
1996-06-17,,283.94,0.47,36.5,,172797.5
1996-06-24,,299.5,0.49,38.5,,79361.3
1996-07-01,,280.05,0.46,36.0,,112711.9
1996-07-08,,298.53,0.49,38.4,,58224.0
1996-07-15,,336.45,0.55,43.3,,214577.4
1996-07-22,,447.3,0.74,57.5,,291615.2
1996-07-29,,407.44,0.67,52.4,,169573.9
1996-08-05,,408.41,0.67,52.5,,143876.1
1996-08-12,,492.03,0.81,63.3,,294359.3
1996-08-19,,427.86,0.7,55.0,,100311.6
1996-08-26,,320.89,0.53,41.3,,92537.7
1996-09-02,,408.41,0.67,52.5,,153683.4
1996-09-09,,380.21,0.63,48.9,,137032.1
1996-09-16,,396.74,0.65,51.0,,91151.0
1996-09-23,,409.38,0.67,52.6,,157705.8
1996-09-30,,396.74,0.65,51.0,,60930.0
1996-10-07,,452.17,0.74,58.1,,119546.6
1996-10-14,,512.45,0.84,65.9,,245617.4
1996-10-21,,583.44,0.96,75.0,,313211.6
1996-10-28,,632.06,1.04,81.3,,231631.2
1996-11-04,,676.79,1.11,87.0,,253553.8
1996-11-11,,598.03,0.98,76.9,,84201.1
1996-11-18,,858.63,1.41,110.4,,367466.3
1996-11-25,,798.34,1.31,102.6,,277362.3
1996-12-02,,809.04,1.33,104.0,,105952.7
1996-12-09,,845.02,1.39,108.6,,183971.3
1996-12-16,,688.46,1.13,88.5,,112283.9
1996-12-23,,424.94,0.7,54.6,,52582.1
1996-12-30,,455.08,0.75,58.5,,113892.3
1997-01-06,,417.16,0.69,53.6,,89260.9
1997-01-13,,481.34,0.79,61.9,,94895.0
1997-01-20,,475.5,0.78,61.1,,84853.6
1997-01-27,,485.23,0.8,62.4,,84097.8
1997-02-03,,484.25,0.8,62.3,,89301.1
1997-02-10,,484.25,0.8,62.3,,
1997-02-17,,493.98,0.81,63.5,,10869.8
1997-02-24,,523.15,0.86,67.3,,188786.9
1997-03-03,,568.85,0.94,292.5,,187162.6
1997-03-10,,582.47,0.96,299.5,,148966.2
1997-03-17,,571.77,0.94,294.0,,72603.9
1997-03-24,,568.85,0.94,292.5,,67457.9
1997-03-31,,755.55,1.24,388.5,,309250.2
1997-04-07,,814.87,1.34,419.0,,387688.0
1997-04-14,,837.24,1.38,430.5,,183047.1
1997-04-21,,818.76,1.35,421.0,,76222.8
1997-04-28,,730.27,1.2,375.5,,206755.9
1997-05-05,,761.39,1.25,391.5,,62099.0
1997-05-12,,850.85,1.4,437.5,,155844.1
1997-05-19,,825.57,1.36,424.5,,313224.6
1997-05-26,,657.34,1.08,338.0,,109932.1
1997-06-02,,828.48,1.36,426.0,,109534.9
1997-06-09,,748.75,1.23,385.0,,87548.6
1997-06-16,,829.46,1.37,426.5,,59053.5
1997-06-23,,812.93,1.34,418.0,,111721.1
1997-06-30,,805.15,1.33,414.0,,69287.0
1997-07-07,,703.04,1.16,361.5,,24699.3
1997-07-14,,789.59,1.3,406.0,,43761.7
1997-07-21,,796.4,1.31,409.5,,89309.9
1997-07-28,,753.61,1.24,387.5,,53611.1
1997-08-04,,814.87,1.34,46.6,,50318.2
1997-08-11,,936.42,1.54,53.5,,300686.6
1997-08-18,,780.84,1.29,44.6,,185702.7
1997-08-25,,877.1,1.44,50.1,,134388.6
1997-09-01,,876.13,1.44,50.1,,124773.8
1997-09-08,,1001.57,1.65,57.2,,145856.6
1997-09-15,,895.58,1.47,51.2,,181905.1
1997-09-22,,833.35,1.37,47.6,,50021.5
1997-09-29,,784.73,1.29,44.8,,79121.4
1997-10-06,,784.73,1.29,44.8,,14367.3
1997-10-13,,820.71,1.35,46.9,,37141.1
1997-10-20,,871.27,1.43,49.8,,53715.2
1997-10-27,,883.91,1.46,50.5,,94482.9
1997-11-03,,911.14,1.5,52.1,,126913.9
1997-11-10,,932.53,1.54,53.3,,63057.1
1997-11-17,,892.66,1.47,51.0,,60928.7
1997-11-24,,740.97,1.22,42.3,,101383.3
1997-12-01,,700.13,1.15,40.0,,42539.4
1997-12-08,,689.43,1.14,39.4,,38382.6
1997-12-15,,714.71,1.18,40.8,,37346.7
1997-12-22,,725.41,1.19,41.4,,28101.7
1997-12-29,,778.89,1.28,44.5,,56828.6
1998-01-05,,764.31,1.26,43.7,,14660.0
1998-01-12,,792.51,1.31,45.3,,61965.2
1998-01-19,,883.91,1.46,50.5,,170513.1
1998-01-26,,907.25,1.49,51.8,,58268.6
1998-02-02,,907.25,1.49,51.8,,
1998-02-09,,922.81,1.52,52.7,,13579.8
1998-02-16,,897.52,1.48,51.3,,69198.4
1998-02-23,,890.72,1.47,50.9,,38052.7
1998-03-02,,890.72,1.47,50.9,,74689.9
1998-03-09,,942.26,1.55,53.8,,88733.1
1998-03-16,,988.93,1.63,56.5,,44304.4
1998-03-23,,954.9,1.57,54.6,,81611.6
1998-03-30,,1036.58,1.71,59.2,,67084.3
1998-04-06,,1156.18,1.9,66.1,,165123.5
1998-04-13,,1324.41,2.18,75.7,,152937.7
1998-04-20,,1078.39,1.78,61.6,,149440.8
1998-04-27,,1077.42,1.77,61.6,,68124.0
1998-05-04,,1160.07,1.91,66.3,,38405.3
1998-05-11,,1129.93,1.86,64.6,,49020.7
1998-05-18,,1212.58,2.0,69.3,,59974.9
1998-05-25,,1277.73,2.1,54.8,,61352.8
1998-06-01,,1269.95,2.09,54.4,,38020.3
1998-06-08,,1239.81,2.04,53.1,,35757.0
1998-06-15,,1280.65,2.11,54.9,,32675.7
1998-06-22,,1382.75,2.28,59.3,,34424.1
1998-06-29,,1344.83,2.21,57.6,,37416.1
1998-07-06,,1408.03,2.32,60.3,,33173.8
1998-07-13,,1421.65,2.34,60.9,,64022.1
1998-07-20,,1390.92,2.29,59.6,,59256.0
1998-07-27,,1413.09,2.33,60.6,,57540.1
1998-08-03,,1457.43,2.4,62.5,,50771.7
1998-08-10,,1421.26,2.34,60.9,,34314.8
1998-08-17,,1277.73,2.1,54.8,,53093.8
1998-08-24,,1416.59,2.33,60.7,,23784.4
1998-08-31,,1476.1,2.43,63.3,,37248.3
1998-09-07,,1460.93,2.41,62.6,,32660.3
1998-09-14,,1695.48,2.79,72.7,,70987.0
1998-09-21,,1816.83,2.99,77.9,,51360.5
1998-09-28,,1933.52,3.18,82.9,,67819.9
1998-10-05,,2035.04,3.35,72.7,,79714.4
1998-10-12,,2043.21,3.36,73.0,,19554.3
1998-10-19,,2084.05,3.43,74.4,,35006.9
1998-10-26,,2417.77,3.98,86.3,,100762.5
1998-11-02,,2315.09,3.81,82.7,,63613.9
1998-11-09,,2281.25,3.76,81.5,,30945.7
1998-11-16,,2267.25,3.73,81.0,,27024.8
1998-11-23,,2234.57,3.68,79.8,,31997.4
1998-11-30,,2102.72,3.46,75.1,,19345.5
1998-12-07,,1973.19,3.25,70.5,,20101.5
1998-12-14,,1878.68,3.09,67.1,,10569.3
1998-12-21,,2030.37,3.34,72.5,,25817.0
1998-12-28,,2051.37,3.38,73.2,,16276.5
1999-01-04,5.77,2046.71,3.37,73.1,5.77,6861.4
1999-01-11,5.76,2042.04,3.36,72.9,5.76,14468.6
1999-01-18,5.8,2057.21,3.39,73.5,5.8,15873.0
1999-01-25,6.09,2158.73,3.56,77.1,6.09,21941.4
1999-02-01,6.01,2130.72,3.51,76.1,6.01,25612.9
1999-02-08,6.13,2173.9,3.58,77.6,6.13,28748.5
1999-02-15,6.25,2214.74,3.65,79.1,6.25,4638.6
1999-02-22,6.25,2214.74,3.65,79.1,6.25,
1999-03-01,6.2,2197.23,3.62,78.5,6.2,4306.1
1999-03-08,6.26,2219.4,3.66,79.3,6.26,17067.2
1999-03-15,6.36,2253.24,3.71,80.5,6.36,16439.5
1999-03-22,7.28,2578.8,4.25,92.1,7.28,21891.0
1999-03-29,7.72,2735.16,4.5,97.7,7.72,36567.4
1999-04-05,7.64,2708.33,4.46,96.7,7.64,15926.2
1999-04-12,7.79,2760.83,4.55,98.6,7.79,27241.6
1999-04-19,8.09,2865.86,4.72,102.3,8.09,34986.6
1999-04-26,7.7,2728.16,4.49,97.4,7.7,20728.7
1999-05-03,8.36,2961.54,4.88,105.8,8.36,15777.8
1999-05-10,8.88,3148.24,5.18,24.5,8.88,14603.8
1999-05-17,9.38,3325.6,5.48,25.9,9.38,25328.9
1999-05-24,9.61,3405.42,5.61,26.5,9.61,48097.7
1999-05-31,12.1,4290.02,7.06,33.4,12.1,37599.0
1999-06-07,12.01,4256.77,7.01,33.1,12.01,14297.7
1999-06-14,11.87,4205.77,6.93,32.7,11.87,11936.4
1999-06-21,14.73,5221.19,8.6,40.6,14.73,15344.3
1999-06-28,14.13,5006.13,8.24,38.9,14.13,33597.3
1999-07-05,13.96,4948.49,8.15,38.5,13.96,14907.6
1999-07-12,14.21,5037.18,8.3,39.2,14.21,5928.5
1999-07-19,14.01,4966.23,8.18,38.6,14.01,18609.8
1999-07-26,15.01,5320.96,8.76,41.4,15.01,20464.8
1999-08-02,14.81,5247.8,8.64,40.8,14.81,7940.0
1999-08-09,14.83,5256.67,8.66,40.9,14.83,5862.0
1999-08-16,14.92,5287.7,8.71,41.1,14.92,5354.3
1999-08-23,14.55,5156.9,8.49,40.1,14.55,6390.6
1999-08-30,13.53,4795.52,7.9,37.3,13.53,8988.5
1999-09-06,14.79,5243.36,8.63,55.0,14.79,10653.8
1999-09-13,14.92,5287.7,8.71,55.5,14.92,23367.3
1999-09-20,14.39,5099.25,8.4,53.5,14.39,14559.4
1999-09-27,13.82,4897.5,8.07,51.4,13.82,9775.3
1999-10-04,14.56,5159.11,8.5,54.1,14.56,7342.0
1999-10-11,14.69,5207.89,8.58,54.6,14.69,5999.4
1999-10-18,14.69,5205.67,8.57,54.6,14.69,10277.3
1999-10-25,14.32,5074.87,8.36,53.2,14.32,9507.4
1999-11-01,14.38,5097.04,8.39,53.5,14.38,10310.4
1999-11-08,14.28,5059.35,8.33,53.1,14.28,9073.9
1999-11-15,14.42,5110.34,8.42,53.6,14.42,11030.7
1999-11-22,14.34,5083.73,8.37,53.3,14.34,6003.5
1999-11-29,14.28,5061.56,8.34,53.1,14.28,12531.3
1999-12-06,14.15,5015.0,8.26,52.6,14.15,9288.5
1999-12-13,13.82,4897.5,8.07,51.4,13.82,9884.5
1999-12-20,14.28,5061.56,8.34,53.1,14.28,11000.3
1999-12-27,14.18,5026.09,8.28,52.7,14.18,19643.3
2000-01-03,5.4,5081.52,8.37,53.3,5.55,5803.7
2000-01-10,5.54,5214.54,8.59,54.7,5.7,6178.1
2000-01-17,5.44,5123.64,8.44,53.7,5.6,10522.9
2000-01-24,5.77,5427.38,8.94,56.9,5.93,11979.0
2000-01-31,5.87,5527.15,9.1,58.0,6.04,4116.7
2000-02-07,5.87,5527.15,9.1,58.0,6.04,
2000-02-14,6.44,6057.03,9.97,63.5,6.62,1884.7
2000-02-21,7.87,7411.66,12.21,77.7,8.09,16330.1
2000-02-28,7.62,7172.21,11.81,75.2,7.83,12060.6
2000-03-06,6.38,6001.6,9.88,63.0,6.55,12376.0
2000-03-13,6.18,5817.58,9.58,61.0,6.35,12953.7
2000-03-20,6.62,6229.96,10.26,65.3,6.8,14342.0
2000-03-27,6.56,6176.75,10.17,64.8,6.75,8501.1
2000-04-03,6.85,6447.23,10.62,67.6,7.04,11419.1
2000-04-10,6.49,6112.45,10.07,64.1,6.68,10440.3
2000-04-17,6.64,6252.13,10.3,65.6,6.83,15169.1
2000-04-24,6.45,6074.76,10.0,63.7,6.63,17021.7
2000-05-01,6.83,6431.71,10.59,67.5,7.02,13300.1
2000-05-08,6.83,6431.71,10.59,67.5,7.02,
2000-05-15,6.74,6340.81,10.44,66.5,6.93,8902.5
2000-05-22,7.09,6675.59,10.99,70.0,7.29,9251.5
2000-05-29,7.23,6801.96,11.2,71.3,7.43,12795.0
2000-06-05,7.39,6957.16,11.46,73.0,7.6,15393.6
2000-06-12,7.7,7245.38,11.93,76.0,7.91,11971.8
2000-06-19,7.54,7094.62,11.68,74.4,7.75,10903.6
2000-06-26,7.81,7354.01,12.11,77.1,8.03,44730.4
2000-07-03,7.59,7147.82,11.77,75.0,7.81,8837.3
2000-07-10,7.36,6928.34,11.41,72.7,7.57,11107.3
2000-07-17,7.5,7061.36,11.63,74.1,7.71,14527.3
2000-07-24,7.55,7105.7,11.7,74.5,7.76,7543.4
2000-07-31,7.65,7203.25,11.86,75.6,7.87,9099.2
2000-08-07,7.67,7216.55,11.88,75.7,7.88,7876.8
2000-08-14,7.7,7249.81,11.94,76.0,7.92,7842.5
2000-08-21,7.55,7110.13,11.71,74.6,7.77,8432.9
2000-08-28,8.1,7620.34,12.21,77.8,8.1,21231.1
2000-09-04,8.11,7635.94,12.23,77.9,8.11,21570.4
2000-09-11,8.3,7807.6,12.51,79.7,8.3,6019.8
2000-09-18,8.34,7849.21,12.58,80.1,8.34,7493.9
2000-09-25,8.33,7838.81,12.56,80.0,8.33,7370.1
2000-10-02,8.25,7763.38,12.44,79.2,8.25,12554.1
2000-10-09,8.21,7724.38,12.38,78.8,8.21,491.2
2000-10-16,8.08,7602.13,12.18,77.6,8.08,12241.3
2000-10-23,8.18,7698.36,12.33,78.6,8.18,11435.5
2000-10-30,8.23,7745.18,12.41,79.0,8.23,14895.8
2000-11-06,8.27,7784.19,12.47,79.4,8.27,7980.8
2000-11-13,8.32,7828.4,12.54,79.9,8.32,11850.2
2000-11-20,8.38,7883.02,12.63,80.4,8.38,6397.1
2000-11-27,8.43,7935.04,12.71,81.0,8.43,8524.7
2000-12-04,8.45,7950.64,12.74,81.1,8.45,6883.9
2000-12-11,8.44,7948.04,12.73,81.1,8.44,9582.6
2000-12-18,8.53,8028.66,12.86,81.9,8.53,12836.0
2000-12-25,8.43,7937.64,12.72,81.0,8.43,14706.4
2001-01-01,8.5,8010.46,12.83,81.7,8.5,11505.7
2001-01-08,8.29,7810.2,12.51,79.7,8.29,3923.2
2001-01-15,8.49,8007.86,12.83,81.7,8.49,12957.0
2001-01-22,8.57,8078.08,12.94,82.4,8.57,9710.3
2001-01-29,8.57,8078.08,12.94,82.4,8.57,
2001-02-05,8.56,8070.28,12.93,82.4,8.56,772.8
2001-02-12,8.61,8114.49,13.0,82.8,8.61,4264.8
2001-02-19,8.67,8174.31,13.1,83.4,8.67,3215.3
2001-02-26,8.73,8231.53,13.19,84.0,8.73,3530.6
2001-03-05,8.77,8265.34,13.24,84.3,8.77,8258.2
2001-03-12,8.78,8275.74,13.26,84.5,8.78,4834.7
2001-03-19,8.73,8226.32,13.18,85.5,8.73,6807.1
2001-03-26,8.71,8214.34,13.16,85.3,8.71,9264.4
2001-04-02,8.68,8181.05,13.11,85.0,8.68,12046.7
2001-04-09,8.48,7997.95,12.81,83.1,8.48,9506.9
2001-04-16,8.69,8193.53,13.13,85.1,8.69,13608.4
2001-04-23,8.81,8301.73,13.3,86.2,8.81,13649.0
2001-04-30,8.85,8343.34,13.37,86.6,8.85,11344.4
2001-05-07,8.85,8343.34,13.37,86.6,8.85,
2001-05-14,8.86,8351.66,13.38,86.7,8.86,9046.4
2001-05-21,8.95,8434.88,13.51,87.6,8.95,8748.4
2001-05-28,9.05,8530.6,13.67,88.6,9.05,14439.9
2001-06-04,9.0,8480.66,13.59,88.1,9.0,10468.0
2001-06-11,9.05,8530.6,13.67,88.6,9.05,6110.6
2001-06-18,9.27,8734.5,13.99,90.7,9.27,12900.0
2001-06-25,9.5,8959.21,14.35,93.0,9.5,12652.3
2001-07-02,9.82,9254.65,14.83,96.1,9.82,10543.7
2001-07-09,9.77,9213.05,14.76,95.7,9.77,7719.6
2001-07-16,9.67,9113.17,14.6,94.6,9.67,6892.4
2001-07-23,9.63,9075.72,14.54,94.3,9.63,5543.4
2001-07-30,9.47,8930.08,14.31,92.7,9.47,5996.0
