,MV,P,PE,VO
1992-12-28,,,,
1993-01-04,,,,
1993-01-11,,,,
1993-01-18,,,,
1993-01-25,,,,
1993-02-01,,,,
1993-02-08,,,,
1993-02-15,,,,
1993-02-22,,,,
1993-03-01,,,,
1993-03-08,,,,
1993-03-15,,,,
1993-03-22,,,,
1993-03-29,,,,
1993-04-05,,,,
1993-04-12,,,,
1993-04-19,,,,
1993-04-26,,,,
1993-05-03,,,,
1993-05-10,,,,
1993-05-17,,,,
1993-05-24,,,,
1993-05-31,,,,
1993-06-07,,,,
1993-06-14,,,,
1993-06-21,,,,
1993-06-28,,,,
1993-07-05,,,,
1993-07-12,,,,
1993-07-19,,,,
1993-07-26,,,,
1993-08-02,,,,
1993-08-09,,,,
1993-08-16,,,,
1993-08-23,,,,
1993-08-30,,,,
1993-09-06,,,,
1993-09-13,,,,
1993-09-20,,,,
1993-09-27,,,,
1993-10-04,,,,
1993-10-11,,,,
1993-10-18,,,,
1993-10-25,,,,
1993-11-01,,,,
1993-11-08,,,,
1993-11-15,,,,
1993-11-22,,,,
1993-11-29,,,,
1993-12-06,,,,
1993-12-13,,,,
1993-12-20,,,,
1993-12-27,,,,
1994-01-03,,,,
1994-01-10,,,,
1994-01-17,,,,
1994-01-24,,,,
1994-01-31,,,,
1994-02-07,,,,
1994-02-14,,,,
1994-02-21,,,,
1994-02-28,,,,
1994-03-07,,,,
1994-03-14,,,,
1994-03-21,,,,
1994-03-28,,,,
1994-04-04,,,,
1994-04-11,,,,
1994-04-18,,,,
1994-04-25,,,,
1994-05-02,,,,
1994-05-09,,,,
1994-05-16,,,,
1994-05-23,,,,
1994-05-30,,,,
1994-06-06,,,,
1994-06-13,,,,
1994-06-20,,,,
1994-06-27,,,,
1994-07-04,,,,
1994-07-11,,,,
1994-07-18,,,,
1994-07-25,,,,
1994-08-01,,,,
1994-08-08,,,,
1994-08-15,,,,
1994-08-22,,,,
1994-08-29,,,,
1994-09-05,,,,
1994-09-12,,,,
1994-09-19,,,,
1994-09-26,,,,
1994-10-03,,,,
1994-10-10,,,,
1994-10-17,,,,
1994-10-24,,,,
1994-10-31,,,,
1994-11-07,,,,
1994-11-14,,,,
1994-11-21,,,,
1994-11-28,,,,
1994-12-05,,,,
1994-12-12,,,,
1994-12-19,,,,
1994-12-26,,,,
1995-01-02,,,,
1995-01-09,,,,
1995-01-16,,,,
1995-01-23,,,,
1995-01-30,,,,
1995-02-06,,,,
1995-02-13,,,,
1995-02-20,,,,
1995-02-27,,,,
1995-03-06,,,,
1995-03-13,,,,
1995-03-20,,,,
1995-03-27,,,,
1995-04-03,,,,
1995-04-10,,,,
1995-04-17,,,,
1995-04-24,,,,
1995-05-01,,,,
1995-05-08,,,,
1995-05-15,,,,
1995-05-22,,,,
1995-05-29,,,,
1995-06-05,,,,
1995-06-12,,,,
1995-06-19,,,,
1995-06-26,,,,
1995-07-03,,,,
1995-07-10,,,,
1995-07-17,,,,
1995-07-24,,,,
1995-07-31,,,,
1995-08-07,,,,
1995-08-14,,,,
1995-08-21,,,,
1995-08-28,,,,
1995-09-04,,,,
1995-09-11,,,,
1995-09-18,,,,
1995-09-25,,,,
1995-10-02,,,,
1995-10-09,,,,
1995-10-16,,,,
1995-10-23,,,,
1995-10-30,,,,
1995-11-06,,,,
1995-11-13,,,,
1995-11-20,,,,
1995-11-27,,,,
1995-12-04,,,,
1995-12-11,,,,
1995-12-18,,,,
1995-12-25,,,,
1996-01-01,,,,
1996-01-08,,,,
1996-01-15,,,,
1996-01-22,,,,
1996-01-29,,,,
1996-02-05,,,,
1996-02-12,,,,
1996-02-19,,,,
1996-02-26,,,,
1996-03-04,,,,
1996-03-11,,,,
1996-03-18,,,,
1996-03-25,,,,
1996-04-01,,,,
1996-04-08,,,,
1996-04-15,,,,
1996-04-22,,,,
1996-04-29,,,,
1996-05-06,,,,
1996-05-13,,,,
1996-05-20,,,,
1996-05-27,,,,
1996-06-03,,,,
1996-06-10,,,,
1996-06-17,,,,
1996-06-24,,,,
1996-07-01,,,,
1996-07-08,,,,
1996-07-15,,,,
1996-07-22,,,,
1996-07-29,,,,
1996-08-05,,,,
1996-08-12,,,,
1996-08-19,,,,
1996-08-26,,,,
1996-09-02,,,,
1996-09-09,,,,
1996-09-16,,,,
1996-09-23,,,,
1996-09-30,,,,
1996-10-07,,,,
1996-10-14,,,,
1996-10-21,,,,
1996-10-28,,,,
1996-11-04,,,,
1996-11-11,,,,
1996-11-18,,,,
1996-11-25,,,,
1996-12-02,,,,
1996-12-09,,,,
1996-12-16,,,,
1996-12-23,,,,
1996-12-30,,,,
1997-01-06,836.74,7.52,,25360.5
1997-01-13,873.12,7.85,,10609.8
1997-01-20,860.81,7.74,,7100.6
1997-01-27,854.39,7.68,,6801.8
1997-02-03,887.03,7.97,,5412.8
1997-02-10,887.03,7.97,,
1997-02-17,903.08,8.12,,2953.4
1997-02-24,834.6,7.5,,10224.5
1997-03-03,888.63,7.99,47.5,8345.0
1997-03-10,892.91,8.02,47.7,6656.8
1997-03-17,940.53,8.45,50.2,10962.2
1997-03-24,946.95,8.51,50.6,11205.4
1997-03-31,992.42,8.92,53.0,11781.7
1997-04-07,1000.45,8.99,53.4,8685.8
1997-04-14,1035.22,9.3,55.3,16131.5
1997-04-21,880.07,7.91,47.0,10154.9
1997-04-28,859.74,7.73,45.9,8119.0
1997-05-05,914.85,8.22,48.9,4706.8
1997-05-12,905.75,8.14,48.4,6466.6
1997-05-19,823.9,7.4,44.0,3744.6
1997-05-26,738.83,6.64,39.5,1638.3
1997-06-02,779.49,7.0,41.6,1761.9
1997-06-09,802.5,7.21,42.9,3189.5
1997-06-16,749.0,6.73,40.0,2513.1
1997-06-23,701.76,6.31,37.5,2109.7
1997-06-30,695.5,6.25,37.2,2440.7
1997-07-07,557.1,5.01,29.8,887.0
1997-07-14,605.78,5.44,32.4,1516.6
1997-07-21,663.51,5.96,35.5,2355.9
1997-07-28,682.29,6.13,36.5,3345.5
1997-08-04,682.29,6.13,36.5,1417.3
1997-08-11,650.29,5.84,34.8,1650.9
1997-08-18,564.05,5.07,30.1,794.3
1997-08-25,623.17,5.6,33.3,2003.4
1997-09-01,596.74,5.36,31.9,1927.5
1997-09-08,606.48,5.45,32.4,1377.8
1997-09-15,558.49,5.02,29.9,1064.7
1997-09-22,542.49,4.87,29.0,629.4
1997-09-29,584.22,5.25,30.0,2000.4
1997-10-06,577.96,5.19,29.7,719.7
1997-10-13,589.78,5.3,30.3,1313.1
1997-10-20,625.95,5.63,32.1,1632.4
1997-10-27,638.47,5.74,32.8,2384.7
1997-11-03,695.5,6.25,35.7,5327.9
1997-11-10,707.32,6.36,36.3,4844.2
1997-11-17,671.16,6.03,34.5,1746.3
1997-11-24,615.52,5.53,31.6,1488.6
1997-12-01,641.95,5.77,33.0,1497.2
1997-12-08,719.84,6.47,37.0,6298.1
1997-12-15,769.22,6.91,39.5,4712.1
1997-12-22,835.3,7.51,42.9,3410.5
1997-12-29,778.26,6.99,40.0,4220.4
1998-01-05,827.64,7.44,42.5,1617.1
1998-01-12,784.52,7.05,40.3,5096.6
1998-01-19,856.16,7.69,44.0,4010.9
1998-01-26,965.35,8.67,49.6,7198.3
1998-02-02,965.35,8.67,49.6,
1998-02-09,954.92,8.58,49.0,2616.9
1998-02-16,952.83,8.56,48.9,7427.4
1998-02-23,937.53,8.42,48.1,4051.9
1998-03-02,910.41,8.18,46.8,1171.1
1998-03-09,972.31,8.74,49.9,3683.6
1998-03-16,931.97,8.37,47.9,1752.5
1998-03-23,898.59,8.07,29.4,2272.8
1998-03-30,931.27,8.37,30.4,2521.6
1998-04-06,980.65,8.81,32.0,4788.9
1998-04-13,1052.29,9.46,34.4,7815.6
1998-04-20,1007.08,9.05,32.9,3756.6
1998-04-27,1032.12,9.27,33.7,2729.2
1998-05-04,1098.89,9.87,35.9,3356.2
1998-05-11,1055.77,9.49,34.5,4676.7
1998-05-18,1155.92,10.39,37.8,5238.1
1998-05-25,1101.67,9.9,36.0,3840.6
1998-06-01,1147.3,10.31,37.5,4055.4
1998-06-08,1241.88,11.16,40.6,7431.3
1998-06-15,1163.99,10.46,38.0,2399.6
1998-06-22,1235.21,11.1,40.4,3064.9
1998-06-29,1139.51,10.24,37.2,2043.7
1998-07-06,1077.19,9.68,35.2,1328.2
1998-07-13,1089.43,9.79,35.6,994.3
1998-07-20,1019.32,9.16,33.3,875.8
1998-07-27,1043.81,9.38,34.1,917.8
1998-08-03,987.05,8.87,32.3,755.8
1998-08-10,911.38,8.19,29.8,1178.6
1998-08-17,751.14,6.75,21.1,861.0
1998-08-24,891.35,8.01,25.0,2509.7
1998-08-31,1054.93,9.48,29.6,3934.7
1998-09-07,1053.82,9.47,29.6,2496.3
1998-09-14,1071.63,9.63,30.1,2153.8
1998-09-21,1015.99,9.13,28.5,3044.6
1998-09-28,1027.11,9.23,28.8,1239.2
1998-10-05,1014.87,9.12,28.5,557.4
1998-10-12,1011.53,9.09,28.4,896.9
1998-10-19,1133.94,10.19,31.8,4103.7
1998-10-26,1226.31,11.02,34.4,11053.3
1998-11-02,1198.49,10.77,33.7,6438.1
1998-11-09,1186.24,10.66,33.3,3462.9
1998-11-16,1219.63,10.96,34.3,3556.2
1998-11-23,1157.31,10.4,32.5,2153.6
1998-11-30,1090.54,9.8,30.6,1553.6
1998-12-07,1086.09,9.76,30.5,1225.3
1998-12-14,1092.77,9.82,30.7,872.8
1998-12-21,1177.34,10.58,33.1,2085.8
1998-12-28,1070.51,9.62,30.1,2024.9
1999-01-04,929.19,8.35,26.1,2319.3
1999-01-11,973.7,8.75,27.3,1492.4
1999-01-18,987.05,8.87,27.7,2825.7
1999-01-25,979.26,8.8,27.5,3429.3
1999-02-01,926.96,8.33,26.0,1038.3
1999-02-08,870.21,7.82,24.4,676.5
1999-02-15,889.13,7.99,25.0,144.2
1999-02-22,889.13,7.99,25.0,
1999-03-01,900.25,8.09,25.3,68.0
1999-03-08,969.25,8.71,27.2,983.3
1999-03-15,990.39,8.9,27.8,2582.3
1999-03-22,971.47,8.73,27.3,1418.0
1999-03-29,1000.41,8.99,28.1,3150.8
1999-04-05,948.11,8.52,26.6,2891.9
1999-04-12,886.9,7.97,24.9,2000.5
1999-04-19,841.28,7.56,23.6,1178.5
1999-04-26,822.36,7.39,23.1,1031.2
1999-05-03,834.6,7.5,23.4,649.8
1999-05-10,806.78,7.25,22.7,1021.8
1999-05-17,797.88,7.17,239.0,591.3
1999-05-24,875.77,7.87,262.3,1767.9
1999-05-31,936.98,8.42,280.7,5074.9
1999-06-07,1324.23,11.9,396.7,19782.0
1999-06-14,1424.38,12.8,426.7,18032.3
1999-06-21,1383.21,12.43,414.3,9805.8
1999-06-28,1524.54,13.7,456.7,10821.6
1999-07-05,1236.32,11.11,370.3,6913.1
1999-07-12,1128.38,10.14,338.0,2764.4
1999-07-19,1138.39,10.23,341.0,1966.2
1999-07-26,1224.08,11.0,366.7,2446.3
1999-08-02,1344.26,12.08,402.7,2052.3
1999-08-09,1162.88,10.45,348.3,3887.0
1999-08-16,1151.75,10.35,345.0,896.5
1999-08-23,1311.99,11.79,393.0,3099.6
1999-08-30,1263.03,11.35,,1484.7
1999-09-06,1299.75,11.68,,1715.2
1999-09-13,1542.34,13.86,,6320.8
1999-09-20,1472.23,13.23,,3735.4
1999-09-27,1399.9,12.58,,2199.3
1999-10-04,1336.47,12.01,,564.4
1999-10-11,1267.48,11.39,,519.7
1999-10-18,1301.98,11.7,,1269.3
1999-10-25,1298.64,11.67,,997.9
1999-11-01,1290.85,11.6,,1044.6
1999-11-08,1260.8,11.33,,598.3
1999-11-15,1157.31,10.4,,868.0
1999-11-22,1185.13,10.65,,772.9
1999-11-29,1162.88,10.45,,461.6
1999-12-06,1150.64,10.34,,704.0
1999-12-13,1153.97,10.37,,1010.0
1999-12-20,1118.36,10.05,,2120.1
1999-12-27,890.24,8.0,,5023.2
2000-01-03,871.32,7.83,,2327.8
2000-01-10,1001.52,9.0,,12644.2
2000-01-17,882.45,7.93,,4542.0
2000-01-24,869.1,7.81,,3274.1
2000-01-31,911.38,8.19,,4563.3
2000-02-07,911.38,8.19,,
2000-02-14,1002.63,9.01,,1964.4
2000-02-21,1068.29,9.6,,14782.5
2000-02-28,1011.53,9.09,,4883.2
2000-03-06,975.93,8.77,,8723.1
2000-03-13,925.85,8.32,,5345.3
2000-03-20,1038.24,9.33,,12593.6
2000-03-27,1092.77,9.82,,7353.8
2000-04-03,1136.17,10.21,,10737.0
2000-04-10,1138.39,10.23,,6499.5
2000-04-17,1053.82,9.47,,4222.6
2000-04-24,1043.81,9.38,,5233.5
2000-05-01,982.6,8.83,,1570.2
2000-05-08,950.33,8.54,,1982.9
2000-05-15,853.52,7.67,,4082.1
2000-05-22,909.16,8.17,,3281.9
2000-05-29,933.64,8.39,,4094.8
2000-06-05,980.38,8.81,,4962.6
2000-06-12,1018.21,9.15,,6484.9
2000-06-19,953.67,8.57,,5760.5
2000-06-26,919.17,8.26,,4263.5
2000-07-03,910.27,8.18,,3061.3
2000-07-10,910.27,8.18,,2128.7
2000-07-17,930.3,8.36,,2430.5
2000-07-24,980.38,8.81,,3833.3
2000-07-31,1093.88,9.83,,11914.4
2000-08-07,1084.98,9.75,,7635.4
2000-08-14,1135.06,10.2,,10613.2
2000-08-21,1190.7,10.7,,6923.8
2000-08-28,1294.19,11.63,,12194.1
2000-09-04,1196.26,10.75,,11443.8
2000-09-11,1260.8,11.33,,7174.1
2000-09-18,1240.77,11.15,,5445.8
2000-09-25,1326.46,11.92,,21221.6
2000-10-02,1303.09,11.71,,6476.3
2000-10-09,1364.29,12.26,,2392.4
2000-10-16,1425.5,12.81,,13630.0
2000-10-23,1353.16,12.16,,11457.0
2000-10-30,1383.21,12.43,,6203.1
2000-11-06,1260.8,11.33,,7156.4
2000-11-13,1268.59,11.4,,7093.4
2000-11-20,1310.88,11.78,,5385.8
2000-11-27,1234.09,11.09,,7139.5
2000-12-04,1304.2,11.72,,3053.3
2000-12-11,1270.82,11.42,,2878.1
2000-12-18,1256.35,11.29,,5397.3
2000-12-25,1135.06,10.2,,5371.1
2001-01-01,1088.32,9.78,,3076.9
2001-01-08,1118.36,10.05,,5031.4
2001-01-15,1166.21,10.48,,4439.1
2001-01-22,1140.62,10.25,,1323.8
2001-01-29,1140.62,10.25,,
2001-02-05,1141.73,10.26,,234.9
2001-02-12,1011.53,9.09,,2709.4
2001-02-19,1026.0,9.22,,1586.2
2001-02-26,909.16,8.17,,4415.7
2001-03-05,995.96,8.95,,4008.9
2001-03-12,1013.76,9.11,,3167.4
2001-03-19,1063.84,9.56,,3635.5
2001-03-26,1043.81,9.38,,2975.2
2001-04-02,1093.88,9.83,,3478.4
2001-04-09,1145.07,10.29,,4545.4
2001-04-16,1112.8,10.0,,3026.7
2001-04-23,1121.7,10.08,,2620.8
2001-04-30,1115.03,10.02,,2241.9
2001-05-07,1115.03,10.02,,
2001-05-14,1230.76,11.06,,7194.0
2001-05-21,1294.19,11.63,,4061.9
2001-05-28,1261.92,11.34,,3689.1
2001-06-04,1263.03,11.35,,3991.9
2001-06-11,1258.58,11.31,,2599.8
2001-06-18,1216.29,10.93,,2488.3
2001-06-25,1230.76,11.06,,2657.6
2001-07-02,1290.85,11.6,,4948.6
2001-07-09,1360.95,12.23,,7129.6
2001-07-16,1464.44,13.16,,16274.3
2001-07-23,1407.69,12.65,,8407.5
2001-07-30,1258.58,11.31,,5322.0
2001-08-06,1216.29,10.93,,5468.2
2001-08-13,1303.09,11.71,,3231.1
2001-08-20,1290.85,11.6,,2500.4
2001-08-27,1259.69,11.32,,4917.5
2001-09-03,1230.76,11.06,,2109.9
2001-09-10,1218.52,10.95,,1859.1
2001-09-17,1020.44,9.17,,6301.6
2001-09-24,1009.31,9.07,,3963.8
2001-10-01,940.32,8.45,,2265.7
2001-10-08,953.67,8.57,,386.2
2001-10-15,1030.45,9.26,,3736.3
2001-10-22,898.03,8.07,,2300.0
2001-10-29,1056.05,9.49,,5458.4
2001-11-05,1039.35,9.34,,1890.7
2001-11-12,1001.52,9.0,,1498.0
2001-11-19,1036.02,9.31,,796.4
2001-11-26,1053.82,9.47,,1888.7
2001-12-03,1112.8,10.0,,3454.8
2001-12-10,925.85,8.32,,8095.5
2001-12-17,786.75,7.07,,11088.1
2001-12-24,657.66,5.91,,13085.4
2001-12-31,573.09,5.15,,13972.9
2002-01-07,622.05,5.59,,5890.3
2002-01-14,510.77,4.59,,5214.6
2002-01-21,393.93,3.54,,1933.5
2002-01-28,357.21,3.21,,14164.6
2002-02-04,416.19,3.74,,9487.2
2002-02-11,441.78,3.97,,11657.4
2002-02-18,441.78,3.97,,
2002-02-25,464.04,4.17,,1003.4
2002-03-04,485.18,4.36,,20906.3
2002-03-11,546.38,4.91,,15784.1
2002-03-18,520.79,4.68,,18343.4
2002-03-25,560.85,5.04,,11780.3
2002-04-01,534.14,4.8,,19819.4
2002-04-08,527.47,4.74,,13836.9
2002-04-15,529.69,4.76,,9724.6
2002-04-22,543.05,4.88,,11822.2
2002-04-29,543.05,4.88,,
2002-05-06,543.05,4.88,,
2002-05-13,543.05,4.88,,
2002-05-20,543.05,4.88,,
2002-05-27,543.05,4.88,,
2002-06-03,543.05,4.88,,
2002-06-10,543.05,4.88,,
2002-06-17,543.05,4.88,,
2002-06-24,543.05,4.88,,
2002-07-01,543.05,4.88,,
2002-07-08,543.05,4.88,,
2002-07-15,543.05,4.88,,
2002-07-22,543.05,4.88,,
2002-07-29,543.05,4.88,,
2002-08-05,543.05,4.88,,
2002-08-12,543.05,4.88,,
2002-08-19,543.05,4.88,,
2002-08-26,543.05,4.88,,
2002-09-02,543.05,4.88,,
2002-09-09,543.05,4.88,,
2002-09-16,543.05,4.88,,
2002-09-23,543.05,4.88,,
2002-09-30,543.05,4.88,,
2002-10-07,543.05,4.88,,
2002-10-14,543.05,4.88,,
2002-10-21,543.05,4.88,,
2002-10-28,543.05,4.88,,
2002-11-04,543.05,4.88,,
2002-11-11,543.05,4.88,,
2002-11-18,543.05,4.88,,
2002-11-25,543.05,4.88,,
2002-12-02,543.05,4.88,,
2002-12-09,543.05,4.88,,
2002-12-16,543.05,4.88,,
2002-12-23,543.05,4.88,,
2002-12-30,543.05,4.88,,
2003-01-06,543.05,4.88,,
2003-01-13,543.05,4.88,,
2003-01-20,543.05,4.88,,
2003-01-27,543.05,4.88,,
2003-02-03,543.05,4.88,,
2003-02-10,543.05,4.88,,
2003-02-17,543.05,4.88,,
2003-02-24,543.05,4.88,,
2003-03-03,543.05,4.88,,
2003-03-10,543.05,4.88,,
2003-03-17,543.05,4.88,,
2003-03-24,543.05,4.88,,
2003-03-31,543.05,4.88,,
2003-04-07,543.05,4.88,,
2003-04-14,543.05,4.88,,
2003-04-21,543.05,4.88,,
2003-04-28,543.05,4.88,,
2003-05-05,543.05,4.88,,
2003-05-12,543.05,4.88,,
2003-05-19,543.05,4.88,,
2003-05-26,543.05,4.88,,
2003-06-02,543.05,4.88,,
2003-06-09,543.05,4.88,,
2003-06-16,543.05,4.88,,
2003-06-23,543.05,4.88,,
2003-06-30,543.05,4.88,,
2003-07-07,543.05,4.88,,
2003-07-14,543.05,4.88,,
2003-07-21,543.05,4.88,,
2003-07-28,543.05,4.88,,
2003-08-04,543.05,4.88,,
2003-08-11,543.05,4.88,,
2003-08-18,543.05,4.88,,
2003-08-25,543.05,4.88,,
2003-09-01,543.05,4.88,,
2003-09-08,543.05,4.88,,
2003-09-15,543.05,4.88,,
2003-09-22,543.05,4.88,,
2003-09-29,543.05,4.88,,
2003-10-06,543.05,4.88,,
2003-10-13,543.05,4.88,,
2003-10-20,543.05,4.88,,
2003-10-27,543.05,4.88,,
2003-11-03,543.05,4.88,,
2003-11-10,543.05,4.88,,
2003-11-17,543.05,4.88,,
2003-11-24,543.05,4.88,,
2003-12-01,543.05,4.88,,
2003-12-08,543.05,4.88,,
2003-12-15,543.05,4.88,,
2003-12-22,543.05,4.88,,
2003-12-29,543.05,4.88,,
2004-01-05,543.05,4.88,,
2004-01-12,543.05,4.88,,
2004-01-19,543.05,4.88,,
2004-01-26,543.05,4.88,,
2004-02-02,543.05,4.88,,
2004-02-09,543.05,4.88,,
2004-02-16,543.05,4.88,,
2004-02-23,543.05,4.88,,
2004-03-01,543.05,4.88,,
2004-03-08,543.05,4.88,,
2004-03-15,543.05,4.88,,
2004-03-22,543.05,4.88,,
2004-03-29,543.05,4.88,,
2004-04-05,543.05,4.88,,
2004-04-12,543.05,4.88,,
2004-04-19,543.05,4.88,,
2004-04-26,543.05,4.88,,
2004-05-03,543.05,4.88,,
2004-05-10,543.05,4.88,,
2004-05-17,543.05,4.88,,
2004-05-24,543.05,4.88,,
2004-05-31,543.05,4.88,,
2004-06-07,543.05,4.88,,
2004-06-14,543.05,4.88,,
2004-06-21,543.05,4.88,,
2004-06-28,543.05,4.88,,
2004-07-05,543.05,4.88,,
2004-07-12,543.05,4.88,,
2004-07-19,543.05,4.88,,
2004-07-26,543.05,4.88,,
2004-08-02,543.05,4.88,,
2004-08-09,543.05,4.88,,
2004-08-16,543.05,4.88,,
2004-08-23,543.05,4.88,,
2004-08-30,543.05,4.88,,
2004-09-06,543.05,4.88,,
2004-09-13,543.05,4.88,,
2004-09-20,543.05,4.88,,
2004-09-27,543.05,4.88,,
2004-10-04,543.05,4.88,,
2004-10-11,543.05,4.88,,
2004-10-18,543.05,4.88,,
2004-10-25,543.05,4.88,,
2004-11-01,543.05,4.88,,
2004-11-08,543.05,4.88,,
2004-11-15,543.05,4.88,,
2004-11-22,543.05,4.88,,
2004-11-29,543.05,4.88,,
2004-12-06,543.05,4.88,,
2004-12-13,543.05,4.88,,
2004-12-20,543.05,4.88,,
2004-12-27,543.05,4.88,,
2005-01-03,543.05,4.88,,
2005-01-10,543.05,4.88,,
2005-01-17,543.05,4.88,,
2005-01-24,543.05,4.88,,
2005-01-31,543.05,4.88,,
2005-02-07,543.05,4.88,,
2005-02-14,543.05,4.88,,
2005-02-21,543.05,4.88,,
2005-02-28,543.05,4.88,,
2005-03-07,543.05,4.88,,
2005-03-14,543.05,4.88,,
2005-03-21,543.05,4.88,,
2005-03-28,543.05,4.88,,
2005-04-04,543.05,4.88,,
2005-04-11,543.05,4.88,,
2005-04-18,543.05,4.88,,
2005-04-25,543.05,4.88,,
2005-05-02,543.05,4.88,,
2005-05-09,543.05,4.88,,
2005-05-16,543.05,4.88,,
2005-05-23,543.05,4.88,,
2005-05-30,543.05,4.88,,
2005-06-06,543.05,4.88,,
2005-06-13,543.05,4.88,,
2005-06-20,543.05,4.88,,
2005-06-27,543.05,4.88,,
2005-07-04,543.05,4.88,,
2005-07-11,543.05,4.88,,
2005-07-18,543.05,4.88,,
2005-07-25,543.05,4.88,,
2005-08-01,543.05,4.88,,
2005-08-08,543.05,4.88,,
2005-08-15,543.05,4.88,,
2005-08-22,543.05,4.88,,
2005-08-29,543.05,4.88,,
2005-09-05,543.05,4.88,,
2005-09-12,543.05,4.88,,
2005-09-19,543.05,4.88,,
2005-09-26,543.05,4.88,,
2005-10-03,543.05,4.88,,
2005-10-10,543.05,4.88,,
2005-10-17,543.05,4.88,,
2005-10-24,543.05,4.88,,
2005-10-31,543.05,4.88,,
2005-11-07,543.05,4.88,,
2005-11-14,543.05,4.88,,
2005-11-21,543.05,4.88,,
2005-11-28,543.05,4.88,,
2005-12-05,543.05,4.88,,
2005-12-12,543.05,4.88,,
2005-12-19,543.05,4.88,,
2005-12-26,543.05,4.88,,
2006-01-02,543.05,4.88,,
2006-01-09,543.05,4.88,,
2006-01-16,543.05,4.88,,
2006-01-23,543.05,4.88,,
2006-01-30,543.05,4.88,,
2006-02-06,543.05,4.88,,
2006-02-13,543.05,4.88,,
2006-02-20,543.05,4.88,,
2006-02-27,543.05,4.88,,
2006-03-06,543.05,4.88,,
2006-03-13,543.05,4.88,,
2006-03-20,543.05,4.88,,
2006-03-27,543.05,4.88,,
2006-04-03,543.05,4.88,,
2006-04-10,543.05,4.88,,
2006-04-17,543.05,4.88,,
2006-04-24,543.05,4.88,,
2006-05-01,543.05,4.88,,
2006-05-08,543.05,4.88,,
2006-05-15,543.05,4.88,,
2006-05-22,543.05,4.88,,
2006-05-29,543.05,4.88,,
2006-06-05,543.05,4.88,,
